mtype,tokens,type_tokens,label
FUNC,"['f', '\\colon', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', '\\circ', 'g']","['func_composed', 'func_name', '__ANON_1', 'OP_FUNC_COMP', 'func_name', '__ANON_1']",1
FUNC,"['f', ':', 'X', '\\to', '\\{', '0', ',', '1', '\\}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
SET,"['A', '\\cap', 'B', '\\cap', 'C']","['set_expr', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0']",1
SCAL,"['(', 'k', '+', '1', ')']","['group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN']",1
SET,"['R', '^', '{', '-', '1', '}']","['__ANON_0', 'CARET', 'L_BRACE', 'unary', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE']",1
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",1
SCAL,"['f', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']",1
FUNC,"['f', '(', 'a', ')', '=', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', '__ANON_1']",1
FUNC,"['f', '\\colon', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SET,"['\\{', '1', ',', '7', ',', '9', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{Q}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",1
SET,"['\\{', 'b', ',', 'c', ',', 'c', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'R_BRACE_LITERAL']",1
FUNC,"['f', '(', 'x', ')', '=', '2', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', 'expr_atom', '__ANON_3', '__ANON_1']",1
SET,\mathbb{R},"['set_constant', 'SET_BASIC']",1
FUNC,"['f', ':', '\\mathbb', 'R', '\\to', '\\mathbb', 'R']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'SET_FAT', '__ANON_0', 'TO', 'SET_FAT', '__ANON_0']",1
FUNC,"['g', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['G', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SET,"['\\{', '\\}']","['explset', 'L_BRACE_LITERAL', 'R_BRACE_LITERAL']",1
SET,"['\\{', '7', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
SET,"['A', '\\cup', 'B']","['set_expr', '__ANON_0', 'sets__OP_UNION', '__ANON_0']",1
FUNC,"['f', ':', 'B', '\\to', 'C']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'M', '\\to', 'N']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}', '^', '2']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']",1
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', '(', 'n', ')', '=', '0']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', '__ANON_3']",1
SCAL,"['f', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']",1
FUNC,"['f', '\\colon', 'X', '\\cup', 'Y', '\\to', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'sets__OP_UNION', '__ANON_0', 'TO', '__ANON_0']",1
SET,"['\\{', 'A', ',', 'B', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_0', 'COMMA', 'item', '__ANON_0', 'R_BRACE_LITERAL']",1
SET,\mathbb{R},"['set_constant', 'SET_BASIC']",1
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['F', '\\colon', 'A', '\\to', 'A']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'A', '\\to', '\\mathbb', 'N']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'SET_FAT', '__ANON_0']",1
SET,"['\\{', 'a', ',', 'b', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'R_BRACE_LITERAL']",1
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SCAL,"['1', '0', '^', '{', '1', '0', '0', '}']","['exp', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'CARET', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', 'R_BRACE']",1
FUNC,"['f', ':', '[', '0', ',', '1', ']', '\\rightarrow', '\\mathbb{R}', '^', '2']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'interval', 'L_BRACKET', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_BRACKET', 'TO', 'set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SET,"['\\{', '3', ',', '4', ',', '5', ',', '6', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
FUNC,"['g', ':', 'X', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_constant', 'SET_BASIC']",1
FUNC,"['f', ':', 'B', '\\to', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['g', '(', 'p', ',', 'q', ')', '=', '\\frac', '{', '(', 'p', '+', 'q', ')', '(', 'p', '+', 'q', '+', '1', ')', '}', '{', '2', '}', '+', 'q']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', 'func_arg', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'unary', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', '__ANON_1', 'R_PAREN', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'ADD', '__ANON_1']",1
FUNC,"['h', ':', '\\mathbb{N}', '\\to', 'M']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', '__ANON_0']",1
FUNC,"['f', ':', '\\mathbb{N}', '\\rightarrow', '\\mathbb{N}', '\\times', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_expr', 'set_constant', 'SET_BASIC', 'sets__OP_CART', 'set_constant', 'SET_BASIC']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']",1
SET,"['(', 'x', ',', 'y', ')']","['interval', 'L_PAREN', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN']",1
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'A', '\\rightarrow', 'B', '\\times', 'C']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0']",1
SET,"['\\{', 'x', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_1', 'R_BRACE_LITERAL']",1
FUNC,"['h', ':', 'B', '\\times', 'C', '\\to', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0', 'TO', '__ANON_0']",1
SCAL,"['f', '(', '0', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', 'expr_atom', '__ANON_3', 'R_PAREN']",1
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['x', ':', 'M', '\\to', 'N']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['F', ':', '\\varnothing', '\\to', 'B']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', 'set_constant', 'TO', '__ANON_0']",1
SET,"['A', '^', 'B']","['set_expr', '__ANON_0', 'CARET', '__ANON_0']",1
SET,"['\\{', '1', ',', '2', ',', '3', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
FUNC,"['h', ':', 'P', '\\rightarrow', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SET,"['\\{', '2', ',', '2', ',', '3', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
SET,"['\\{', 'a', ',', 'b', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'R_BRACE_LITERAL']",1
FUNC,"['f', ':', 'X', '\\to', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SET,"['\\{', 'a', ',', 'b', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'R_BRACE_LITERAL']",1
FUNC,"['f', ':', 'S', '\\to', 'T']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', '\\colon', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SET,\mathbb{N},"['set_constant', 'SET_BASIC']",1
SCAL,"['p', '+', 'q']","['additive', '__ANON_1', 'ADD', '__ANON_1']",1
SET,"['(', 'a', ',', 'b', ')']","['interval', 'L_PAREN', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN']",1
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\{', '0', ',', '1', '\\}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'X', '\\rightarrow', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SCAL,"['1', '/', '4']","['mp', 'expr_atom', '__ANON_3', 'DIV', 'expr_atom', '__ANON_3']",1
FUNC,"['f', ':', 'B', '\\rightarrow', 'N']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'S', '\\times', 'S', '\\to', 'S']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0', 'TO', '__ANON_0']",1
SCAL,"['2', '^', 'n']","['exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1']",1
SET,"['\\{', 'x', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_1', 'R_BRACE_LITERAL']",1
SET,"['[', '0', ',', '1', ')']","['interval', 'L_BRACKET', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_PAREN']",1
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', '\\mathbb{N}', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', '__ANON_0']",1
SET,"['\\{', '0', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
SET,"['B', '\\times', 'B']","['set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0']",1
FUNC,"['F', '\\circ', 'G']","['func_composed', 'func_name', '__ANON_0', 'OP_FUNC_COMP', 'func_name', '__ANON_0']",1
SET,"['\\mathbb', 'N']","['SET_FAT', '__ANON_0']",1
FUNC,"['g', ':', 'B', '\\to', 'C']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SCAL,"['f', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']",1
FUNC,"['f', '\\colon', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'X', '\\to', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SET,"['\\{', 'a', ',', 'b', ',', 'c', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'R_BRACE_LITERAL']",1
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}', '\\times', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_expr', 'set_constant', 'SET_BASIC', 'sets__OP_CART', 'set_constant', 'SET_BASIC']",1
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SET,"['A', '\\cup', 'B']","['set_expr', '__ANON_0', 'sets__OP_UNION', '__ANON_0']",1
FUNC,"['g', ':', 'S', '\\to', 'S']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['i', ':', 'K', '\\to', 'G']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'S', '\\times', 'S', '\\to', '\\mathbb', 'Z']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0', 'TO', 'SET_FAT', '__ANON_0']",1
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', '\\mathbb', 'N', '\\rightarrow', 'S']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'SET_FAT', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['g', ':', 'C', '\\to', 'D']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SCAL,"['1', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",1
SET,"['\\{', '1', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', '(', '0', ',', '1', ')', '\\rightarrow', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'interval', 'L_PAREN', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_PAREN', 'TO', 'set_constant', 'SET_BASIC']",1
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SCAL,"['m', '/', 'n']","['mp', '__ANON_1', 'DIV', '__ANON_1']",1
FUNC,"['g', ':', 'S', '^', 'n', '\\to', 'S']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'CARET', '__ANON_1', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', '\\mathbb', 'R', '\\rightarrow', '\\mathbb', 'R']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'SET_FAT', '__ANON_0', 'TO', 'SET_FAT', '__ANON_0']",1
FUNC,"['f', ':', '\\mathbb{N}', '^', '2', '\\to', 'T']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3', 'TO', '__ANON_0']",1
FUNC,"['f', '\\colon', 'B', '\\to', 'C']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SET,"['V', '(', '4', ')']","['__ANON_0', 'group', 'L_PAREN', 'expr_atom', '__ANON_3', 'R_PAREN']",1
SET,"['\\{', 'x', ',', 'y', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'R_BRACE_LITERAL']",1
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\{', '0', ',', '1', '\\}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
SET,"['P', '\\cap', 'Q']","['set_expr', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0']",1
FUNC,"['h', ':', 'Y', '\\rightarrow', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_constant', 'SET_BASIC']",1
FUNC,"['i', '(', 'x', ')', '=', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', '__ANON_1']",1
FUNC,"['h', ':', 'X', '\\rightarrow', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['g', ':', 'Y', '\\rightarrow', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', '(', 'x', ')', '=', '2', 'x', '-', '2']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']",1
FUNC,"['f', ':', '\\mathbb', 'N', '\\to', '\\mathbb', 'Z']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'SET_FAT', '__ANON_0', 'TO', 'SET_FAT', '__ANON_0']",1
SET,"['B', '^', 'A']","['set_expr', '__ANON_0', 'CARET', '__ANON_0']",1
FUNC,"['h', ':', 'X', '\\rightarrow', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'A', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', '\\colon', 'X', '\\to', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['g', ':', '\\mathbb', 'R', '\\to', '\\mathbb', 'R', '\\times', '\\mathbb', 'R']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'SET_FAT', '__ANON_0', 'TO', 'set_expr', 'SET_FAT', '__ANON_0', 'sets__OP_CART', 'SET_FAT', '__ANON_0']",1
FUNC,"['s', ':', 'Y', '\\to', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['u', '(', 'n', ')', '=', 'k', '(', 'n', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']",1
FUNC,"['g', ':', '\\mathbb{C}', '\\to', '\\mathbb{C}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",1
FUNC,"['f', ':', '\\mathbb', 'N', '\\rightarrow', '\\mathbb', 'N']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'SET_FAT', '__ANON_0', 'TO', 'SET_FAT', '__ANON_0']",1
SET,"['\\{', '1', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
FUNC,"['F', ':', 'P', '\\rightarrow', 'W']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['g', ':', 'B', '\\to', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', '\\mathbb', 'N', '\\rightarrow', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'SET_FAT', '__ANON_0', 'TO', '__ANON_0']",1
SET,"['X', '\\cap', 'Y']","['set_expr', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0']",1
FUNC,"['h', ':', '\\mathbb', 'R', '\\to', '\\mathbb', 'R']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'SET_FAT', '__ANON_0', 'TO', 'SET_FAT', '__ANON_0']",1
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'X', '\\to', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', '\\mathbb{C}', '\\to', '\\mathbb{C}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",1
FUNC,"['f', ':', 'L', '\\to', 'S']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SET,"['\\{', 'a', ',', 'b', ',', 'c', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'R_BRACE_LITERAL']",1
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SET,"['S', '\\cap', 'T']","['set_expr', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0']",1
