mtype,tokens,type_tokens,label
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['g', ':', 'X', '^', 'm', '\\times', 'X', '^', 'n', '\\rightarrow', 'X', '^', '{', 'm', '+', 'n', '}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'CARET', '__ANON_1', 'sets__OP_CART', '__ANON_0', 'CARET', '__ANON_1', 'TO', '__ANON_0', 'CARET', 'L_BRACE', 'additive', '__ANON_1', 'ADD', '__ANON_1', 'R_BRACE']",1
FUNC,"['g', ',', 'h', '\\colon', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['func_def', 'func_enumeration', 'func_name', '__ANON_1', 'COMMA', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",1
SCAL,"['f', '(', 'n', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']",1
SET,"['\\{', '1', ',', '2', ',', '3', ',', '4', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
FUNC,"['h', '\\circ', 'g']","['func_composed', 'func_name', '__ANON_1', 'OP_FUNC_COMP', 'func_name', '__ANON_1']",1
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",1
SET,"['2', '^', 'A']","['set_expr', '__ANON_3', 'CARET', '__ANON_0']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,"['v', ':', 'Y', '\\rightarrow', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SET,"['\\mathbb', 'N']","['SET_FAT', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
SCAL,"['n', '+', '1']","['additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'A', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', '\\colon', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
SET,"['\\mathbb', 'U']","['SET_FAT', '__ANON_0']",1
FUNC,['Z'],"['func_name', '__ANON_0']",1
FUNC,['C'],"['func_name', '__ANON_0']",1
SET,"['(', 'a', ',', 'a', ')']","['interval', 'L_PAREN', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN']",1
FUNC,['c'],"['func_name', '__ANON_1']",1
FUNC,['S'],"['func_name', '__ANON_0']",1
SET,"['\\{', '2', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
FUNC,['h'],"['func_name', '__ANON_1']",1
SET,"['X', '\\times', 'Y']","['set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0']",1
SET,"['\\{', 'A', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_0', 'R_BRACE_LITERAL']",1
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', '\\colon', '[', 'a', ',', 'b', ']', '\\rightarrow', '(', 'a', ',', 'b', ')']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'interval', 'L_BRACKET', '__ANON_1', 'COMMA', '__ANON_1', 'R_BRACKET', 'TO', 'interval', 'L_PAREN', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN']",1
FUNC,"['L', ':', 'A', '\\to', 'A']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['g', '\\colon', 'B', '\\to', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SCAL,['1'],"['expr_atom', '__ANON_3']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
SCAL,"['9', '0', '5']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']",1
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', '\\colon', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', '\\mathbb', 'R', '\\to', '\\mathbb', 'R']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'SET_FAT', '__ANON_0', 'TO', 'SET_FAT', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['A'],"['func_name', '__ANON_0']",1
FUNC,"['f', ':', 'B', '\\rightarrow', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', '(', 'k', ')', '=', '\\frac', '{', 'n', '}', '{', '2', '^', 'k', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'R_BRACE']",1
SCAL,['0'],"['expr_atom', '__ANON_3']",1
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",1
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,['a'],"['func_name', '__ANON_1']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'X', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_constant', 'SET_BASIC']",1
FUNC,"['f', '\\colon', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', '\\colon', 'A', '\\to', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SET,"['[', '0', ',', '1', ']']","['interval', 'L_BRACKET', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_BRACKET']",1
SET,"['(', '0', ',', '1', ')']","['interval', 'L_PAREN', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_PAREN']",1
FUNC,"['h', ':', 'A', '\\to', '\\mathbb', 'N']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'SET_FAT', '__ANON_0']",1
FUNC,"['f', '\\colon', 'X', '\\cup', 'Y', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'sets__OP_UNION', '__ANON_0', 'TO', '__ANON_0']",1
SET,\mathbb{N},"['set_constant', 'SET_BASIC']",1
FUNC,"['f', '\\colon', '\\mathbb{N}', '\\to', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', '__ANON_0']",1
FUNC,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['h', ':', 'B', '\\cup', 'C', '\\rightarrow', 'C']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'sets__OP_UNION', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['j'],"['func_name', '__ANON_1']",1
FUNC,['k'],"['func_name', '__ANON_1']",1
SCAL,['7'],"['expr_atom', '__ANON_3']",1
FUNC,['H'],"['func_name', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', '\\colon', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', '\\colon', 'I', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_constant', 'SET_BASIC']",1
SCAL,['1'],"['expr_atom', '__ANON_3']",1
SET,"['\\mathbb', 'N', '\\times', '\\mathbb', 'N']","['set_expr', 'SET_FAT', '__ANON_0', 'sets__OP_CART', 'SET_FAT', '__ANON_0']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', '\\mathbb', 'N', '\\to', '\\mathbb', 'N']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'SET_FAT', '__ANON_0', 'TO', 'SET_FAT', '__ANON_0']",1
SET,"['\\{', '2', ',', '3', ',', '4', ',', '5', ',', '6', ',', '8', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
FUNC,"['f', ':', 'E', '\\to', 'F']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', '\\mathbb{N}', '\\rightarrow', 'S']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', '__ANON_0']",1
SCAL,['3'],"['expr_atom', '__ANON_3']",1
FUNC,"['f', '(', 'x', ',', 'y', ')', '=', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', 'func_arg', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN', 'EQUAL', '__ANON_1']",1
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'B', '\\to', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SET,"['\\mathbb', 'R']","['SET_FAT', '__ANON_0']",1
FUNC,"['f', ':', 'Z', '\\rightarrow', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'X', '\\rightarrow', '\\{', '0', ',', '1', '\\}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SET,"['A', '\\cap', 'B']","['set_expr', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0']",1
FUNC,['v'],"['func_name', '__ANON_1']",1
SCAL,['1'],"['expr_atom', '__ANON_3']",1
FUNC,"['b', ':', 'M', '\\to', 'N']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['h', ':', 'Z', '\\rightarrow', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
SCAL,['1'],"['expr_atom', '__ANON_3']",1
FUNC,"['g', ':', 'X', '\\rightarrow', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'I', '\\to', 'I']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SCAL,['2'],"['expr_atom', '__ANON_3']",1
SET,\mathbb{R},"['set_constant', 'SET_BASIC']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
SET,"['\\{', '1', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', '\\mathbb', 'N', '\\to', '\\mathbb', 'Z']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'SET_FAT', '__ANON_0', 'TO', 'SET_FAT', '__ANON_0']",1
FUNC,"['f', ':', 'E', '\\to', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'X', '\\to', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['H'],"['func_name', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['g', ':', 'B', '\\to', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['l'],"['func_name', '__ANON_1']",1
SET,"['A', '\\times', 'B']","['set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['F'],"['func_name', '__ANON_0']",1
SCAL,['1'],"['expr_atom', '__ANON_3']",1
SCAL,"['\\frac', '{', 'a', '}', '{', 'b', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']",1
FUNC,"['f', ':', 'X', '\\to', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['A'],"['func_name', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'A', '\\rightarrow', '\\{', '0', ',', '1', '\\}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
SET,"['\\mathbb', 'N']","['SET_FAT', '__ANON_0']",1
SET,"['A', '\\cap', 'B']","['set_expr', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
SET,"['P', '(', 'a', ')']","['__ANON_0', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,['X'],"['func_name', '__ANON_0']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['m', ':', 'A', '\\rightarrow', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
SET,"['C', '\\cap', 'A']","['set_expr', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0']",1
FUNC,['F'],"['func_name', '__ANON_0']",1
FUNC,"['d', ':', 'X', '\\times', 'X', '\\to', '\\mathbb', 'R']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0', 'TO', 'SET_FAT', '__ANON_0']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
SET,"['[', '0', ',', '1', ']']","['interval', 'L_BRACKET', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_BRACKET']",1
FUNC,"['g', ':', 'B', '\\to', 'C']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['F'],"['func_name', '__ANON_0']",1
FUNC,['h'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,"['g', ':', 'A', '\\rightarrow', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'A', '\\rightarrow', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_constant', 'SET_BASIC']",1
SCAL,"['2', 'k']","['unary', 'expr_atom', '__ANON_3', '__ANON_1']",1
SET,"['A', '\\cap', 'B']","['set_expr', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['g', '\\circ', 'f']","['func_composed', 'func_name', '__ANON_1', 'OP_FUNC_COMP', 'func_name', '__ANON_1']",1
FUNC,['X'],"['func_name', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['I', ':', '\\mathbb{N}', '\\rightarrow', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",1
FUNC,"['j', ':', '\\mathbb{N}', '\\rightarrow', '[', '0', ',', '1', ']']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'interval', 'L_BRACKET', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_BRACKET']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,"['g', '\\circ', 'f']","['func_composed', 'func_name', '__ANON_1', 'OP_FUNC_COMP', 'func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'A', '\\rightarrow', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['A'],"['func_name', '__ANON_0']",1
FUNC,['D'],"['func_name', '__ANON_0']",1
SCAL,"['1', '/', '2']","['mp', 'expr_atom', '__ANON_3', 'DIV', 'expr_atom', '__ANON_3']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
SET,"['A', '\\times', '(', 'B', '\\times', 'C', ')', '\\times', 'D']","['set_expr', '__ANON_0', 'sets__OP_CART', 'set_expr', 'L_PAREN', 'set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0', 'R_PAREN', 'sets__OP_CART', '__ANON_0']",1
FUNC,"['f', '\\colon', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SET,"['A', '\\times', 'A']","['set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', '\\colon', 'X', '\\to', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', '\\mathbb{Q}', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",1
SET,"['A', '\\cup', 'B']","['set_expr', '__ANON_0', 'sets__OP_UNION', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
SCAL,['0'],"['expr_atom', '__ANON_3']",1
SET,"['\\{', 'a', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_1', 'R_BRACE_LITERAL']",1
SET,"['\\mathbb', 'N']","['SET_FAT', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['I'],"['func_name', '__ANON_0']",1
SET,\varnothing,set_constant,1
FUNC,"['f', ':', '2', '^', '\\mathbb{N}', '\\to', '\\mathbb{N}', '^', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_3', 'CARET', 'set_constant', 'SET_BASIC', 'TO', 'set_expr', 'set_constant', 'SET_BASIC', 'CARET', 'set_constant', 'SET_BASIC']",1
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'X', '\\times', 'U', '\\to', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['J'],"['func_name', '__ANON_0']",1
FUNC,"['h', ':', '(', '2', ',', '1', '2', ')', '\\to', '(', '4', ',', '7', ')']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'interval', 'L_PAREN', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_PAREN', 'TO', 'interval', 'L_PAREN', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_PAREN']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SCAL,['7'],"['expr_atom', '__ANON_3']",1
FUNC,"['f', '\\circ', 'f']","['func_composed', 'func_name', '__ANON_1', 'OP_FUNC_COMP', 'func_name', '__ANON_1']",1
FUNC,"['f', ':', '\\mathbb{N}', '\\to', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', '__ANON_0']",1
FUNC,"['g', ':', 'B', '\\to', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['p'],"['func_name', '__ANON_1']",1
