fid,mtype,exprstr,mention,tags
63271c3b06a69a3f488e6947_f_1_3_0,SET,"\{1,2,3,4,5\}",,['elementary-set-theory']
63271c3b06a69a3f488e6947_f_1_12_0,SET,"\{1,2,3,4,5\}",,['elementary-set-theory']
63271c3b06a69a3f488e6947_f_1_16_0,SET,"\{1,2,3,4,5\}",,['elementary-set-theory']
633004c9837ac920af7365cb_f_0_5_0,SET,\mathbb{R}^2,,['elementary-set-theory']
633004c9837ac920af7365cb_f_2_1_0,SET,\mathbb Q^2,,['elementary-set-theory']
63271c3b06a69a3f488e6947_f_2_6_0,SET,"\{1,2,3,4,5\}",,['elementary-set-theory']
632f9084837ac920af683287_f_3_5_0,FUNC,f\colon X\to Y,,['elementary-set-theory']
632f9084837ac920af6833c2_f_0_0_0,SET,R\cup R^{-1},an equivalence relation,"['elementary-set-theory', 'relations']"
633004c9837ac920af736637_f_1_21_0,SCAL, such that ,j_x f_1_21_0 C_{i_{j,"['multivariable-calculus', 'elementary-set-theory']"
632f9084837ac920af6833c2_f_0_2_0,SET,R\cap R^{-1},order relation,"['elementary-set-theory', 'relations']"
632f9084837ac920af6833c2_f_0_6_0,SET,R\cup R^{-1},,"['elementary-set-theory', 'relations']"
632f9084837ac920af6833c2_f_0_8_0,SET,R\cup R^{-1},,"['elementary-set-theory', 'relations']"
632f9084837ac920af68340a_f_1_3_0,FUNC,"f:[0,1]\to[0,1]",,"['elementary-set-theory', 'proof-writing']"
63271c3b06a69a3f488e69ac_f_0_3_0,SCAL, such that for any ,,"['combinatorics', 'elementary-set-theory', 'infinitary-combinatorics']"
63271c3b06a69a3f488e69ac_f_0_6_0,SCAL, binary matrix ,,"['combinatorics', 'elementary-set-theory', 'infinitary-combinatorics']"
63271c3b06a69a3f488e69ac_f_0_8_0,SCAL, such that ,,"['combinatorics', 'elementary-set-theory', 'infinitary-combinatorics']"
632f9084837ac920af683538_f_1_7_0,FUNC,g(a) = g(b),,"['elementary-set-theory', 'proof-writing', 'proof-explanation']"
632f9084837ac920af683538_f_1_9_0,FUNC,f(b) = f(a),,"['elementary-set-theory', 'proof-writing', 'proof-explanation']"
632f9084837ac920af683538_f_2_25_0,SCAL, in the codomain of ,,"['elementary-set-theory', 'proof-writing', 'proof-explanation']"
633004c9837ac920af736695_f_0_5_0,SET,\mathbb N^ \mathbb Z,,['elementary-set-theory']
633004c9837ac920af736695_f_0_7_0,SET,\mathbb N ^\mathbb N,,['elementary-set-theory']
633004c9837ac920af736695_f_0_10_0,SET,\mathbb N ^\mathbb Z,,['elementary-set-theory']
633004c9837ac920af7366d3_f_0_0_0,SET,\varnothing,,"['discrete-mathematics', 'elementary-set-theory']"
633004c9837ac920af7366d3_f_0_2_0,SET,\{\varnothing\},,"['discrete-mathematics', 'elementary-set-theory']"
633004c9837ac920af7366d3_f_0_5_0,SET,\{\varnothing\},,"['discrete-mathematics', 'elementary-set-theory']"
63271c3b06a69a3f488e6a56_f_0_0_0,FUNC,f:X \rightarrow Y,,"['functions', 'elementary-set-theory', 'proof-writing']"
633004c9837ac920af7366d3_f_2_3_0,SET,\varnothing,left - hand side,"['discrete-mathematics', 'elementary-set-theory']"
633004c9837ac920af7366d3_f_2_4_0,SET,\{\varnothing\},right - hand side,"['discrete-mathematics', 'elementary-set-theory']"
633004c9837ac920af7366d3_f_2_7_0,SET,\varnothing,two elements,"['discrete-mathematics', 'elementary-set-theory']"
633004c9837ac920af7366d3_f_2_8_0,SET,\{\varnothing\},,"['discrete-mathematics', 'elementary-set-theory']"
633004c9837ac920af7366d3_f_2_9_0,SET,\{\varnothing\},left - hand side,"['discrete-mathematics', 'elementary-set-theory']"
632fcd1c837ac920af6ddbfc_f_0_4_0,SET,A\cap B\cap C,,['elementary-set-theory']
632fcd1c837ac920af6ddbfc_f_2_2_0,SET,A\cap B\cap C,,['elementary-set-theory']
632f9085837ac920af6837fe_f_0_0_0,FUNC,"f : [a, b] \to X",a path,"['general-topology', 'elementary-set-theory', 'proof-verification', 'proof-writing']"
632f9085837ac920af6837fe_f_0_3_0,FUNC,"g : [c, d] \to X",,"['general-topology', 'elementary-set-theory', 'proof-verification', 'proof-writing']"
632fcd1c837ac920af6ddbfc_f_4_3_0,SET,(A \cap B) \cap (B \cap C) \cap (C \cap A),,['elementary-set-theory']
632f9085837ac920af6837fe_f_0_8_0,FUNC,"h : [c, d] \to [a, b]",a homeomorphism   f_0_8_0,"['general-topology', 'elementary-set-theory', 'proof-verification', 'proof-writing']"
633004c9837ac920af7366ee_f_0_0_0,SCAL,query(variables),a function,['elementary-set-theory']
632fcd1c837ac920af6ddbfc_f_7_0_0,SET,A \cap B \cap C,the whole thing,['elementary-set-theory']
632fcd1c837ac920af6ddd17_f_0_0_0,SET,A^c\cup B\cup C,,['elementary-set-theory']
632fcd1c837ac920af6ddd17_f_0_2_0,SET,A^c\cup B^c,,['elementary-set-theory']
63271c3b06a69a3f488e6c70_f_0_0_0,FUNC,f: X \rightarrow Y,a one,"['functions', 'elementary-set-theory', 'proof-writing']"
63271c3b06a69a3f488e6c70_f_0_3_0,FUNC,f: X \rightarrow Y,a one,"['functions', 'elementary-set-theory', 'proof-writing']"
63271c3b06a69a3f488e6c70_f_0_6_0,FUNC,f: X \rightarrow Y,a one,"['functions', 'elementary-set-theory', 'proof-writing']"
63271c3b06a69a3f488e6c70_f_2_14_0,FUNC,f(x) = f(a),,"['functions', 'elementary-set-theory', 'proof-writing']"
633004c9837ac920af736776_f_0_0_0,FUNC,f:\mathbb{R} \rightarrow \mathbb{R},,"['functions', 'elementary-set-theory', 'real-numbers']"
633004c9837ac920af736777_f_0_0_0,FUNC,f(x)=\frac{x}{x+1},,"['functions', 'elementary-set-theory']"
632f9085837ac920af683ac8_f_1_16_0,SET,(A \times C) \cup (B \times C),,"['elementary-set-theory', 'logic', 'predicate-logic', 'first-order-logic']"
63271c3c06a69a3f488e6da6_f_0_3_0,FUNC,f(x) = -ln(x),,['elementary-set-theory']
63271c3c06a69a3f488e6da6_f_0_7_0,FUNC,g(x) = ln(x),,['elementary-set-theory']
63271c3c06a69a3f488e6dbe_f_0_1_0,FUNC,f:\mathbb N^5 \to \mathbb N,,['elementary-set-theory']
63271c3c06a69a3f488e6dbe_f_1_0_0,FUNC,g \colon \mathbb N^2 \to \mathbb N,,['elementary-set-theory']
63271c3c06a69a3f488e6dbe_f_2_5_0,SET,\mathbb{N}^5,,['elementary-set-theory']
63271c3c06a69a3f488e6dca_f_0_2_0,SET,A\cap\mathbb{Z},,"['elementary-set-theory', 'proof-verification']"
63271c3c06a69a3f488e6dca_f_0_10_0,SET,A\cap\mathbb{Z},,"['elementary-set-theory', 'proof-verification']"
63271c3c06a69a3f488e6dca_f_0_13_0,SET,A\cap\mathbb{Z},,"['elementary-set-theory', 'proof-verification']"
63271c3c06a69a3f488e6dca_f_0_14_0,SET,A\cap\mathbb{Z},,"['elementary-set-theory', 'proof-verification']"
63271c3c06a69a3f488e6dca_f_1_1_0,SET,A \cap \mathbb Z,,"['elementary-set-theory', 'proof-verification']"
63271c3c06a69a3f488e6dca_f_1_5_0,SET,A \cap \mathbb Z,,"['elementary-set-theory', 'proof-verification']"
63271c3c06a69a3f488e6dca_f_1_6_0,SET,A \cap \mathbb Z,the intersection   f_1_6_0   finite,"['elementary-set-theory', 'proof-verification']"
63271c3c06a69a3f488e6dca_f_1_11_0,SET,A \cap \mathbb Z,,"['elementary-set-theory', 'proof-verification']"
633004c9837ac920af7367ed_f_0_7_0,FUNC,f:\mathbb R \times \mathbb N \to \mathbb R,,"['elementary-set-theory', 'solution-verification']"
63271c3c06a69a3f488e6e02_f_1_0_0,FUNC,f:X\rightarrow Y,one,['elementary-set-theory']
632f9086837ac920af683e94_f_2_36_0,SET,\mathbb{R}^2,,"['real-analysis', 'elementary-set-theory']"
63271c3c06a69a3f488e6e02_f_1_7_0,FUNC,f:X\rightarrow Y,one,['elementary-set-theory']
632f9086837ac920af683f77_f_1_6_0,SET,\varnothing,,['elementary-set-theory']
63271c3c06a69a3f488e6e0e_f_1_0_0,SET,\mathbb N \times \mathbb N,,"['elementary-set-theory', 'vector-spaces', 'cardinals', 'vector-space-isomorphism']"
63271c3c06a69a3f488e6e0e_f_1_1_0,SET,\mathbb N \times \mathbb N,any bijection   f_1_1_0,"['elementary-set-theory', 'vector-spaces', 'cardinals', 'vector-space-isomorphism']"
632f9086837ac920af683f77_f_3_0_0,SET,"\{5, 12, 8, 4\}",the finite,['elementary-set-theory']
632fcd1d837ac920af6de194_f_2_0_0,FUNC,f(x) = x^2+1,,['elementary-set-theory']
63271c3c06a69a3f488e6e7d_f_1_7_0,FUNC,"f,g:S \to F",,"['linear-algebra', 'elementary-set-theory']"
632f9086837ac920af68406b_f_0_0_0,FUNC,f: \mathbb{Q} \to \mathbb{Q} \times \mathbb{Q},,"['elementary-set-theory', 'cardinals']"
632f9086837ac920af68406b_f_1_6_0,SET,\mathbb Q^2,,"['elementary-set-theory', 'cardinals']"
63271c3c06a69a3f488e6ec9_f_0_33_0,FUNC,"f:\{A, B\}\to A \cup B",,['elementary-set-theory']
632f9086837ac920af68406b_f_1_11_0,SET,\mathbb N^2,,"['elementary-set-theory', 'cardinals']"
63271c3c06a69a3f488e6ee1_f_1_1_0,SET,R \cup R^{-1},,"['discrete-mathematics', 'elementary-set-theory', 'logic', 'computer-science', 'relations']"
63271c3c06a69a3f488e6eef_f_0_6_0,FUNC,f: I \rightarrow X,,"['functions', 'elementary-set-theory', 'proof-writing']"
632f9086837ac920af6840ae_f_2_23_0,SET,(A\times B)\times C,,['elementary-set-theory']
632f9086837ac920af6840ae_f_2_24_0,SET,A\times (B\times C),,['elementary-set-theory']
633004ca837ac920af736a28_f_1_15_0,FUNC,"f(n,m)= 2^n \times 3^m",,"['elementary-set-theory', 'natural-numbers']"
633004ca837ac920af736a28_f_1_23_0,SCAL,1^m \times 2^n,,"['elementary-set-theory', 'natural-numbers']"
633004ca837ac920af736a28_f_1_24_0,SCAL,2^m \times 4^n,,"['elementary-set-theory', 'natural-numbers']"
632f9086837ac920af68418b_f_0_1_0,FUNC,f: A \rightarrow B,,"['functions', 'elementary-set-theory', 'proof-verification']"
632f9086837ac920af68418b_f_1_1_0,SCAL, or statements like in ,,"['functions', 'elementary-set-theory', 'proof-verification']"
63271c3c06a69a3f488e6f50_f_0_0_0,SET,\mathbb{R}^2,,"['discrete-mathematics', 'elementary-set-theory']"
632f9086837ac920af6841fa_f_3_8_0,FUNC,f:\mathbb{R}\rightarrow \mathbb{R},,"['functions', 'elementary-set-theory']"
63271c3c06a69a3f488e6f7e_f_0_5_0,SET,\mathbb{R}^2,,"['elementary-set-theory', 'connectedness']"
63271c3c06a69a3f488e6f7e_f_0_6_0,SET,\mathbb{R}^2,,"['elementary-set-theory', 'connectedness']"
632f9086837ac920af6841fa_f_4_10_0,SET,\mathbb{R}^4,the domain,"['functions', 'elementary-set-theory']"
632f9086837ac920af6841fa_f_4_11_0,SET,\mathbb{R}^3,the codomain,"['functions', 'elementary-set-theory']"
632fcd1d837ac920af6de3f8_f_1_1_0,SET,\varnothing,the liminf,"['measure-theory', 'elementary-set-theory']"
632f9086837ac920af6841fa_f_5_15_0,FUNC,f(x) = x^{2},,"['functions', 'elementary-set-theory']"
632f9086837ac920af6841fa_f_5_19_0,FUNC,f(x) = x^{2},,"['functions', 'elementary-set-theory']"
632f9086837ac920af6841fa_f_5_23_0,FUNC,f(x) = x^{2},,"['functions', 'elementary-set-theory']"
632f9086837ac920af68420c_f_1_5_0,SET,\varnothing,,"['elementary-set-theory', 'relations', 'equivalence-relations']"
63271c3c06a69a3f488e7043_f_0_0_0,FUNC,f: X \rightarrow Y,an,"['functions', 'elementary-set-theory']"
632fcd1e837ac920af6de53b_f_1_2_0,FUNC,"g:\mathbb R \to [-1,1]",,"['functions', 'proof-verification', 'elementary-set-theory']"
633004ca837ac920af736b20_f_1_1_0,FUNC,f : \mathbb{N} \to S,,"['elementary-set-theory', 'natural-numbers']"
633004ca837ac920af736b2b_f_0_2_0,SET,\varnothing,,"['analysis', 'elementary-set-theory', 'real-numbers']"
632fcd1e837ac920af6de53b_f_1_35_0,SCAL,f^{-1}(\{0\}),empty,"['functions', 'proof-verification', 'elementary-set-theory']"
632f9087837ac920af684338_f_1_6_0,FUNC,f: Q \rightarrow Q,,"['elementary-set-theory', 'notation']"
63271c3c06a69a3f488e70f1_f_0_4_0,FUNC,f: X \rightarrow Y,,"['functions', 'elementary-set-theory', 'proof-writing']"
63271c3c06a69a3f488e7103_f_0_1_0,FUNC,f: X \rightarrow Y,an,"['functions', 'elementary-set-theory', 'proof-writing']"
632f9087837ac920af6843e6_f_0_1_0,SET,\mathbb{R}^2,,"['real-analysis', 'elementary-set-theory']"
632fcd1e837ac920af6de77b_f_0_17_0,SET,"\{1,2,3,4\}",,"['proof-verification', 'elementary-set-theory', 'logic', 'definition', 'recursion']"
632fcd1e837ac920af6de80c_f_0_0_0,FUNC,f:A \rightarrow B,,"['proof-verification', 'elementary-set-theory']"
63271c3c06a69a3f488e71b0_f_0_1_0,SET,\mathbb N \times \mathbb N,,"['elementary-set-theory', 'natural-numbers']"
632fcd1e837ac920af6de818_f_1_3_0,SET,A\cap B\cap C,,"['elementary-set-theory', 'proof-writing']"
632fcd1e837ac920af6de818_f_1_4_0,SET,(C\cap A)\cap (C\cap B),,"['elementary-set-theory', 'proof-writing']"
633004ca837ac920af736c31_f_1_0_0,FUNC,f : C \to B,,"['functions', 'elementary-set-theory']"
632fcd1e837ac920af6de818_f_2_0_0,SET,C \cup (A\cap B),,"['elementary-set-theory', 'proof-writing']"
632fcd1e837ac920af6de818_f_2_1_0,SET,A\cap B\cap C,,"['elementary-set-theory', 'proof-writing']"
63271c3c06a69a3f488e71c5_f_0_1_0,FUNC,f : I \rightarrow X,,"['elementary-set-theory', 'logic']"
633004ca837ac920af736c72_f_1_0_0,FUNC,f : X \to \mathbb{N},,"['analysis', 'elementary-set-theory', 'solution-verification']"
632f9087837ac920af6846d3_f_3_3_0,FUNC,"f(n,m) = (2n-1)\cdot 2^m",,['elementary-set-theory']
632f9087837ac920af6846d5_f_1_1_0,FUNC,g\colon A \to B,,"['functions', 'elementary-set-theory', 'function-and-relation-composition']"
632f9087837ac920af6846d5_f_1_4_0,FUNC,h(x) = f(g(x)),,"['functions', 'elementary-set-theory', 'function-and-relation-composition']"
632f9087837ac920af6846d5_f_1_6_0,FUNC,g\colon A \to B,,"['functions', 'elementary-set-theory', 'function-and-relation-composition']"
632f9087837ac920af6846d5_f_1_9_0,FUNC,h(x) = f(g(x)),,"['functions', 'elementary-set-theory', 'function-and-relation-composition']"
632f9087837ac920af6846d5_f_1_13_0,FUNC,g\colon \mathbb{R} \to \mathbb{R},,"['functions', 'elementary-set-theory', 'function-and-relation-composition']"
632f9087837ac920af6846d5_f_1_15_0,FUNC,g(x) = x^2 - 1,,"['functions', 'elementary-set-theory', 'function-and-relation-composition']"
632f9087837ac920af6846d5_f_1_16_0,FUNC,f(x) = \dfrac{1}{x},,"['functions', 'elementary-set-theory', 'function-and-relation-composition']"
632f9087837ac920af6846dd_f_0_1_0,FUNC,"f(m,n) = 2^m (2n+1) - 1",,"['functions', 'elementary-set-theory', 'inverse', 'inverse-function']"
633004ca837ac920af736d62_f_1_0_0,SET,((C^C \cap A) \cap (C \cup B^C)) \cup C^C,,['elementary-set-theory']
633004ca837ac920af736d62_f_1_1_0,SET,((C^C \cap A \cap C) \cup (C^C \cap A \cap B^C)) \cup C^C,( distribution,['elementary-set-theory']
633004ca837ac920af736d62_f_1_3_0,SET,(C^C \cap A \cap B^C) \cup C^C,,['elementary-set-theory']
632f9087837ac920af6846dd_f_3_0_0,FUNC,f:\mathbb{N}\times\mathbb{N}\to\mathbb{N},,"['functions', 'elementary-set-theory', 'inverse', 'inverse-function']"
633004ca837ac920af736d62_f_1_5_0,SET,C^C \cap A^C,,['elementary-set-theory']
633004ca837ac920af736d79_f_1_1_0,SET,"[0.05,0.15]",,['elementary-set-theory']
633004ca837ac920af736d79_f_1_5_0,SCAL,\frac{x}{0.025},an integer,['elementary-set-theory']
632f9087837ac920af684734_f_2_11_0,FUNC,f(-2) = f(2),,"['probability', 'elementary-set-theory']"
632fcd1e837ac920af6de919_f_1_7_0,FUNC,f : \mathbb{N} \rightarrow A,,"['elementary-set-theory', 'cardinals']"
632fcd1e837ac920af6de919_f_2_5_0,FUNC,f:\mathbb N\to A\cup B,,"['elementary-set-theory', 'cardinals']"
632fcd1e837ac920af6de919_f_2_14_0,FUNC,f:\mathbb N \to A\cup B,,"['elementary-set-theory', 'cardinals']"
632f9087837ac920af6847cd_f_1_1_0,SCAL, is a fixed point of ,,['elementary-set-theory']
632fcd1e837ac920af6de919_f_2_23_0,FUNC,h:\mathbb N\to A,,"['elementary-set-theory', 'cardinals']"
632fcd1e837ac920af6de919_f_2_28_0,FUNC,f(x) = g(x),,"['elementary-set-theory', 'cardinals']"
632fcd1e837ac920af6de9b2_f_0_2_0,SET,A \cup (B\cap C),,"['elementary-set-theory', 'logic']"
632fcd1e837ac920af6de9b2_f_0_7_0,SET,(A\cup B)\cap(A\cup C),,"['elementary-set-theory', 'logic']"
63271c3c06a69a3f488e72d4_f_2_5_0,SCAL, is an interval of the form ,f_2_2_0 \emptyset f_2_3_0 X f_2_4_0 X f_2_5_0,['elementary-set-theory']
632f9087837ac920af684840_f_2_18_0,FUNC,a:X\rightarrow Y,one,"['elementary-set-theory', 'cardinals']"
632f9087837ac920af684840_f_2_19_0,FUNC,b:Y\rightarrow Z ,,"['elementary-set-theory', 'cardinals']"
632f9088837ac920af6849bf_f_1_5_0,SCAL,a(x-h)^2 +k,its   vertex form,['elementary-set-theory']
632f9088837ac920af6849bf_f_1_6_0,FUNC,q(x) = ax^2 + bx + c,,['elementary-set-theory']
632fcd1e837ac920af6dea84_f_0_0_0,FUNC,f:A \rightarrow B,,"['proof-verification', 'elementary-set-theory']"
632fcd1f837ac920af6debeb_f_3_7_0,SCAL,100a + 10b + c,a multiple,['elementary-set-theory']
632f9088837ac920af684c1e_f_0_3_0,FUNC,f: A \times B \to \mathbb{N},this way,"['functions', 'discrete-mathematics', 'elementary-set-theory']"
632fcd1f837ac920af6decc7_f_1_3_0,FUNC,f(a) = \frac{a}{3},,"['discrete-mathematics', 'proof-verification', 'elementary-set-theory', 'cardinals']"
632fcd1f837ac920af6decc7_f_1_5_0,FUNC,h: C \to \mathbb{N},,"['discrete-mathematics', 'proof-verification', 'elementary-set-theory', 'cardinals']"
63271c3c06a69a3f488e7432_f_0_16_0,SCAL,\frac{n(n + 1)}{2},,"['discrete-mathematics', 'elementary-set-theory', 'proof-verification']"
632f9088837ac920af684ec8_f_0_3_0,SET,\mathbb{R}^3,,"['linear-algebra', 'elementary-set-theory', 'vector-spaces']"
632f9088837ac920af684ec8_f_1_1_0,SET,\mathbb{R}^3,,"['linear-algebra', 'elementary-set-theory', 'vector-spaces']"
632f9088837ac920af684ec8_f_1_3_0,SET,\mathbb{R}^3,,"['linear-algebra', 'elementary-set-theory', 'vector-spaces']"
632f9088837ac920af684ec8_f_2_1_0,SET,\mathbb{R}^3,,"['linear-algebra', 'elementary-set-theory', 'vector-spaces']"
632f9088837ac920af684ec8_f_2_6_0,SCAL, this implies ,\in\mathbb{R}^ f_2_7_0 f_2_6_0 a_1,"['linear-algebra', 'elementary-set-theory', 'vector-spaces']"
632f9088837ac920af684ec8_f_2_9_0,SCAL, this implies ,\times,"['linear-algebra', 'elementary-set-theory', 'vector-spaces']"
63271c3c06a69a3f488e745d_f_0_4_0,SET,C \times (A \times B),,['elementary-set-theory']
633004cb837ac920af737148_f_1_5_0,SCAL,(x+1)^2+5y^2,,"['real-analysis', 'elementary-set-theory']"
63271c3c06a69a3f488e745d_f_1_0_0,SET,C \times (A\times B),,['elementary-set-theory']
63271c3c06a69a3f488e745d_f_1_1_0,SET,C \times A\times B,,['elementary-set-theory']
632fcd1f837ac920af6dedcc_f_0_9_0,SCAL, holds for finitely many ,n&lt;|a|&lt;n+\varepsilon,"['real-analysis', 'elementary-set-theory', 'logic', 'quantifiers', 'logic-translation']"
632fcd1f837ac920af6dedcc_f_0_13_0,SCAL, holds for infinitely many ,,"['real-analysis', 'elementary-set-theory', 'logic', 'quantifiers', 'logic-translation']"
632fcd1f837ac920af6dee08_f_0_5_0,FUNC,f:A \rightarrow B,a surjection,"['functions', 'proof-verification', 'elementary-set-theory', 'proof-writing']"
632fcd1f837ac920af6dee08_f_0_16_0,FUNC,f(p) = f(q),,"['functions', 'proof-verification', 'elementary-set-theory', 'proof-writing']"
633004cb837ac920af7375e9_f_0_1_0,SET,\mathbb{R}^2,,"['general-topology', 'elementary-set-theory', 'isometry', 'set-partition']"
633004cb837ac920af7375e9_f_0_2_0,SET,\mathbb{R}^2,,"['general-topology', 'elementary-set-theory', 'isometry', 'set-partition']"
633004cb837ac920af7375e9_f_1_4_0,SET,\mathbb{R}^2,,"['general-topology', 'elementary-set-theory', 'isometry', 'set-partition']"
63271c3c06a69a3f488e7726_f_0_0_0,FUNC,f:X\rightarrow Y,,"['functions', 'elementary-set-theory', 'proof-verification']"
632fcd1f837ac920af6deea1_f_0_2_0,FUNC,A \circ B \circ C,,"['elementary-set-theory', 'notation']"
632fcd1f837ac920af6deea1_f_1_4_0,SET,A \times B \times C,,"['elementary-set-theory', 'notation']"
632f9088837ac920af684f71_f_1_24_0,FUNC,f : X \to Y,,['elementary-set-theory']
63271c3c06a69a3f488e7772_f_0_2_0,SET,"\{ 1, 4, 9, 16, 25\}",,['elementary-set-theory']
63271c3c06a69a3f488e7772_f_0_22_0,SCAL,\frac{3}{2},upper bound,['elementary-set-theory']
63271c3c06a69a3f488e7772_f_0_23_0,SCAL,\frac{3}{2},,['elementary-set-theory']
632f9089837ac920af68501d_f_4_10_0,SCAL, is much more complicated than the usage of ,,"['elementary-set-theory', 'notation']"
632f9089837ac920af68501d_f_4_12_0,SCAL, in place of ,,"['elementary-set-theory', 'notation']"
633004cb837ac920af737615_f_1_49_0,FUNC,h(x) = g(x),,"['functions', 'elementary-set-theory', 'solution-verification']"
633004cb837ac920af737615_f_1_53_0,FUNC,h(x) = g(k),,"['functions', 'elementary-set-theory', 'solution-verification']"
633004cb837ac920af737615_f_1_54_0,FUNC,g(x) = g(k),,"['functions', 'elementary-set-theory', 'solution-verification']"
633004cb837ac920af737615_f_1_64_0,FUNC,f : A \to A,,"['functions', 'elementary-set-theory', 'solution-verification']"
633004cb837ac920af737615_f_1_79_0,FUNC,g(x) = f(x),,"['functions', 'elementary-set-theory', 'solution-verification']"
633004cb837ac920af737615_f_1_83_0,FUNC,g(x) = f(n),,"['functions', 'elementary-set-theory', 'solution-verification']"
633004cb837ac920af737615_f_1_84_0,FUNC,f(x) = f(n),,"['functions', 'elementary-set-theory', 'solution-verification']"
633004cb837ac920af737615_f_1_126_0,FUNC,f : A \to A,,"['functions', 'elementary-set-theory', 'solution-verification']"
633004cb837ac920af737615_f_2_0_0,FUNC,f:A \rightarrow A,,"['functions', 'elementary-set-theory', 'solution-verification']"
63271c3d06a69a3f488e7927_f_0_2_0,FUNC,f: X \to Y ,a surjection   f_0_2_0,['elementary-set-theory']
633004cb837ac920af73761c_f_2_1_0,SET,\varnothing,,"['elementary-set-theory', 'cardinals']"
633004cb837ac920af73761c_f_2_5_0,SET,\varnothing,,"['elementary-set-theory', 'cardinals']"
633004cb837ac920af737640_f_0_1_0,FUNC,g: B\rightarrow A,,"['real-analysis', 'elementary-set-theory']"
633004cb837ac920af737640_f_0_8_0,FUNC,h:A\rightarrow B,,"['real-analysis', 'elementary-set-theory']"
633004cc837ac920af7376dd_f_1_6_0,SCAL,14\times13\times12,,"['combinatorics', 'elementary-set-theory']"
632fcd1f837ac920af6df12f_f_1_1_0,SET,"\{1,3,5,7,9\}",one,['elementary-set-theory']
633004cc837ac920af737708_f_1_3_0,FUNC,f : X \to Y,,"['linear-algebra', 'functions', 'elementary-set-theory', 'logic', 'axiom-of-choice']"
632fcd1f837ac920af6df13d_f_2_10_0,SET,\mathbb R^2,the universe,['elementary-set-theory']
632fcd1f837ac920af6df13d_f_2_12_0,SET,\mathbb R^2,,['elementary-set-theory']
633004cc837ac920af737737_f_0_1_0,FUNC,f:\mathbb{N}\to\mathbb{R},,"['sequences-and-series', 'elementary-set-theory', 'cardinals', 'well-orders']"
63271c3d06a69a3f488e7a75_f_1_0_0,SET,A\cup (B \times C),,['elementary-set-theory']
63271c3d06a69a3f488e7a75_f_1_11_0,SET,A\cup (B \times C),,['elementary-set-theory']
63271c3d06a69a3f488e7ace_f_0_7_0,SET,A \cup B \cup C,,['elementary-set-theory']
63271c3d06a69a3f488e7ae6_f_1_3_0,SET,A\times\varnothing,the conlusion,['elementary-set-theory']
632f908a837ac920af6856f7_f_0_8_0,FUNC,g: \mathbb{N} \to X,,['elementary-set-theory']
632f908a837ac920af6856f7_f_1_0_0,FUNC,f\colon X \rightarrow \mathbb{N},,['elementary-set-theory']
632fcd20837ac920af6df586_f_0_7_0,SET, \varnothing ,,['elementary-set-theory']
632f908a837ac920af685731_f_1_1_0,SCAL, and similar for ,,"['elementary-set-theory', 'real-numbers']"
63271c3d06a69a3f488e7b23_f_2_4_0,FUNC,f(a) = f(b),,"['functions', 'elementary-set-theory']"
632fcd20837ac920af6df623_f_1_1_0,FUNC, g(s) = f(g(s)) ,,"['elementary-set-theory', 'functional-equations']"
633004cc837ac920af737b9c_f_1_3_0,SCAL,\binom{n}{r},,"['combinatorics', 'elementary-set-theory', 'solution-verification', 'binomial-coefficients', 'combinatorial-proofs']"
633004cc837ac920af737b9c_f_1_5_0,SCAL,\binom{r}{3},,"['combinatorics', 'elementary-set-theory', 'solution-verification', 'binomial-coefficients', 'combinatorial-proofs']"
632fcd20837ac920af6df6f8_f_3_12_0,SET,\mathbb{Q}^4,,"['number-theory', 'elementary-set-theory', 'polynomials', 'contest-math']"
633004cc837ac920af737b9c_f_1_9_0,SCAL,\binom{n-3}{r-3},,"['combinatorics', 'elementary-set-theory', 'solution-verification', 'binomial-coefficients', 'combinatorial-proofs']"
63271c3d06a69a3f488e7c14_f_0_3_0,SCAL,\{a\} * \{a\} * \{a\},,['elementary-set-theory']
63271c3d06a69a3f488e7c5e_f_1_47_0,SET,A^{c} \cap B^{c},,"['discrete-mathematics', 'elementary-set-theory']"
632f908a837ac920af685810_f_0_0_0,FUNC,f : X \to Y,,"['group-theory', 'elementary-set-theory', 'finite-groups']"
632fcd20837ac920af6df77b_f_1_2_0,SET,A \times B \times C,,['elementary-set-theory']
633004cc837ac920af737cae_f_2_26_0,SCAL,\frac{n}{n+1},,['elementary-set-theory']
63271c3d06a69a3f488e7d7b_f_2_0_0,SET,(A\times B)\times(C\times D),,['elementary-set-theory']
63271c3d06a69a3f488e7d7b_f_3_0_0,SET,(A \times B) \times(C \times D),,['elementary-set-theory']
632fcd21837ac920af6df88a_f_0_13_0,SCAL,\{f^{-1}(k)\},pairwise disjoint,"['functions', 'proof-verification', 'elementary-set-theory']"
63271c3d06a69a3f488e7d7b_f_3_2_0,SET,A \times (B \times C) \times D,,['elementary-set-theory']
63271c3d06a69a3f488e7d7b_f_3_7_0,SET,(A \times B) \times(C \times D),,['elementary-set-theory']
63271c3d06a69a3f488e7d7b_f_3_8_0,SET,A \times (B \times C) \times D,,['elementary-set-theory']
63271c3d06a69a3f488e7d7b_f_3_11_0,SET,(A \times B) \times(C \times D),,['elementary-set-theory']
63271c3d06a69a3f488e7d7b_f_3_12_0,SET,A \times (B \times C) \times D,,['elementary-set-theory']
