fid,mtype,exprstr,mention,tags,tokens,type_tokens
632f660f837ac920af64758f_f_1_1_0,FUNC,G:\mathbb{R} \to \mathbb{R},,"['functions', 'elementary-functions']","['G', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']"
632fa445837ac920af6a3548_f_6_10_0,FUNC,f (e) = \frac {1}{e},,"['calculus', 'limits', 'proof-verification', 'elementary-functions']","['f', '(', 'e', ')', '=', '\\frac', '{', '1', '}', '{', 'e', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']"
632fdaff837ac920af6f7a7a_f_0_5_0,FUNC,f(x)= i(s(m(q(x)))),,"['algebra-precalculus', 'elementary-set-theory', 'function-and-relation-composition', 'elementary-functions']","['f', '(', 'x', ')', '=', 'i', '(', 's', '(', 'm', '(', 'q', '(', 'x', ')', ')', ')', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', '__ANON_1', 'group', 'L_PAREN', 'unary', '__ANON_1', 'group', 'L_PAREN', 'unary', '__ANON_1', 'group', 'L_PAREN', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN', 'R_PAREN', 'R_PAREN', 'R_PAREN']"
632fdaff837ac920af6f7a8a_f_0_9_0,SCAL,e^x+e^y+e^z,,"['combinatorics', 'galois-theory', 'symmetric-polynomials', 'elementary-functions', 'symmetric-functions']","['e', '^', 'x', '+', 'e', '^', 'y', '+', 'e', '^', 'z']","['additive', 'exp', '__ANON_1', 'CARET', '__ANON_1', 'ADD', 'additive', 'exp', '__ANON_1', 'CARET', '__ANON_1', 'ADD', 'exp', '__ANON_1', 'CARET', '__ANON_1']"
632fdb00837ac920af6f81be_f_0_1_0,FUNC,f(x) = x^2 + x - 1,,"['functions', 'exponential-function', 'elementary-functions']","['f', '(', 'x', ')', '=', 'x', '^', '2', '+', 'x', '-', '1']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']"
632f6cfe837ac920af649b61_f_0_0_0,SCAL,\frac{12m-n-3mn+7}{5m-2n-2mn+5},,"['calculus', 'fractions', 'partial-fractions', 'elementary-functions']","['\\frac', '{', '12', 'm', '-', 'n', '-', '3', 'm', 'n', '+', '7', '}', '{', '5', 'm', '-', '2', 'n', '-', '2', 'm', 'n', '+', '5', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'additive', 'unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_1', 'SUB', 'additive', '__ANON_1', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE']"
632fdb02837ac920af6f898f_f_0_16_0,SET,\varnothing,,"['functions', 'elementary-set-theory', 'elementary-functions']","['\\', 'v', 'a', 'r', 'n', 'o', 't', 'h', 'i', 'n', 'g']",set_constant
632fdb02837ac920af6f898f_f_0_23_0,SET,\varnothing,,"['functions', 'elementary-set-theory', 'elementary-functions']","['\\', 'v', 'a', 'r', 'n', 'o', 't', 'h', 'i', 'n', 'g']",set_constant
632f6cfe837ac920af649b61_f_2_6_0,SCAL,\frac{3}{2}+\frac{-1}{m+1}+\frac{\frac{9}{2}}{5-2n},,"['calculus', 'fractions', 'partial-fractions', 'elementary-functions']","['\\frac', '{', '3', '}', '{', '2', '}', '+', '\\frac', '{', '-', '1', '}', '{', 'm', '+', '1', '}', '+', '\\frac', '{', '\\frac', '{', '9', '}', '{', '2', '}', '}', '{', '5', '-', '2', 'n', '}']","['additive', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'ADD', 'additive', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'unary', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE', 'ADD', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'R_BRACE', 'L_BRACE', 'additive', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'R_BRACE']"
632fdb02837ac920af6f898f_f_1_2_0,SET,\varnothing,the domain,"['functions', 'elementary-set-theory', 'elementary-functions']","['\\', 'v', 'a', 'r', 'n', 'o', 't', 'h', 'i', 'n', 'g']",set_constant
632fdb02837ac920af6f898f_f_1_3_0,SET,\varnothing,the range,"['functions', 'elementary-set-theory', 'elementary-functions']","['\\', 'v', 'a', 'r', 'n', 'o', 't', 'h', 'i', 'n', 'g']",set_constant
632f6d08837ac920af64d547_f_2_4_0,SCAL,\frac{2^x +2^{-x}}{2},only two solutions,"['transcendental-equations', 'elementary-functions']","['\\frac', '{', '2', '^', 'x', '+', '2', '^', '{', '-', 'x', '}', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'ADD', 'exp', 'expr_atom', '__ANON_3', 'CARET', 'L_BRACE', 'unary', 'SUB', '__ANON_1', 'R_BRACE', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
633012cd837ac920af751631_f_0_2_0,FUNC,f(x)=x^3+ax^2+bx+c,the cubic,['elementary-functions'],"['f', '(', 'x', ')', '=', 'x', '^', '3', '+', 'a', 'x', '^', '2', '+', 'b', 'x', '+', 'c']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'unary', '__ANON_1', '__ANON_1', 'ADD', '__ANON_1']"
632fe1bf837ac920af6f94ba_f_0_3_0,SCAL,z^{\dfrac{1}{5}},,"['complex-analysis', 'inverse', 'elementary-functions']","['z', '^', '{', '\\dfrac', '{', '1', '}', '{', '5', '}', '}']","['exp', '__ANON_1', 'CARET', 'L_BRACE', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'R_BRACE']"
632fe1bf837ac920af6f94ba_f_0_4_0,SCAL,-(ln(2 sinh(z)/z) - z),,"['complex-analysis', 'inverse', 'elementary-functions']","['-', '(', 'l', 'n', '(', '2', 's', 'i', 'n', 'h', '(', 'z', ')', '/', 'z', ')', '-', 'z', ')']","['unary', 'SUB', 'group', 'L_PAREN', 'additive', 'unary', '__ANON_1', '__ANON_1', 'group', 'L_PAREN', 'mp', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN', 'DIV', '__ANON_1', 'R_PAREN', 'SUB', '__ANON_1', 'R_PAREN']"
633012d1837ac920af752f8f_f_3_1_0,SCAL,(2/3)arctan(x),The above graph,"['graphing-functions', 'elementary-functions']","['(', '2', '/', '3', ')', 'a', 'r', 'c', 't', 'a', 'n', '(', 'x', ')']","['unary', 'group', 'L_PAREN', 'mp', 'expr_atom', '__ANON_3', 'DIV', 'expr_atom', '__ANON_3', 'R_PAREN', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']"
632fab06837ac920af6aa97e_f_0_1_0,FUNC,f(x) = g(x) + h(x),,"['calculus', 'elementary-functions']","['f', '(', 'x', ')', '=', 'g', '(', 'x', ')', '+', 'h', '(', 'x', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN', 'ADD', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']"
632fab06837ac920af6aa97e_f_1_3_0,SCAL,f(x)+(-g(x)),the sum,"['calculus', 'elementary-functions']","['f', '(', 'x', ')', '+', '(', '-', 'g', '(', 'x', ')', ')']","['additive', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN', 'ADD', 'group', 'L_PAREN', 'unary', 'SUB', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN', 'R_PAREN']"
632fab08837ac920af6ab13e_f_4_3_0,FUNC,g(x) = -\frac {2}{7},,"['algebra-precalculus', 'functions', 'elementary-functions']","['g', '(', 'x', ')', '=', '-', '\\frac', '{', '2', '}', '{', '7', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', 'SUB', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632fab0d837ac920af6ad7ff_f_0_3_0,SCAL,\frac{x^2+x}{2},,"['graphing-functions', 'inverse-function', 'elementary-functions']","['\\frac', '{', 'x', '^', '2', '+', 'x', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', '__ANON_1', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632fab0d837ac920af6ad7ff_f_0_7_0,FUNC,g(x)=\frac{x^2+x}{2},,"['graphing-functions', 'inverse-function', 'elementary-functions']","['g', '(', 'x', ')', '=', '\\frac', '{', 'x', '^', '2', '+', 'x', '}', '{', '2', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', '__ANON_1', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632fab0d837ac920af6ad7ff_f_0_10_0,SCAL,x^2-\frac{1}{4},,"['graphing-functions', 'inverse-function', 'elementary-functions']","['x', '^', '2', '-', '\\frac', '{', '1', '}', '{', '4', '}']","['additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632fab0d837ac920af6ad7ff_f_0_11_0,SCAL,x-\frac{1}{4},,"['graphing-functions', 'inverse-function', 'elementary-functions']","['x', '-', '\\frac', '{', '1', '}', '{', '4', '}']","['additive', '__ANON_1', 'SUB', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632fe1d3837ac920af701c44_f_1_8_0,SCAL,(1000)^2(1/2)^4,,"['calculus', 'real-analysis', 'elementary-functions']","['(', '1000', ')', '^', '2', '(', '1', '/', '2', ')', '^', '4']","['unary', 'exp', 'group', 'L_PAREN', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', 'R_PAREN', 'CARET', 'expr_atom', '__ANON_3', 'exp', 'group', 'L_PAREN', 'mp', 'expr_atom', '__ANON_3', 'DIV', 'expr_atom', '__ANON_3', 'R_PAREN', 'CARET', 'expr_atom', '__ANON_3']"
632fe1d3837ac920af701c44_f_1_9_0,SCAL,(1000)^2(1/2)^4,,"['calculus', 'real-analysis', 'elementary-functions']","['(', '1000', ')', '^', '2', '(', '1', '/', '2', ')', '^', '4']","['unary', 'exp', 'group', 'L_PAREN', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', 'R_PAREN', 'CARET', 'expr_atom', '__ANON_3', 'exp', 'group', 'L_PAREN', 'mp', 'expr_atom', '__ANON_3', 'DIV', 'expr_atom', '__ANON_3', 'R_PAREN', 'CARET', 'expr_atom', '__ANON_3']"
632f74da837ac920af653d03_f_1_11_0,SCAL,(1+x+x^2)^n,,"['summation', 'closed-form', 'elementary-functions']","['(', '1', '+', 'x', '+', 'x', '^', '2', ')', '^', 'n']","['exp', 'group', 'L_PAREN', 'additive', 'additive', 'expr_atom', '__ANON_3', 'ADD', '__ANON_1', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_PAREN', 'CARET', '__ANON_1']"
632fab0e837ac920af6ae0bf_f_2_8_0,SCAL,u^4+u^3+3u^2+3u+4,the polynomial,"['trigonometry', 'elementary-functions']","['u', '^', '4', '+', 'u', '^', '3', '+', '3', 'u', '^', '2', '+', '3', 'u', '+', '4']","['additive', 'additive', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']"
632fe8ae837ac920af703a75_f_1_0_0,FUNC,f(x) = a({x^3+x-2})+{b}({x^3+2x^2-1}),,"['calculus', 'elementary-functions']","['f', '(', 'x', ')', '=', 'a', '(', '{', 'x', '^', '3', '+', 'x', '-', '2', '}', ')', '+', '{', 'b', '}', '(', '{', 'x', '^', '3', '+', '2', 'x', '^', '2', '-', '1', '}', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', '__ANON_1', 'group', 'L_PAREN', 'group', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE', 'R_PAREN', 'ADD', 'unary', 'group', 'L_BRACE', '__ANON_1', 'R_BRACE', 'group', 'L_PAREN', 'group', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE', 'R_PAREN']"
632f74df837ac920af655a73_f_1_7_0,FUNC,f(x)=x^2+2x+3,,"['elementary-set-theory', 'elementary-functions']","['f', '(', 'x', ')', '=', 'x', '^', '2', '+', '2', 'x', '+', '3']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']"
632f74e0837ac920af655e5c_f_2_2_0,SCAL,\frac{1}{2k},,"['algebra-precalculus', 'elementary-set-theory', 'diophantine-equations', 'elementary-functions']","['\\frac', '{', '1', '}', '{', '2', 'k', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'R_BRACE']"
632f74e0837ac920af655e5c_f_2_4_0,SCAL, both sums add up to ,"  f_2_3_0 \left\{a',b',c ' \right\}=\left\{21k,42k,84k\right\","['algebra-precalculus', 'elementary-set-theory', 'diophantine-equations', 'elementary-functions']","['b', 'o', 't', 'h', 's', 'u', 'm', 's', 'a', 'd', 'd', 'u', 'p', 't', 'o']","['unary', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1']"
632fb216837ac920af6b1d8c_f_0_14_0,FUNC,g(x)=\dfrac{e^x-e^{-x}}{2},,"['functions', 'inverse-function', 'elementary-functions']","['g', '(', 'x', ')', '=', '\\dfrac', '{', 'e', '^', 'x', '-', 'e', '^', '{', '-', 'x', '}', '}', '{', '2', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', '__ANON_1', 'SUB', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', 'SUB', '__ANON_1', 'R_BRACE', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632f74e0837ac920af655e5c_f_4_6_0,SCAL,\frac{ab}{a + b},,"['algebra-precalculus', 'elementary-set-theory', 'diophantine-equations', 'elementary-functions']","['\\frac', '{', 'a', 'b', '}', '{', 'a', '+', 'b', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE', 'L_BRACE', 'additive', '__ANON_1', 'ADD', '__ANON_1', 'R_BRACE']"
632fb217837ac920af6b2502_f_0_0_0,FUNC,f: \mathbb{R} \rightarrow \mathbb{R},,"['limits', 'elementary-functions']","['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']"
632fe8ba837ac920af708a4a_f_1_9_0,FUNC,g:\mathbb{R}\rightarrow\mathbb{R},,"['functions', 'recreational-mathematics', 'interpolation', 'elementary-functions', 'smooth-functions']","['g', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']"
632f74e5837ac920af6582e0_f_0_10_0,SCAL,(n+1) - 2^{n+1},,"['proof-verification', 'elementary-functions']","['(', 'n', '+', '1', ')', '-', '2', '^', '{', 'n', '+', '1', '}']","['additive', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN', 'SUB', 'exp', 'expr_atom', '__ANON_3', 'CARET', 'L_BRACE', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE']"
632f74e5837ac920af6582e0_f_0_11_0,SCAL,n+1 - (2^n \times 2),,"['proof-verification', 'elementary-functions']","['n', '+', '1', '-', '(', '2', '^', 'n', '\\times', '2', ')']","['additive', '__ANON_1', 'ADD', 'additive', 'expr_atom', '__ANON_3', 'SUB', 'group', 'L_PAREN', 'mp', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'CMD_TIMES', 'expr_atom', '__ANON_3', 'R_PAREN']"
632f74e5837ac920af6582e0_f_0_12_0,SCAL,n+1 - (2^n + 2^n),,"['proof-verification', 'elementary-functions']","['n', '+', '1', '-', '(', '2', '^', 'n', '+', '2', '^', 'n', ')']","['additive', '__ANON_1', 'ADD', 'additive', 'expr_atom', '__ANON_3', 'SUB', 'group', 'L_PAREN', 'additive', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'ADD', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'R_PAREN']"
632f74e5837ac920af6582e0_f_0_13_0,SCAL,n - (2^n + 2^n) + 1,,"['proof-verification', 'elementary-functions']","['n', '-', '(', '2', '^', 'n', '+', '2', '^', 'n', ')', '+', '1']","['additive', 'additive', '__ANON_1', 'SUB', 'group', 'L_PAREN', 'additive', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'ADD', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'R_PAREN', 'ADD', 'expr_atom', '__ANON_3']"
632f74e5837ac920af6582e0_f_0_14_0,SCAL,n - 2^n - 2^n + 1,,"['proof-verification', 'elementary-functions']","['n', '-', '2', '^', 'n', '-', '2', '^', 'n', '+', '1']","['additive', 'additive', 'additive', '__ANON_1', 'SUB', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'SUB', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']"
632f74e5837ac920af6582e0_f_0_15_0,SCAL,(n - 2^n) - (2^n-1),,"['proof-verification', 'elementary-functions']","['(', 'n', '-', '2', '^', 'n', ')', '-', '(', '2', '^', 'n', '-', '1', ')']","['additive', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'R_PAREN', 'SUB', 'group', 'L_PAREN', 'additive', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN']"
63301969837ac920af756c60_f_1_0_0,SCAL,18abcd -4b^3d + b^2c^2 - 4ac^3 - 27a^2d^2,the discriminant,"['real-analysis', 'elementary-functions']","['18', 'a', 'b', 'c', 'd', '-', '4', 'b', '^', '3', 'd', '+', 'b', '^', '2', 'c', '^', '2', '-', '4', 'a', 'c', '^', '3', '-', '27', 'a', '^', '2', 'd', '^', '2']","['additive', 'additive', 'unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', 'SUB', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'additive', 'additive', 'unary', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']"
63301969837ac920af756c60_f_3_4_0,FUNC,f(x)=ax^3+bx+cx+d,,"['real-analysis', 'elementary-functions']","['f', '(', 'x', ')', '=', 'a', 'x', '^', '3', '+', 'b', 'x', '+', 'c', 'x', '+', 'd']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'additive', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', '__ANON_1', '__ANON_1', 'ADD', 'additive', 'unary', '__ANON_1', '__ANON_1', 'ADD', '__ANON_1']"
632fb221837ac920af6b6cff_f_0_10_0,FUNC,f:X\rightarrow X,,"['elementary-number-theory', 'integers', 'elementary-functions', 'collatz-conjecture']","['f', ':', 'X', '\\rightarrow', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']"
63301969837ac920af756c60_f_3_10_0,FUNC,p(x)=ax^3+bx^2+cx+d,,"['real-analysis', 'elementary-functions']","['p', '(', 'x', ')', '=', 'a', 'x', '^', '3', '+', 'b', 'x', '^', '2', '+', 'c', 'x', '+', 'd']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'additive', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', '__ANON_1', '__ANON_1', 'ADD', '__ANON_1']"
632f74e5837ac920af6584b1_f_0_0_0,FUNC,f: \mathbb{N} \rightarrow A,,['elementary-functions'],"['f', ':', '\\mathbb{N}', '\\rightarrow', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', '__ANON_0']"
632f74e5837ac920af6584b1_f_0_1_0,FUNC,g: \mathbb{N} \rightarrow B,,['elementary-functions'],"['g', ':', '\\mathbb{N}', '\\rightarrow', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', '__ANON_0']"
632f74e5837ac920af6584b1_f_0_2_0,FUNC,h: \mathbb{N} \rightarrow C,,['elementary-functions'],"['h', ':', '\\mathbb{N}', '\\rightarrow', 'C']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', '__ANON_0']"
6330196a837ac920af757292_f_1_2_0,FUNC,g(n) = f(n-1) + g(n-1),,"['combinatorics', 'elementary-number-theory', 'elementary-functions']","['g', '(', 'n', ')', '=', 'f', '(', 'n', '-', '1', ')', '+', 'g', '(', 'n', '-', '1', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', '__ANON_1', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', 'ADD', 'unary', '__ANON_1', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN']"
632f74e5837ac920af6584b1_f_0_5_0,FUNC,j: \mathbb{N} \rightarrow A \cup B \cup C,a surjection,['elementary-functions'],"['j', ':', '\\mathbb{N}', '\\rightarrow', 'A', '\\cup', 'B', '\\cup', 'C']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_expr', '__ANON_0', 'sets__OP_UNION', '__ANON_0', 'sets__OP_UNION', '__ANON_0']"
632f74e5837ac920af6584b1_f_0_8_0,FUNC,j: \mathbb{N} \rightarrow A \cup B \cup C,,['elementary-functions'],"['j', ':', '\\mathbb{N}', '\\rightarrow', 'A', '\\cup', 'B', '\\cup', 'C']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_expr', '__ANON_0', 'sets__OP_UNION', '__ANON_0', 'sets__OP_UNION', '__ANON_0']"
