fid,mtype,exprstr,mention,tags,tokens,type_tokens
632f972b837ac920af68c482_f_2_0_0,FUNC,"f(a,b,c) = \frac{2}{1+a} + \frac{2}{1+b} + \frac{2}{1+c}",,"['trigonometry', 'inequality']","['f', '(', 'a', ',', 'b', ',', 'c', ')', '=', '\\frac', '{', '2', '}', '{', '1', '+', 'a', '}', '+', '\\frac', '{', '2', '}', '{', '1', '+', 'b', '}', '+', '\\frac', '{', '2', '}', '{', '1', '+', 'c', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', 'func_arg', '__ANON_1', 'COMMA', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', 'expr_atom', '__ANON_3', 'ADD', '__ANON_1', 'R_BRACE', 'ADD', 'additive', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', 'expr_atom', '__ANON_3', 'ADD', '__ANON_1', 'R_BRACE', 'ADD', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', 'expr_atom', '__ANON_3', 'ADD', '__ANON_1', 'R_BRACE']"
632fd3c7837ac920af6e54af_f_0_5_0,SCAL,\frac{1}{4},,"['calculus', 'trigonometry', 'proof-explanation', 'epsilon-delta']","['\\frac', '{', '1', '}', '{', '4', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632f6605837ac920af6434c7_f_0_1_0,SCAL,\frac{-2v^3 \cdot a \cdot t}{(a^2+v^2t^2)^2},,"['algebra-precalculus', 'trigonometry']","['\\frac', '{', '-', '2', 'v', '^', '3', '\\cdot', 'a', '\\cdot', 't', '}', '{', '(', 'a', '^', '2', '+', 'v', '^', '2', 't', '^', '2', ')', '^', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'mp', 'unary', 'SUB', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'CMD_CDOT', 'mp', '__ANON_1', 'CMD_CDOT', '__ANON_1', 'R_BRACE', 'L_BRACE', 'exp', 'group', 'L_PAREN', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_PAREN', 'CARET', 'expr_atom', '__ANON_3', 'R_BRACE']"
632f6605837ac920af6434c7_f_0_8_0,FUNC,\sin(x) = vt,,"['algebra-precalculus', 'trigonometry']","['\\sin', '(', 'x', ')', '=', 'v', 't']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', '__ANON_1', '__ANON_1']"
632f6605837ac920af6434c7_f_0_9_0,FUNC,\cos(x)=\frac{1}{a},,"['algebra-precalculus', 'trigonometry']","['\\cos', '(', 'x', ')', '=', '\\frac', '{', '1', '}', '{', 'a', '}']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']"
632f6605837ac920af6434c7_f_2_4_0,SCAL,sin(arctan(x)),,"['algebra-precalculus', 'trigonometry']","['s', 'i', 'n', '(', 'a', 'r', 'c', 't', 'a', 'n', '(', 'x', ')', ')']","['unary', '__ANON_1', '__ANON_1', '__ANON_1', 'group', 'L_PAREN', 'unary', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN', 'R_PAREN']"
632f6605837ac920af6434db_f_0_0_0,SCAL,arctan(tan(2)),,"['calculus', 'trigonometry']","['a', 'r', 'c', 't', 'a', 'n', '(', 't', 'a', 'n', '(', '2', ')', ')']","['unary', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', 'group', 'L_PAREN', 'unary', '__ANON_1', '__ANON_1', '__ANON_1', 'group', 'L_PAREN', 'expr_atom', '__ANON_3', 'R_PAREN', 'R_PAREN']"
632f6605837ac920af6434f1_f_1_1_0,SCAL,5 \times 3.75,an area   f_1_1_0   km,"['geometry', 'trigonometry']","['5', '\\times']","['mp', 'expr_atom', '__ANON_3', 'CMD_TIMES', 'expr_atom', 'number']"
63300bcc837ac920af744ed6_f_1_39_0,SET,(B\cap D)\cup (C\cap D)\cup(B\cap E)\cup(C\cap E),,['trigonometry'],"['(', 'B', '\\cap', 'D', ')', '\\cup', '(', 'C', '\\cap', 'D', ')', '\\cup', '(', 'B', '\\cap', 'E', ')', '\\cup', '(', 'C', '\\cap', 'E', ')']","['set_expr', 'set_expr', 'set_expr', 'L_PAREN', 'set_expr', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0', 'R_PAREN', 'sets__OP_UNION', 'set_expr', 'L_PAREN', 'set_expr', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0', 'R_PAREN', 'sets__OP_UNION', 'set_expr', 'L_PAREN', 'set_expr', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0', 'R_PAREN', 'sets__OP_UNION', 'set_expr', 'L_PAREN', 'set_expr', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0', 'R_PAREN']"
632f6605837ac920af6435f7_f_0_1_0,SET,\mathbb{R}^2,,"['real-analysis', 'elementary-set-theory', 'trigonometry']","['\\mathbb{R}', '^', '2']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
632fd3c8837ac920af6e599f_f_1_0_0,FUNC,f(x) = x + cos(x),,"['calculus', 'derivatives', 'trigonometry', 'inverse-function']","['f', '(', 'x', ')', '=', 'x', '+', 'c', 'o', 's', '(', 'x', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', '__ANON_1', 'ADD', 'unary', '__ANON_1', '__ANON_1', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']"
632f972b837ac920af68c6e3_f_1_1_0,SET,\mathbb R\times\mathbb R,,"['complex-analysis', 'trigonometry']","['\\mathbb', 'R', '\\times', '\\mathbb', 'R']","['set_expr', 'SET_FAT', '__ANON_0', 'sets__OP_CART', 'SET_FAT', '__ANON_0']"
632f972b837ac920af68c6e3_f_1_8_0,SET,\mathbb R\times \mathbb C,,"['complex-analysis', 'trigonometry']","['\\mathbb', 'R', '\\times', '\\mathbb', 'C']","['set_expr', 'SET_FAT', '__ANON_0', 'sets__OP_CART', 'SET_FAT', '__ANON_0']"
632f6605837ac920af643737_f_2_6_0,SCAL,\frac{1}{3},the region,"['probability', 'geometry', 'trigonometry']","['\\frac', '{', '1', '}', '{', '3', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632f6605837ac920af643751_f_0_6_0,SCAL,\frac{133}{2} + 90n,,['trigonometry'],"['\\frac', '{', '133', '}', '{', '2', '}', '+', '90', 'n']","['additive', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'ADD', 'unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_1']"
632fd3c9837ac920af6e5f10_f_1_1_0,FUNC,\sin(30) = \frac{1}{2},,['trigonometry'],"['\\sin', '(', '30', ')', '=', '\\frac', '{', '1', '}', '{', '2', '}']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', 'func_arg', 'integer', '__ANON_3', '__ANON_3', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632fd3c9837ac920af6e5f70_f_0_6_0,SET,"(-1429.2566486,-422.79248111)",radian mode,"['trigonometry', 'complex-numbers', 'self-learning', 'hyperbolic-functions']","['(', '-', ',', '-', ')']","['interval', 'L_PAREN', 'expr_atom', 'SUB', 'number', 'COMMA', 'expr_atom', 'SUB', 'number', 'R_PAREN']"
632fd3c9837ac920af6e5f70_f_0_8_0,SET,"(-1429.2566486,422.79248111)",,"['trigonometry', 'complex-numbers', 'self-learning', 'hyperbolic-functions']","['(', '-', ',', ')']","['interval', 'L_PAREN', 'expr_atom', 'SUB', 'number', 'COMMA', 'expr_atom', 'number', 'R_PAREN']"
632f6605837ac920af6438ff_f_0_7_0,SCAL,0.4472135955,,['trigonometry'],[],"['expr_atom', 'number']"
632f6605837ac920af6438ff_f_0_10_0,SCAL,0.38268344324,,['trigonometry'],[],"['expr_atom', 'number']"
632f6605837ac920af6438ff_f_0_11_0,SCAL,-0.9238795325,,['trigonometry'],['-'],"['unary', 'SUB', 'expr_atom', 'number']"
632f972c837ac920af68c966_f_0_4_0,SET, \mathbb{R},,"['calculus', 'integration', 'trigonometry']","['\\', 'm', 'a', 't', 'h', 'b', 'b', '{', 'R', '}']","['set_constant', 'SET_BASIC']"
632f6605837ac920af643903_f_2_0_0,FUNC,\sin(x) = x,,"['limits', 'trigonometry']","['\\sin', '(', 'x', ')', '=', 'x']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', '__ANON_1']"
632f6605837ac920af64391f_f_3_2_0,FUNC,\cos (x)=\frac {1-t^2}{1+t^2},,['trigonometry'],"['\\cos', '(', 'x', ')', '=', '\\frac', '{', '1', '-', 't', '^', '2', '}', '{', '1', '+', 't', '^', '2', '}']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'expr_atom', '__ANON_3', 'SUB', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', 'expr_atom', '__ANON_3', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_BRACE']"
632f972c837ac920af68cb3c_f_2_27_0,SCAL,(y^2+y)(y^2+2y-2),,['trigonometry'],"['(', 'y', '^', '2', '+', 'y', ')', '(', 'y', '^', '2', '+', '2', 'y', '-', '2', ')']","['unary', 'group', 'L_PAREN', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', '__ANON_1', 'R_PAREN', 'group', 'L_PAREN', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN']"
632fd3c9837ac920af6e62f9_f_1_13_0,SCAL,z^3+z^2-2z-1,,"['trigonometry', 'polynomials', 'complex-numbers', 'cubics']","['z', '^', '3', '+', 'z', '^', '2', '-', '2', 'z', '-', '1']","['additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']"
632fd3c9837ac920af6e62f9_f_1_15_0,SCAL,8z^3+4z^2-4z-1,,"['trigonometry', 'polynomials', 'complex-numbers', 'cubics']","['8', 'z', '^', '3', '+', '4', 'z', '^', '2', '-', '4', 'z', '-', '1']","['additive', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'additive', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']"
632f6606837ac920af643bfa_f_0_0_0,SCAL,(5-i)^2 (1+i),the following,"['trigonometry', 'complex-numbers']","['(', '5', '-', 'i', ')', '^', '2', '(', '1', '+', 'i', ')']","['unary', 'exp', 'group', 'L_PAREN', 'additive', 'expr_atom', '__ANON_3', 'SUB', '__ANON_1', 'R_PAREN', 'CARET', 'expr_atom', '__ANON_3', 'group', 'L_PAREN', 'additive', 'expr_atom', '__ANON_3', 'ADD', '__ANON_1', 'R_PAREN']"
632f6606837ac920af643bfa_f_0_9_0,SCAL,(5-i)^2(1+i),,"['trigonometry', 'complex-numbers']","['(', '5', '-', 'i', ')', '^', '2', '(', '1', '+', 'i', ')']","['unary', 'exp', 'group', 'L_PAREN', 'additive', 'expr_atom', '__ANON_3', 'SUB', '__ANON_1', 'R_PAREN', 'CARET', 'expr_atom', '__ANON_3', 'group', 'L_PAREN', 'additive', 'expr_atom', '__ANON_3', 'ADD', '__ANON_1', 'R_PAREN']"
632f972c837ac920af68cc66_f_0_12_0,FUNC,f(n) =  (2n+3)/(n-1),,"['calculus', 'trigonometry', 'limits']","['f', '(', 'n', ')', '=', '(', '2', 'n', '+', '3', ')', '/', '(', 'n', '-', '1', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'mp', 'group', 'L_PAREN', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN', 'DIV', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN']"
632f6606837ac920af643c81_f_0_4_0,SCAL,(x-y)(x^2+y^2),,"['calculus', 'trigonometry']","['(', 'x', '-', 'y', ')', '(', 'x', '^', '2', '+', 'y', '^', '2', ')']","['unary', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', '__ANON_1', 'R_PAREN', 'group', 'L_PAREN', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_PAREN']"
632f6606837ac920af643c81_f_0_5_0,SCAL,(x+y)(x^2-y^2),,"['calculus', 'trigonometry']","['(', 'x', '+', 'y', ')', '(', 'x', '^', '2', '-', 'y', '^', '2', ')']","['unary', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', '__ANON_1', 'R_PAREN', 'group', 'L_PAREN', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_PAREN']"
632f6606837ac920af643c81_f_0_6_0,SCAL,(x+y)(x^2+y^2),,"['calculus', 'trigonometry']","['(', 'x', '+', 'y', ')', '(', 'x', '^', '2', '+', 'y', '^', '2', ')']","['unary', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', '__ANON_1', 'R_PAREN', 'group', 'L_PAREN', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_PAREN']"
632f972c837ac920af68cc66_f_2_8_0,FUNC,f(n)=\frac{2n+3}{n-1},your example,"['calculus', 'trigonometry', 'limits']","['f', '(', 'n', ')', '=', '\\frac', '{', '2', 'n', '+', '3', '}', '{', 'n', '-', '1', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE']"
632f6606837ac920af643e95_f_1_13_0,SCAL, and use above formulas for ,,['trigonometry'],"['a', 'n', 'd', 'u', 's', 'e', 'a', 'b', 'o', 'v', 'e', 'f', 'o', 'r', 'm', 'u', 'l', 'a', 's', 'f', 'o', 'r']","['unary', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1']"
632fd3ca837ac920af6e6859_f_0_0_0,FUNC,f: \mathbb{R} \rightarrow \mathbb{R},,"['real-analysis', 'trigonometry', 'continuity']","['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']"
632fd3ca837ac920af6e6859_f_0_3_0,FUNC,C: \mathbb{R} \rightarrow \mathbb{R},,"['real-analysis', 'trigonometry', 'continuity']","['C', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']"
632f6606837ac920af643f8d_f_0_2_0,SCAL,\frac{x}{y},,"['trigonometry', 'polynomials']","['\\frac', '{', 'x', '}', '{', 'y', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']"
632f6606837ac920af643ff9_f_1_4_0,SCAL,0.990268068742,,"['trigonometry', 'calculator']",[],"['expr_atom', 'number']"
632fd3ca837ac920af6e6859_f_1_32_0,SET,C(\frac{x}{2^q}),the value,"['real-analysis', 'trigonometry', 'continuity']","['C', '(', '\\frac', '{', 'x', '}', '{', '2', '^', 'q', '}', ')']","['__ANON_0', 'group', 'L_PAREN', 'expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'R_BRACE', 'R_PAREN']"
632f972c837ac920af68cf4a_f_0_2_0,FUNC,s(x)=f(x)+g(x),the sum,"['algebra-precalculus', 'trigonometry']","['s', '(', 'x', ')', '=', 'f', '(', 'x', ')', '+', 'g', '(', 'x', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN', 'ADD', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']"
632f972c837ac920af68cf4a_f_0_3_0,FUNC,d(x)=f(x)-g(x),difference,"['algebra-precalculus', 'trigonometry']","['d', '(', 'x', ')', '=', 'f', '(', 'x', ')', '-', 'g', '(', 'x', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN', 'SUB', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']"
632f972c837ac920af68cf51_f_0_0_0,FUNC,f(x) = -3+2cos(x),,['trigonometry'],"['f', '(', 'x', ')', '=', '-', '3', '+', '2', 'c', 'o', 's', '(', 'x', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', 'SUB', 'expr_atom', '__ANON_3', 'ADD', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', '__ANON_1', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']"
632f972c837ac920af68cf51_f_0_2_0,FUNC,s(x)=f(x)+g(x),the sum,['trigonometry'],"['s', '(', 'x', ')', '=', 'f', '(', 'x', ')', '+', 'g', '(', 'x', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN', 'ADD', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']"
632f972c837ac920af68cf51_f_0_3_0,FUNC,d(x)=f(x)-g(x),difference,['trigonometry'],"['d', '(', 'x', ')', '=', 'f', '(', 'x', ')', '-', 'g', '(', 'x', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN', 'SUB', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']"
63300bce837ac920af745fdf_f_1_9_0,SCAL,\frac{a^2 + x^2}{ax} - 2.,,"['calculus', 'algebra-precalculus', 'limits', 'trigonometry']","['\\frac', '{', 'a', '^', '2', '+', 'x', '^', '2', '}', '{', 'a', 'x', '}', '-']","['additive', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE', 'SUB', 'expr_atom', 'number']"
632f6607837ac920af644267_f_2_8_0,FUNC,"\sin(a,b)=c",,"['trigonometry', 'mnemonic']","['\\sin', '(', 'a', ',', 'b', ')', '=', 'c']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', 'func_arg', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN', 'EQUAL', '__ANON_1']"
632f6607837ac920af644267_f_3_8_0,SCAL,\frac{1}{2},,"['trigonometry', 'mnemonic']","['\\frac', '{', '1', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632fd3cb837ac920af6e6c24_f_0_2_0,SCAL,\frac{(pe^{ix})^{(n+1)/2}((pe^{ix})^{-(n+1)/2}-(pe^{ix})^{(n+1)/2})}{(pe^{ix})^{1/2}((pe^{ix})^{-1/2}-(pe^{ix})^{1/2})},,"['sequences-and-series', 'trigonometry', 'complex-numbers', 'trigonometric-series']","['\\frac', '{', '(', 'p', 'e', '^', '{', 'i', 'x', '}', ')', '^', '{', '(', 'n', '+', '1', ')', '/', '2', '}', '(', '(', 'p', 'e', '^', '{', 'i', 'x', '}', ')', '^', '{', '-', '(', 'n', '+', '1', ')', '/', '2', '}', '-', '(', 'p', 'e', '^', '{', 'i', 'x', '}', ')', '^', '{', '(', 'n', '+', '1', ')', '/', '2', '}', ')', '}', '{', '(', 'p', 'e', '^', '{', 'i', 'x', '}', ')', '^', '{', '1', '/', '2', '}', '(', '(', 'p', 'e', '^', '{', 'i', 'x', '}', ')', '^', '{', '-', '1', '/', '2', '}', '-', '(', 'p', 'e', '^', '{', 'i', 'x', '}', ')', '^', '{', '1', '/', '2', '}', ')', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'unary', 'exp', 'group', 'L_PAREN', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE', 'R_PAREN', 'CARET', 'L_BRACE', 'mp', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN', 'DIV', 'expr_atom', '__ANON_3', 'R_BRACE', 'group', 'L_PAREN', 'additive', 'exp', 'group', 'L_PAREN', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE', 'R_PAREN', 'CARET', 'L_BRACE', 'mp', 'unary', 'SUB', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN', 'DIV', 'expr_atom', '__ANON_3', 'R_BRACE', 'SUB', 'exp', 'group', 'L_PAREN', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE', 'R_PAREN', 'CARET', 'L_BRACE', 'mp', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN', 'DIV', 'expr_atom', '__ANON_3', 'R_BRACE', 'R_PAREN', 'R_BRACE', 'L_BRACE', 'unary', 'exp', 'group', 'L_PAREN', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE', 'R_PAREN', 'CARET', 'L_BRACE', 'mp', 'expr_atom', '__ANON_3', 'DIV', 'expr_atom', '__ANON_3', 'R_BRACE', 'group', 'L_PAREN', 'additive', 'exp', 'group', 'L_PAREN', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE', 'R_PAREN', 'CARET', 'L_BRACE', 'mp', 'unary', 'SUB', 'expr_atom', '__ANON_3', 'DIV', 'expr_atom', '__ANON_3', 'R_BRACE', 'SUB', 'exp', 'group', 'L_PAREN', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE', 'R_PAREN', 'CARET', 'L_BRACE', 'mp', 'expr_atom', '__ANON_3', 'DIV', 'expr_atom', '__ANON_3', 'R_BRACE', 'R_PAREN', 'R_BRACE']"
632f6607837ac920af644267_f_7_16_0,SCAL,\frac{1}{2},,"['trigonometry', 'mnemonic']","['\\frac', '{', '1', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632fd3cb837ac920af6e6cde_f_2_8_0,SCAL,u^4+2u^3-6u^2+2u+1,the polynomial equation,['trigonometry'],"['u', '^', '4', '+', '2', 'u', '^', '3', '-', '6', 'u', '^', '2', '+', '2', 'u', '+', '1']","['additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'additive', 'additive', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']"
