fid,mtype,exprstr,mention,tags,tokens,type_tokens
632fc632837ac920af6d7768_f_0_7_0,SET,\mathbb{R}^2,same,"['analytic-geometry', 'projective-space']","['\\mathbb{R}', '^', '2']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
632f9087837ac920af684563_f_0_0_0,SET,"(\frac{1}{2},2)",the point,"['calculus', 'analytic-geometry', 'conic-sections', 'tangent-line']","['(', '\\frac', '{', '1', '}', '{', '2', '}', ',', '2', ')']","['interval', 'L_PAREN', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'COMMA', 'expr_atom', '__ANON_3', 'R_PAREN']"
632f9087837ac920af684563_f_0_4_0,SET,"(\frac{1}{2},2)",,"['calculus', 'analytic-geometry', 'conic-sections', 'tangent-line']","['(', '\\frac', '{', '1', '}', '{', '2', '}', ',', '2', ')']","['interval', 'L_PAREN', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'COMMA', 'expr_atom', '__ANON_3', 'R_PAREN']"
632fc632837ac920af6d7768_f_1_0_0,SET,\mathbb{R}^2,same,"['analytic-geometry', 'projective-space']","['\\mathbb{R}', '^', '2']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
632fc632837ac920af6d7768_f_1_2_0,SET,\mathbb R^2,,"['analytic-geometry', 'projective-space']","['\\mathbb', 'R', '^', '2']","['set_expr', 'SET_FAT', '__ANON_0', 'CARET', '__ANON_3']"
632fc632837ac920af6d7768_f_1_5_0,SET,\mathbb R^2,,"['analytic-geometry', 'projective-space']","['\\mathbb', 'R', '^', '2']","['set_expr', 'SET_FAT', '__ANON_0', 'CARET', '__ANON_3']"
632fc632837ac920af6d7768_f_2_8_0,SCAL,\{(1:0:0)\},,"['analytic-geometry', 'projective-space']","['\\{', '(', '1', ':', '0', ':', '0', ')', '\\}']","['group', 'L_BRACE_LITERAL', 'group', 'L_PAREN', 'mp', 'expr_atom', '__ANON_3', 'COLON', 'mp', 'expr_atom', '__ANON_3', 'COLON', 'expr_atom', '__ANON_3', 'R_PAREN', 'R_BRACE_LITERAL']"
632fc632837ac920af6d7768_f_3_1_0,SET,\mathbb{R}^2,,"['analytic-geometry', 'projective-space']","['\\mathbb{R}', '^', '2']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
632fc632837ac920af6d7768_f_3_5_0,SET,\mathbb{R}^2,,"['analytic-geometry', 'projective-space']","['\\mathbb{R}', '^', '2']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
632f9087837ac920af6845dc_f_0_5_0,FUNC,f(x)=ax^2+bx+c,the parabola,"['calculus', 'analytic-geometry']","['f', '(', 'x', ')', '=', 'a', 'x', '^', '2', '+', 'b', 'x', '+', 'c']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'additive', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', '__ANON_1', '__ANON_1', 'ADD', '__ANON_1']"
632f9087837ac920af684636_f_0_5_0,SCAL,(x^2-c)^2+(y+2c-8)^2,,"['real-analysis', 'optimization', 'analytic-geometry', 'lagrange-multiplier']","['(', 'x', '^', '2', '-', 'c', ')', '^', '2', '+', '(', 'y', '+', '2', 'c', '-', '8', ')', '^', '2']","['additive', 'exp', 'group', 'L_PAREN', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', '__ANON_1', 'R_PAREN', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'exp', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', 'CARET', 'expr_atom', '__ANON_3']"
632f9087837ac920af684636_f_0_7_0,FUNC,"f(x,y)=8-2x-y",,"['real-analysis', 'optimization', 'analytic-geometry', 'lagrange-multiplier']","['f', '(', 'x', ',', 'y', ')', '=', '8', '-', '2', 'x', '-', 'y']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', 'func_arg', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'additive', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', '__ANON_1']"
632f5f4c837ac920af63b1cc_f_2_11_0,SCAL,\frac{0}{0},,"['multivariable-calculus', 'analytic-geometry', 'conic-sections']","['\\frac', '{', '0', '}', '{', '0', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632f9087837ac920af684636_f_1_16_0,FUNC,"f(x,y)=8-2x-y",,"['real-analysis', 'optimization', 'analytic-geometry', 'lagrange-multiplier']","['f', '(', 'x', ',', 'y', ')', '=', '8', '-', '2', 'x', '-', 'y']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', 'func_arg', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'additive', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', '__ANON_1']"
632fc632837ac920af6d7a49_f_2_5_0,SCAL,\frac{17}{2},,"['analytic-geometry', 'triangles', 'area']","['\\frac', '{', '17', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632f5f4c837ac920af63b281_f_2_14_0,SCAL,\frac{(1-\frac{2}{m})*(2-m)}{2},,['analytic-geometry'],"['\\frac', '{', '(', '1', '-', '\\frac', '{', '2', '}', '{', 'm', '}', ')', '*', '(', '2', '-', 'm', ')', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'mp', 'group', 'L_PAREN', 'additive', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE', 'R_PAREN', 'MUL', 'group', 'L_PAREN', 'additive', 'expr_atom', '__ANON_3', 'SUB', '__ANON_1', 'R_PAREN', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632f5f4c837ac920af63b281_f_2_15_0,SCAL,\frac{d}{dm},,['analytic-geometry'],"['\\frac', '{', 'd', '}', '{', 'd', 'm', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE']"
632fc632837ac920af6d7c56_f_0_15_0,SCAL,ax^2+by^2+2hxy+2gx+2fy+c,,"['geometry', 'analytic-geometry']","['a', 'x', '^', '2', '+', 'b', 'y', '^', '2', '+', '2', 'h', 'x', 'y', '+', '2', 'g', 'x', '+', '2', 'f', 'y', '+', 'c']","['additive', 'additive', 'additive', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', '__ANON_1', '__ANON_1', 'ADD', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', '__ANON_1', 'ADD', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', '__ANON_1', 'ADD', '__ANON_1']"
632f9088837ac920af684d71_f_1_0_0,SET,D\times \mathbb R,- a 3d body,"['geometry', 'analytic-geometry']","['D', '\\times', '\\mathbb', 'R']","['set_expr', '__ANON_0', 'sets__OP_CART', 'SET_FAT', '__ANON_0']"
632ffde7837ac920af72ce7a_f_0_0_0,FUNC,f(x)=\frac{1}{400}x^2,,"['algebra-precalculus', 'trigonometry', 'analytic-geometry', 'conic-sections']","['f', '(', 'x', ')', '=', '\\frac', '{', '1', '}', '{', '400', '}', 'x', '^', '2']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', 'R_BRACE', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']"
632f9088837ac920af684d71_f_1_4_0,SET,C\times \mathbb R,- a 2d sheet -   f_1_4_0,"['geometry', 'analytic-geometry']","['C', '\\times', '\\mathbb', 'R']","['set_expr', '__ANON_0', 'sets__OP_CART', 'SET_FAT', '__ANON_0']"
632fc633837ac920af6d82d2_f_1_3_0,SCAL,60-12.73-1-1,legs,"['geometry', 'trigonometry', 'analytic-geometry']","['60', '-', '-', '1', '-', '1']","['additive', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'SUB', 'additive', 'additive', 'expr_atom', 'number', 'SUB', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', '__ANON_3']"
632ffde8837ac920af72d32a_f_0_0_0,SCAL,x^2 -2xy + y^2 + x -3y,the equation,['analytic-geometry'],"['x', '^', '2', '-', '2', 'x', 'y', '+', 'y', '^', '2', '+', 'x', '-', '3', 'y']","['additive', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', '__ANON_1', 'ADD', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', '__ANON_1', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1']"
632ffde8837ac920af72d6df_f_0_10_0,SET,C^n \times I,,"['algebraic-topology', 'analytic-geometry', 'discrete-geometry', 'simplicial-complex', 'linear-approximation']","['C', '^', 'n', '\\times', 'I']","['set_expr', '__ANON_0', 'CARET', '__ANON_1', 'sets__OP_CART', '__ANON_0']"
632ffde8837ac920af72d6df_f_0_14_0,SET,C^n \times I,,"['algebraic-topology', 'analytic-geometry', 'discrete-geometry', 'simplicial-complex', 'linear-approximation']","['C', '^', 'n', '\\times', 'I']","['set_expr', '__ANON_0', 'CARET', '__ANON_1', 'sets__OP_CART', '__ANON_0']"
632f5f4e837ac920af63bef6_f_0_0_0,SET,\mathbb{R}^3,,['analytic-geometry'],"['\\mathbb{R}', '^', '3']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
632ffde8837ac920af72d6df_f_0_18_0,SET,C^n \times I,,"['algebraic-topology', 'analytic-geometry', 'discrete-geometry', 'simplicial-complex', 'linear-approximation']","['C', '^', 'n', '\\times', 'I']","['set_expr', '__ANON_0', 'CARET', '__ANON_1', 'sets__OP_CART', '__ANON_0']"
632f5f4f837ac920af63bf43_f_0_9_0,SET,\mathbb{R}^3,,"['geometry', 'algebraic-geometry', 'differential-geometry', 'analytic-geometry']","['\\mathbb{R}', '^', '3']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
632f5f4f837ac920af63bf43_f_0_24_0,SET,\mathbb{R}^3,,"['geometry', 'algebraic-geometry', 'differential-geometry', 'analytic-geometry']","['\\mathbb{R}', '^', '3']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
632f5f4f837ac920af63bf43_f_0_26_0,SET,\mathbb{R}^3,,"['geometry', 'algebraic-geometry', 'differential-geometry', 'analytic-geometry']","['\\mathbb{R}', '^', '3']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
632f5f4f837ac920af63bf87_f_0_0_0,FUNC,"L(x,y) = ax+by-c",,"['analytic-geometry', 'education', 'coordinate-systems']","['L', '(', 'x', ',', 'y', ')', '=', 'a', 'x', '+', 'b', 'y', '-', 'c']","['func_expr', 'func_name_arg', 'func_name', '__ANON_0', 'L_PAREN', 'func_arg', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', '__ANON_1', '__ANON_1', 'ADD', 'additive', 'unary', '__ANON_1', '__ANON_1', 'SUB', '__ANON_1']"
632f9089837ac920af6851d2_f_3_65_0,SCAL,\frac{1}{2}s+t,,"['geometry', 'euclidean-geometry', 'analytic-geometry', 'triangles']","['\\frac', '{', '1', '}', '{', '2', '}', 's', '+', 't']","['additive', 'unary', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', '__ANON_1', 'ADD', '__ANON_1']"
632f9089837ac920af6851d2_f_3_67_0,SCAL,-\frac{1}{2}s+\frac{1}{2}t+3,,"['geometry', 'euclidean-geometry', 'analytic-geometry', 'triangles']","['-', '\\frac', '{', '1', '}', '{', '2', '}', 's', '+', '\\frac', '{', '1', '}', '{', '2', '}', 't', '+', '3']","['additive', 'unary', 'SUB', 'unary', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', '__ANON_1', 'ADD', 'additive', 'unary', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']"
632ffde9837ac920af72db47_f_0_6_0,SET,\mathbb{R}^2,,"['geometry', 'euclidean-geometry', 'analytic-geometry', 'polygons']","['\\mathbb{R}', '^', '2']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
632fcd11837ac920af6d8f2a_f_0_0_0,SET,\mathbb{R}^3,,"['real-analysis', 'calculus', 'geometry', 'analytic-geometry']","['\\mathbb{R}', '^', '3']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
632f5f50837ac920af63c8e2_f_0_9_0,SCAL,\frac{-2}{-3},,"['linear-algebra', 'geometry', 'analytic-geometry']","['\\frac', '{', '-', '2', '}', '{', '-', '3', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'unary', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'unary', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE']"
632fcd11837ac920af6d903c_f_2_0_0,SET,\mathbb R^3,,"['linear-algebra', 'geometry', 'analytic-geometry']","['\\mathbb', 'R', '^', '3']","['set_expr', 'SET_FAT', '__ANON_0', 'CARET', '__ANON_3']"
632ffdeb837ac920af72e919_f_0_3_0,SCAL,-\frac{7}{3},,"['analytic-geometry', 'angle', 'slope']","['-', '\\frac', '{', '7', '}', '{', '3', '}']","['unary', 'SUB', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632ffdeb837ac920af72e919_f_0_4_0,SCAL,\frac{5}{2},the line,"['analytic-geometry', 'angle', 'slope']","['\\frac', '{', '5', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632ffdeb837ac920af72e98a_f_0_5_0,SCAL,(u-t) \times (v-w),,"['linear-algebra', 'analytic-geometry', 'cross-product']","['(', 'u', '-', 't', ')', '\\times', '(', 'v', '-', 'w', ')']","['mp', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', '__ANON_1', 'R_PAREN', 'CMD_TIMES', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', '__ANON_1', 'R_PAREN']"
632f5f52837ac920af63cf55_f_1_13_0,SCAL,-b-\frac{1}{b+2},,['analytic-geometry'],"['-', 'b', '-', '\\frac', '{', '1', '}', '{', 'b', '+', '2', '}']","['additive', 'unary', 'SUB', '__ANON_1', 'SUB', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE']"
632f5f52837ac920af63d126_f_0_1_0,SET,"(\frac{4am^2}{l^2},\frac{4am}{l})",,['analytic-geometry'],"['(', '\\frac', '{', '4', 'a', 'm', '^', '2', '}', '{', 'l', '^', '2', '}', ',', '\\frac', '{', '4', 'a', 'm', '}', '{', 'l', '}', ')']","['interval', 'L_PAREN', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_BRACE', 'COMMA', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE', 'R_PAREN']"
632f908a837ac920af685a96_f_0_0_0,SET,\mathbb R^3,,"['analysis', 'riemannian-geometry', 'analytic-geometry', 'curvature']","['\\mathbb', 'R', '^', '3']","['set_expr', 'SET_FAT', '__ANON_0', 'CARET', '__ANON_3']"
632ffdec837ac920af72ed30_f_2_5_0,SCAL,\frac{b}{a},,"['geometry', 'euclidean-geometry', 'analytic-geometry', 'conic-sections']","['\\frac', '{', 'b', '}', '{', 'a', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']"
632f971c837ac920af6861a4_f_1_1_0,SET,\mathbb{R}^3,,['analytic-geometry'],"['\\mathbb{R}', '^', '3']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
632fcd12837ac920af6d98dc_f_1_2_0,SET,\mathbb R^3,,"['linear-algebra', 'geometry', 'numerical-methods', 'analytic-geometry']","['\\mathbb', 'R', '^', '3']","['set_expr', 'SET_FAT', '__ANON_0', 'CARET', '__ANON_3']"
632fcd12837ac920af6d98dc_f_1_6_0,SET,\mathbb R^2,,"['linear-algebra', 'geometry', 'numerical-methods', 'analytic-geometry']","['\\mathbb', 'R', '^', '2']","['set_expr', 'SET_FAT', '__ANON_0', 'CARET', '__ANON_3']"
632fcd13837ac920af6d9bbd_f_2_0_0,SET,\mathbb{R}^3,,['analytic-geometry'],"['\\mathbb{R}', '^', '3']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
632ffded837ac920af72f46f_f_0_1_0,SET,\mathbb{R}^3,,"['linear-transformations', 'analytic-geometry', 'numerical-linear-algebra']","['\\mathbb{R}', '^', '3']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
632fcd13837ac920af6d9e60_f_0_5_0,SET,\mathbb{R}^3,,"['linear-algebra', 'geometry', 'euclidean-geometry', 'analytic-geometry']","['\\mathbb{R}', '^', '3']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
632f65f6837ac920af63e2f1_f_0_1_0,FUNC,"f(x,y) = ax+by+c",,"['analytic-geometry', 'conic-sections', 'projective-geometry']","['f', '(', 'x', ',', 'y', ')', '=', 'a', 'x', '+', 'b', 'y', '+', 'c']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', 'func_arg', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', '__ANON_1', '__ANON_1', 'ADD', 'additive', 'unary', '__ANON_1', '__ANON_1', 'ADD', '__ANON_1']"
632f971d837ac920af6867f7_f_0_3_0,FUNC,"
\cos(90) = 0.61x + 0.61y + 0.5z
",any sense,"['trigonometry', 'euclidean-geometry', 'analytic-geometry']","['\\cos', '(', '90', ')', '=', '061', 'x', '+', '061', 'y', '+', '05', 'z']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', 'func_arg', 'integer', '__ANON_3', '__ANON_3', 'R_PAREN', 'EQUAL', 'additive', 'unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_1', 'ADD', 'additive', 'unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_1', 'ADD', 'unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_1']"
632f971d837ac920af6867f7_f_0_4_0,FUNC,"
\cos(60) = 0x + 0y + 1z
",,"['trigonometry', 'euclidean-geometry', 'analytic-geometry']","['\\cos', '(', '60', ')', '=', '0', 'x', '+', '0', 'y', '+', '1', 'z']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', 'func_arg', 'integer', '__ANON_3', '__ANON_3', 'R_PAREN', 'EQUAL', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'unary', 'expr_atom', '__ANON_3', '__ANON_1']"
632fcd15837ac920af6da6fe_f_0_7_0,SCAL,-\frac{k^2}{k^2+4},this point,['analytic-geometry'],"['-', '\\frac', '{', 'k', '^', '2', '}', '{', 'k', '^', '2', '+', '4', '}']","['unary', 'SUB', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE']"
632f65f6837ac920af63e408_f_0_6_0,SCAL,\frac{-1}{m},f_0_5_0   slope,"['analytic-geometry', 'coordinate-systems']","['\\frac', '{', '-', '1', '}', '{', 'm', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'unary', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']"
632fcd15837ac920af6da6fe_f_0_19_0,SCAL,\frac{k^2}{(k^2+4)},,['analytic-geometry'],"['\\frac', '{', 'k', '^', '2', '}', '{', '(', 'k', '^', '2', '+', '4', ')', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'group', 'L_PAREN', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN', 'R_BRACE']"
632f971d837ac920af68690c_f_0_3_0,SCAL,\frac{5}{3},,"['geometry', 'analytic-geometry', 'quadrilateral']","['\\frac', '{', '5', '}', '{', '3', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632fcd16837ac920af6db0cc_f_2_0_0,SCAL,x^2+(m-3)x+1-3m,,"['analytic-geometry', 'roots', 'quadratics']","['x', '^', '2', '+', '(', 'm', '-', '3', ')', 'x', '+', '1', '-', '3', 'm']","['additive', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', '__ANON_1', 'ADD', 'additive', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1']"
633004bb837ac920af730480_f_1_1_0,SCAL,1+{(\frac{dy}{dx})}^2,,"['calculus', 'analytic-geometry']","['1', '+', '{', '(', '\\frac', '{', 'd', 'y', '}', '{', 'd', 'x', '}', ')', '}', '^', '2']","['additive', 'expr_atom', '__ANON_3', 'ADD', 'exp', 'group', 'L_BRACE', 'group', 'L_PAREN', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE', 'L_BRACE', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE', 'R_PAREN', 'R_BRACE', 'CARET', 'expr_atom', '__ANON_3']"
632f971e837ac920af686c9f_f_0_1_0,SET,\mathbb R^3,,"['algebra-precalculus', 'analytic-geometry']","['\\mathbb', 'R', '^', '3']","['set_expr', 'SET_FAT', '__ANON_0', 'CARET', '__ANON_3']"
632f971e837ac920af686d9d_f_0_0_0,SET,\mathbb{R}^3,,"['analytic-geometry', 'surfaces', 'ellipsoids']","['\\mathbb{R}', '^', '3']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
632fcd17837ac920af6db712_f_1_9_0,SCAL,\dfrac{3}{4},,"['functions', 'analytic-geometry']","['\\dfrac', '{', '3', '}', '{', '4', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
633004bc837ac920af730ba1_f_1_0_0,FUNC,"F(x,y) = x^4 - 4 x^3 + 2 x^2 y^2 - 4 x y^2 + 16 x + y^4 - 16.",,"['differential-geometry', 'euclidean-geometry', 'analytic-geometry']","['F', '(', 'x', ',', 'y', ')', '=', 'x', '^', '4', '-', '4', 'x', '^', '3', '+', '2', 'x', '^', '2', 'y', '^', '2', '-', '4', 'x', 'y', '^', '2', '+', '16', 'x', '+', 'y', '^', '4', '-', '16']","['func_expr', 'func_name_arg', 'func_name', '__ANON_0', 'L_PAREN', 'func_arg', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'additive', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_1', 'ADD', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', 'integer', '__ANON_3', '__ANON_3']"
632fcd18837ac920af6dbfba_f_0_4_0,SCAL,\frac{6}{5},the result,['analytic-geometry'],"['\\frac', '{', '6', '}', '{', '5', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632fcd1a837ac920af6dce24_f_0_7_0,SCAL,\frac{a}{2},the quantities,"['geometry', 'analytic-geometry']","['\\frac', '{', 'a', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
