fid,mtype,exprstr,mention,tags
63271c3106a69a3f488dfef8_f_2_146_0,SCAL,(((((((1\times2)\times3)\times4)+5)+6)-7)\times8)\times9,,['elementary-number-theory']
632fbf59837ac920af6c830c_f_2_0_0,SCAL,a^2b^2(a^2+b^2),,"['algebra-precalculus', 'elementary-number-theory', 'euclidean-geometry', 'pythagorean-triples']"
63271c3106a69a3f488dfef8_f_2_147_0,SCAL,(((((((1+2)\times3)\times4)+5)-6)-7)\times8)\times9,,['elementary-number-theory']
63271c3106a69a3f488dfef8_f_2_148_0,SCAL,(((((((1-2)\times3)-4)+5)+6)\times7)\times8)\times9,,['elementary-number-theory']
632fbf59837ac920af6c830c_f_2_2_0,SCAL,a^2b^2(a^2+b^2+2ab),,"['algebra-precalculus', 'elementary-number-theory', 'euclidean-geometry', 'pythagorean-triples']"
63271c3106a69a3f488dfef8_f_2_149_0,SCAL,(((((((1\times2)-3)+4)-5)+6)\times7)\times8)\times9,,['elementary-number-theory']
63271c3106a69a3f488dfef8_f_2_150_0,SCAL,(((((((1\div2)-3)\times4)\div5)+6)\times7)\times8)\times9,,['elementary-number-theory']
632fbf59837ac920af6c830c_f_2_4_0,SCAL,a^2b^2(a+b)^2,,"['algebra-precalculus', 'elementary-number-theory', 'euclidean-geometry', 'pythagorean-triples']"
63271c3106a69a3f488dfef8_f_2_151_0,SCAL,(((((((1+2)\div3)+4)+5)-6)\times7)\times8)\times9,,['elementary-number-theory']
63271c3106a69a3f488dfef8_f_2_152_0,SCAL,(((((((1+2)\times3)-4)+5)-6)\times7)\times8)\times9,,['elementary-number-theory']
63271c3106a69a3f488dfef8_f_2_153_0,SCAL,(((((((1+2)+3)-4)\times5)-6)\times7)\times8)\times9,,['elementary-number-theory']
63271c3106a69a3f488dfef8_f_2_154_0,SCAL,(((((((1\times2)\times3)-4)\times5)-6)\times7)\times8)\times9,,['elementary-number-theory']
632ffde1837ac920af72a6e3_f_2_10_0,SCAL,(a-3)^2 - 12,square,"['elementary-number-theory', 'contest-math', 'diophantine-equations']"
63271c3106a69a3f488dfef8_f_2_155_0,SCAL,(((((((1-2)\div3)-4)+5)\times6)\times7)\times8)\times9,,['elementary-number-theory']
63271c3106a69a3f488dff0d_f_0_1_0,SCAL,7^{5^{3^{2}}},,"['elementary-number-theory', 'prime-numbers', 'factoring', 'prime-factorization']"
63271c3106a69a3f488dff0d_f_0_4_0,SCAL,2^{3^{5^{7^{11}}}},,"['elementary-number-theory', 'prime-numbers', 'factoring', 'prime-factorization']"
63271c3106a69a3f488dff0d_f_0_5_0,SCAL,11^{7^{5^{3^{2}}}},,"['elementary-number-theory', 'prime-numbers', 'factoring', 'prime-factorization']"
63271c3106a69a3f488dff0d_f_2_12_0,SCAL,2^{3^{5^7}},the term,"['elementary-number-theory', 'prime-numbers', 'factoring', 'prime-factorization']"
63271c3106a69a3f488dff0d_f_2_15_0,SCAL,7^{5^{3^2}},,"['elementary-number-theory', 'prime-numbers', 'factoring', 'prime-factorization']"
632ffde1837ac920af72a705_f_1_8_0,SET,"\{2,2,1,2,1\}",,['elementary-number-theory']
632f834b837ac920af66f6a8_f_1_4_0,SCAL,\dfrac{\binom{x-1}{i-1}\binom{y-x-1}{2i-x}}{2^y},,"['probability', 'elementary-number-theory', 'summation', 'expectation', 'sorting']"
63271c3106a69a3f488dff12_f_2_11_0,SCAL,(n + 1)! + 2,,"['elementary-number-theory', 'prime-numbers']"
63271c3106a69a3f488dff12_f_2_12_0,SCAL,(n + 1)! + n,,"['elementary-number-theory', 'prime-numbers']"
63271c3106a69a3f488dff12_f_2_13_0,SCAL,(n + 1)! + 1,,"['elementary-number-theory', 'prime-numbers']"
63271c3106a69a3f488dff12_f_2_15_0,SCAL,(n + 1)! + n + 1,,"['elementary-number-theory', 'prime-numbers']"
632f834b837ac920af66f6bd_f_1_0_0,SCAL,(1 2)(3 4 5),,"['elementary-number-theory', 'cyclic-groups']"
632f834b837ac920af66f71b_f_0_1_0,SCAL,1002004008016032,,"['elementary-number-theory', 'prime-factorization']"
632ffde2837ac920af72a817_f_2_2_0,SCAL,\frac {3n^2-11n}{n+3},,"['elementary-number-theory', 'divisibility', 'natural-numbers']"
632ffde2837ac920af72a817_f_3_0_0,SCAL,\frac{3n^3-11n}{n+3},,"['elementary-number-theory', 'divisibility', 'natural-numbers']"
632f834b837ac920af66f7b5_f_1_4_0,SCAL,\frac{n}{2^kd},,"['algebra-precalculus', 'elementary-number-theory', 'functions', 'totient-function']"
632ffde2837ac920af72a8a6_f_0_9_0,FUNC,f(x)=x(x^2-1)(x^2-10),,"['algebra-precalculus', 'elementary-number-theory', 'polynomials', 'proof-writing', 'solution-verification']"
632f834b837ac920af66f7b5_f_2_11_0,SCAL,2\times n/2,,"['algebra-precalculus', 'elementary-number-theory', 'functions', 'totient-function']"
632fbf5a837ac920af6c850d_f_2_7_0,SCAL,2(2n^2+2m^2+2m+2n+1),,"['elementary-number-theory', 'proof-verification']"
632fbf5a837ac920af6c85e1_f_0_5_0,FUNC, P (x) = ax ^ 3 + bx ^ 2 + cx + d,,"['number-theory', 'elementary-number-theory', 'polynomials']"
632fbf5a837ac920af6c85e1_f_0_9_0,SET, \mathbb Z [x] ,,"['number-theory', 'elementary-number-theory', 'polynomials']"
632f834b837ac920af66f821_f_0_1_0,SCAL,2^{3n+1}+ 3 \times 5^{2n+1},the quantity   f_0_1_0,"['elementary-number-theory', 'discrete-mathematics']"
63271c3106a69a3f488e0043_f_1_33_0,SCAL,(bc^{-1})^3,,"['elementary-number-theory', 'modular-arithmetic']"
63271c3106a69a3f488e0043_f_1_36_0,SCAL,(bc^{-1})^3,,"['elementary-number-theory', 'modular-arithmetic']"
632ffde2837ac920af72aa99_f_0_6_0,SCAL,2^{2^{k+18}} + 3^{2^{k+18}} + 5^{2^{k+18}},,"['elementary-number-theory', 'proof-writing', 'solution-verification', 'modular-arithmetic', 'divisibility']"
632ffde2837ac920af72aa99_f_0_13_0,SCAL,2^{2^{k+18}},,"['elementary-number-theory', 'proof-writing', 'solution-verification', 'modular-arithmetic', 'divisibility']"
632fbf5a837ac920af6c861c_f_0_8_0,SCAL,1111111111111,,"['elementary-number-theory', 'proof-writing']"
63271c3106a69a3f488e0048_f_5_19_0,FUNC,"
f(n)=\dfrac{a^{n^2-1}}{n!-b^{n+1}}
",an exemple,['elementary-number-theory']
632ffde2837ac920af72aace_f_0_3_0,FUNC,F(x)=2x^2-1,,"['elementary-number-theory', 'prime-numbers']"
632ffde2837ac920af72aace_f_1_26_0,SCAL,18y^2+24y+7,The third case,"['elementary-number-theory', 'prime-numbers']"
632f834b837ac920af66f912_f_2_29_0,SCAL,999999\cdot 10^k,,"['number-theory', 'elementary-number-theory', 'divisor-sum']"
632ffde2837ac920af72ac9b_f_0_2_0,FUNC,f(x)=(x^2-1)^2(x^2+1) ,,['elementary-number-theory']
632ffde2837ac920af72ad18_f_2_1_0,SCAL,(a+d)+(a+d)!,the other hand,"['elementary-number-theory', 'discrete-mathematics']"
632f834b837ac920af66f9f1_f_0_9_0,SCAL,\frac{x^{a}-1}{x-1},,"['elementary-number-theory', 'prime-numbers', 'modular-arithmetic', 'multiplicative-order']"
632f834b837ac920af66f9f1_f_2_1_0,SCAL,\frac{x^a-1}{x-1},divides,"['elementary-number-theory', 'prime-numbers', 'modular-arithmetic', 'multiplicative-order']"
632ffde2837ac920af72ad48_f_1_31_0,SCAL,10^{1996/2},,['elementary-number-theory']
632f834b837ac920af66fa0d_f_0_0_0,SCAL,\frac{m}{2^n},the form,"['elementary-number-theory', 'decimal-expansion']"
632f834b837ac920af66fa0d_f_1_5_0,SCAL,\frac{1}{16},,"['elementary-number-theory', 'decimal-expansion']"
632f834b837ac920af66fa0d_f_1_6_0,SCAL,\frac{2}{16},,"['elementary-number-theory', 'decimal-expansion']"
632f834b837ac920af66fa0d_f_1_7_0,SCAL,\frac{3}{16},,"['elementary-number-theory', 'decimal-expansion']"
632f834b837ac920af66fa0d_f_1_14_0,SCAL,\frac{4}{16},,"['elementary-number-theory', 'decimal-expansion']"
632fbf5a837ac920af6c8835_f_0_52_0,SCAL,5 \times 10^{9},,"['elementary-number-theory', 'recreational-mathematics', 'decimal-expansion']"
632f834b837ac920af66fa8b_f_1_2_0,SCAL,\frac{1}{10^{n}-1},,"['number-theory', 'elementary-number-theory', 'analytic-number-theory', 'fractions', 'carmichael-function']"
632ffde2837ac920af72ae2f_f_0_1_0,SCAL,\frac{u}{v},,"['elementary-number-theory', 'approximation']"
632ffde2837ac920af72ae32_f_0_0_0,SCAL,a\cdot x+b\cdot y,,['elementary-number-theory']
632fbf5a837ac920af6c8835_f_2_23_0,SCAL,9\cdot 10 + 31,,"['elementary-number-theory', 'recreational-mathematics', 'decimal-expansion']"
632f834b837ac920af66fb13_f_0_8_0,FUNC,f\colon\mathbb N\to\mathbb N,,"['elementary-number-theory', 'examples-counterexamples', 'function-and-relation-composition', 'multiplicative-function']"
632f834b837ac920af66fb13_f_0_9_0,FUNC,g\colon\mathbb N\to\mathbb C,,"['elementary-number-theory', 'examples-counterexamples', 'function-and-relation-composition', 'multiplicative-function']"
632ffde2837ac920af72ae68_f_1_29_0,FUNC,d(v) = d(w),,"['combinatorics', 'number-theory', 'elementary-number-theory', 'contest-math']"
63271c3106a69a3f488e007c_f_5_271_0,SCAL,1134903170 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_273_0,SCAL,1836311903 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_279_0,SCAL,2971215073 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_281_0,SCAL,4807526976 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_287_0,SCAL,7778742049 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_289_0,SCAL,12586269025 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_295_0,SCAL,20365011074 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_297_0,SCAL,32951280099 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_303_0,SCAL,53316291173 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_305_0,SCAL,86267571272 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_311_0,SCAL,139583862445 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_313_0,SCAL,225851433717 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_319_0,SCAL,365435296162 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_321_0,SCAL,591286729879 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_327_0,SCAL,956722026041 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_329_0,SCAL,1548008755920 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_335_0,SCAL,2504730781961 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_337_0,SCAL,4052739537881 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_343_0,SCAL,6557470319842 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_345_0,SCAL,10610209857723 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_351_0,SCAL,17167680177565 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_353_0,SCAL,27777890035288 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
632ffde3837ac920af72aef4_f_1_0_0,SCAL,\frac{1}{7},,"['combinatorics', 'elementary-number-theory']"
63271c3106a69a3f488e007c_f_5_359_0,SCAL,44945570212853 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
632ffde3837ac920af72aef4_f_1_1_0,SCAL,\binom{1400}{31},,"['combinatorics', 'elementary-number-theory']"
63271c3106a69a3f488e007c_f_5_361_0,SCAL,72723460248141 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_367_0,SCAL,117669030460994 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_369_0,SCAL,190392490709135 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_375_0,SCAL,308061521170129 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_377_0,SCAL,498454011879264 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
632ffde3837ac920af72aef4_f_1_23_0,SCAL,\binom{1400}{31}/7,,"['combinatorics', 'elementary-number-theory']"
63271c3106a69a3f488e007c_f_5_383_0,SCAL,806515533049393 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_385_0,SCAL,1304969544928657 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
632ffde3837ac920af72af2f_f_1_1_0,FUNC,"
P(x)=(x^2+ax+b)(x^2+cx+d)
",,"['elementary-number-theory', 'polynomials', 'irreducible-polynomials']"
63271c3106a69a3f488e007c_f_5_391_0,SCAL,2111485077978050 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_393_0,SCAL,3416454622906707 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_399_0,SCAL,5527939700884757 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_401_0,SCAL,8944394323791464 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
632ffde3837ac920af72afcc_f_0_0_0,SCAL,6^{273} + 8^{273},the remainder,"['elementary-number-theory', 'solution-verification', 'modular-arithmetic', 'contest-math', 'congruence-relations']"
63271c3106a69a3f488e007c_f_5_407_0,SCAL,14472334024676221 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_409_0,SCAL,23416728348467685 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
632f834c837ac920af66fbf3_f_3_10_0,SCAL, as a factor and ,,['elementary-number-theory']
63271c3106a69a3f488e007c_f_5_415_0,SCAL,37889062373143906 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_417_0,SCAL,61305790721611591 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_423_0,SCAL,99194853094755497 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_425_0,SCAL,160500643816367088 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_431_0,SCAL,259695496911122585 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_433_0,SCAL,420196140727489673 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_439_0,SCAL,679891637638612258 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_441_0,SCAL,1100087778366101931 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_447_0,SCAL,1779979416004714189 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_449_0,SCAL,2880067194370816120 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
632f834c837ac920af66fc21_f_0_1_0,SCAL,\frac{ac}{bd},a perfect square,"['number-theory', 'elementary-number-theory', 'rational-numbers', 'integers', 'square-numbers']"
63271c3106a69a3f488e007c_f_5_455_0,SCAL,4660046610375530309 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_457_0,SCAL,7540113804746346429 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_463_0,SCAL,12200160415121876738 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_465_0,SCAL,19740274219868223167 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_471_0,SCAL,31940434634990099905 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_473_0,SCAL,51680708854858323072 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_479_0,SCAL,83621143489848422977 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_481_0,SCAL,135301852344706746049 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
632f834c837ac920af66fc23_f_0_21_0,SCAL, coprime to ,,"['number-theory', 'elementary-number-theory', 'polynomials']"
63271c3106a69a3f488e007c_f_5_487_0,SCAL,218922995834555169026 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_489_0,SCAL,354224848179261915075 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_495_0,SCAL,573147844013817084101 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_497_0,SCAL,927372692193078999176 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_503_0,SCAL,1500520536206896083277 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_505_0,SCAL,2427893228399975082453 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
632ffde3837ac920af72b0f9_f_2_3_0,SCAL,(1-x)^{k-j},,['elementary-number-theory']
63271c3106a69a3f488e007c_f_5_511_0,SCAL,3928413764606871165730 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_513_0,SCAL,6356306993006846248183 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
632fbf5b837ac920af6c8a6a_f_3_22_0,SCAL,\frac{q+263}{2q-1},,"['elementary-number-theory', 'modular-arithmetic']"
63271c3106a69a3f488e007c_f_5_519_0,SCAL,10284720757613717413913 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_521_0,SCAL,16641027750620563662096 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
632f834c837ac920af66fc2d_f_0_0_0,SCAL,10^{10^{10^n}} + 10^{10^n} + 10^{n} - 1,,"['elementary-number-theory', 'divisibility']"
63271c3106a69a3f488e007c_f_5_527_0,SCAL,26925748508234281076009 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_529_0,SCAL,43566776258854844738105 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_535_0,SCAL,70492524767089125814114 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_537_0,SCAL,114059301025943970552219 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_543_0,SCAL,184551825793033096366333 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_545_0,SCAL,298611126818977066918552 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_551_0,SCAL,483162952612010163284885 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_553_0,SCAL,781774079430987230203437 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_559_0,SCAL,1264937032042997393488322 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_561_0,SCAL,2046711111473984623691759 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_567_0,SCAL,3311648143516982017180081 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_569_0,SCAL,5358359254990966640871840 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_575_0,SCAL,8670007398507948658051921 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_577_0,SCAL,14028366653498915298923761 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_583_0,SCAL,22698374052006863956975682 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_585_0,SCAL,36726740705505779255899443 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_591_0,SCAL,59425114757512643212875125 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_593_0,SCAL,96151855463018422468774568 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_599_0,SCAL,155576970220531065681649693 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_601_0,SCAL,251728825683549488150424261 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_607_0,SCAL,407305795904080553832073954 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_609_0,SCAL,659034621587630041982498215 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_615_0,SCAL,1066340417491710595814572169 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_617_0,SCAL,1725375039079340637797070384 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
632ffde3837ac920af72b1ac_f_1_8_0,SCAL,99\cdot(96-80),,"['elementary-number-theory', 'integers']"
63271c3106a69a3f488e007c_f_5_623_0,SCAL,2791715456571051233611642553 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_625_0,SCAL,4517090495650391871408712937 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_631_0,SCAL,7308805952221443105020355490 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_633_0,SCAL,11825896447871834976429068427 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_639_0,SCAL,19134702400093278081449423917 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_641_0,SCAL,30960598847965113057878492344 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_647_0,SCAL,50095301248058391139327916261 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_649_0,SCAL,81055900096023504197206408605 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_655_0,SCAL,131151201344081895336534324866 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_657_0,SCAL,212207101440105399533740733471 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_663_0,SCAL,343358302784187294870275058337 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_665_0,SCAL,555565404224292694404015791808 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_671_0,SCAL,898923707008479989274290850145 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
632ffde3837ac920af72b1ac_f_2_22_0,SCAL,99m + m + n,,"['elementary-number-theory', 'integers']"
63271c3106a69a3f488e007c_f_5_673_0,SCAL,1454489111232772683678306641953 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_679_0,SCAL,2353412818241252672952597492098 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_681_0,SCAL,3807901929474025356630904134051 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_687_0,SCAL,6161314747715278029583501626149 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_689_0,SCAL,9969216677189303386214405760200 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_695_0,SCAL,16130531424904581415797907386349 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_697_0,SCAL,26099748102093884802012313146549 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_703_0,SCAL,42230279526998466217810220532898 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_705_0,SCAL,68330027629092351019822533679447 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_711_0,SCAL,110560307156090817237632754212345 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_713_0,SCAL,178890334785183168257455287891792 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_719_0,SCAL,289450641941273985495088042104137 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
63271c3106a69a3f488e007c_f_5_721_0,SCAL,468340976726457153752543329995929 ,,"['elementary-number-theory', 'prime-numbers', 'fibonacci-numbers']"
