fid,mtype,exprstr,mention,tags
63271c3606a69a3f488e36c2_f_1_5_0,SCAL,\frac{1}{n(n+1)},,['algebra-precalculus']
632f8a02837ac920af676e88_f_5_1_0,SCAL, a (x-h)^2 + k ,,"['algebra-precalculus', 'soft-question', 'proof-writing', 'completing-the-square']"
632fc61f837ac920af6cf186_f_1_2_0,SCAL,5 (x+1/x)-12 (y+1/y),,"['algebra-precalculus', 'inequality', 'systems-of-equations']"
632fc61f837ac920af6cf186_f_1_3_0,SCAL,12 (y + 1/y) - 13 (z + 1/z),,"['algebra-precalculus', 'inequality', 'systems-of-equations']"
63271c3606a69a3f488e377a_f_1_2_0,FUNC,f(x) = c + \frac{d-c}{b-a} (x-a),,"['algebra-precalculus', 'elementary-set-theory']"
632fc61f837ac920af6cf1be_f_0_3_0,FUNC,s(x) = f(x) + g(x) ,any explanation,"['algebra-precalculus', 'functions']"
632fc61f837ac920af6cf1be_f_0_5_0,FUNC, g(x) = \frac{1}{4}x^2,,"['algebra-precalculus', 'functions']"
632f8a02837ac920af676e9a_f_2_34_0,SCAL, and another one with angle ,,"['algebra-precalculus', 'trigonometry']"
632fc61f837ac920af6cf1be_f_0_7_0,FUNC,g(x)= \frac{1}{8}x,,"['algebra-precalculus', 'functions']"
632fc61f837ac920af6cf1be_f_0_8_0,FUNC,f(x)=x^{\frac{3}{2}}/3,,"['algebra-precalculus', 'functions']"
632fc61f837ac920af6cf1be_f_0_9_0,FUNC,g(x) = x^{\frac{1}{2}},,"['algebra-precalculus', 'functions']"
632fc61f837ac920af6cf1be_f_0_10_0,FUNC,f(x) =1/4x^2,,"['algebra-precalculus', 'functions']"
632fc61f837ac920af6cf1be_f_0_11_0,FUNC,g(x) = (lnx)/2,,"['algebra-precalculus', 'functions']"
632f8a02837ac920af676e9a_f_2_40_0,SCAL, in first quadrant has sine ,,"['algebra-precalculus', 'trigonometry']"
632fc61f837ac920af6cf1be_f_0_12_0,FUNC,f(x) = e^x/4,,"['algebra-precalculus', 'functions']"
632fc61f837ac920af6cf1be_f_0_13_0,FUNC,g(x) = e^{-x},,"['algebra-precalculus', 'functions']"
632f8a02837ac920af676e9a_f_2_43_0,SCAL, in second quadrant has sine ,,"['algebra-precalculus', 'trigonometry']"
632fc61f837ac920af6cf282_f_0_0_0,SCAL,4x^2 - 4x + 3,,['algebra-precalculus']
632fc61f837ac920af6cf282_f_0_3_0,SCAL,(x - \frac{1}{2})^2 + \frac{1}{2},,['algebra-precalculus']
632fc61f837ac920af6cf282_f_0_4_0,SCAL,(2x - 1)^2 + 2,my textbook,['algebra-precalculus']
632fc61f837ac920af6cf282_f_0_7_0,SCAL,\frac{1}{2},,['algebra-precalculus']
632fc61f837ac920af6cf282_f_0_10_0,SCAL,a(x+d)^2 + ae,,['algebra-precalculus']
632fc61f837ac920af6cf282_f_0_11_0,SCAL,(x+d)^2 + e,,['algebra-precalculus']
63271c3606a69a3f488e37cf_f_3_7_0,SCAL,100x^3 + 60x^2 + 12x,,"['algebra-precalculus', 'elementary-number-theory']"
632f8a02837ac920af676f25_f_3_2_0,SCAL,x^3-3b^2x+c,the function,"['algebra-precalculus', 'roots', 'cubics']"
63271c3606a69a3f488e380c_f_0_11_0,SCAL,\frac{3}{2},,"['algebra-precalculus', 'geometry', 'trigonometry', 'parametric']"
632fc61f837ac920af6cf329_f_1_3_0,SCAL,(1-i)^{3n+3},,"['algebra-precalculus', 'complex-numbers']"
633004c2837ac920af7333e5_f_0_0_0,SCAL,\frac{1}{4},the answer,"['probability', 'algebra-precalculus', 'probability-theory', 'discrete-mathematics', 'geometric-probability']"
633004c2837ac920af7333e5_f_0_1_0,SCAL,\frac{1}{2},,"['probability', 'algebra-precalculus', 'probability-theory', 'discrete-mathematics', 'geometric-probability']"
63271c3606a69a3f488e380c_f_0_20_0,FUNC,y(t) = \frac{3}{2},,"['algebra-precalculus', 'geometry', 'trigonometry', 'parametric']"
633004c2837ac920af7333e9_f_3_10_0,SCAL,\frac{1}{1-x},,"['sequences-and-series', 'algebra-precalculus', 'logarithms', 'problem-solving']"
63271c3606a69a3f488e386b_f_1_2_0,SCAL,\frac{4}{10},,['algebra-precalculus']
63271c3606a69a3f488e386b_f_1_3_0,SCAL,\frac{16}{100},,['algebra-precalculus']
63271c3606a69a3f488e386b_f_1_4_0,SCAL,\frac{64}{1000},,['algebra-precalculus']
632f8a03837ac920af67703a_f_2_3_0,SCAL,\frac{1}{x},the left,"['calculus', 'algebra-precalculus', 'limits']"
63271c3606a69a3f488e386b_f_1_5_0,SCAL,\frac{256}{10000},,['algebra-precalculus']
63271c3606a69a3f488e386b_f_1_6_0,SCAL,\frac{1024}{100000},,['algebra-precalculus']
632f8a03837ac920af677110_f_0_1_0,FUNC,g(n)  = n^\frac{1 }{ 80},,"['algebra-precalculus', 'discrete-mathematics']"
632f8a03837ac920af677110_f_0_3_0,SCAL,\frac{f(n) }{ g(n)},,"['algebra-precalculus', 'discrete-mathematics']"
632f8a03837ac920af677110_f_0_4_0,SCAL,n^\frac{1 }{ 80},,"['algebra-precalculus', 'discrete-mathematics']"
632fc61f837ac920af6cf478_f_0_24_0,FUNC,B(1)=+\frac{1}{2},,"['calculus', 'algebra-precalculus', 'summation', 'bernoulli-numbers']"
63271c3706a69a3f488e39b7_f_0_3_0,FUNC,f(x) = x^2-4x+5,,"['algebra-precalculus', 'elementary-set-theory', 'inverse']"
63271c3706a69a3f488e39b7_f_1_0_0,FUNC,f(x) = (x - 2)^2 + 1,,"['algebra-precalculus', 'elementary-set-theory', 'inverse']"
632f8a03837ac920af677120_f_6_6_0,SCAL,(1-u)^{1/2},,"['calculus', 'real-analysis', 'algebra-precalculus', 'limits-without-lhopital']"
63271c3706a69a3f488e39e7_f_1_7_0,SET,\mathbb R^2,,['algebra-precalculus']
632f8a03837ac920af67716f_f_1_2_0,FUNC,p(x) = ux^4 + vx^2 + w,,['algebra-precalculus']
632f8a03837ac920af67716f_f_1_10_0,SCAL,x^{40}(x^{60} + 2x^{58} + 14 x^{56} + 11 x^{54} - x^{10} + ax^{6} + bx^{4} + c),,['algebra-precalculus']
632f8a03837ac920af67716f_f_1_14_0,SCAL,x^{60} + 2x^{58} + 14 x^{56} + 11 x^{54} - x^{10} + ax^{6} + bx^{4} + c,,['algebra-precalculus']
63271c3706a69a3f488e3a11_f_0_1_0,SCAL,x^3 - 9x^2 + 18x - 12.,,"['algebra-precalculus', 'polynomials', 'radicals']"
633004c2837ac920af7335cf_f_0_1_0,SCAL,{(a^2-x^2)(a^2+x^2)},factoring,"['calculus', 'integration', 'algebra-precalculus', 'indefinite-integrals']"
63271c3706a69a3f488e3a11_f_4_1_0,SCAL,(y + 3)^3 -9(y + 3)^2 + 18(y + 3) - 12,,"['algebra-precalculus', 'polynomials', 'radicals']"
632fc61f837ac920af6cf534_f_0_2_0,SCAL,(ab+bc+ca-2abc),,"['algebra-precalculus', 'inequality', 'polynomials', 'maxima-minima']"
63271c3706a69a3f488e3a11_f_4_2_0,SCAL,y^3 - 9y - 12,,"['algebra-precalculus', 'polynomials', 'radicals']"
633004c2837ac920af7335cf_f_0_3_0,SCAL,(x^2+a^2+ax)(x^2+a^2-ax),,"['calculus', 'integration', 'algebra-precalculus', 'indefinite-integrals']"
633004c2837ac920af7335dc_f_0_5_0,SCAL,a^{12}-144a^{-1},,"['algebra-precalculus', 'contest-math', 'systems-of-equations', 'fibonacci-numbers']"
633004c2837ac920af7335dc_f_0_10_0,SCAL,a^{12}-144a^{-1},,"['algebra-precalculus', 'contest-math', 'systems-of-equations', 'fibonacci-numbers']"
633004c2837ac920af7335dc_f_0_11_0,SCAL,a^{12}-144a^{-1},,"['algebra-precalculus', 'contest-math', 'systems-of-equations', 'fibonacci-numbers']"
632f8a03837ac920af677181_f_0_9_0,SCAL, is a square at ,,['algebra-precalculus']
63271c3706a69a3f488e3ac4_f_2_0_0,FUNC,f:\mathbb{R} \to \mathbb{R},,['algebra-precalculus']
633004c2837ac920af733662_f_1_1_0,FUNC,P(x)=(1+x+x^2)^n,,"['algebra-precalculus', 'number-theory']"
632fc61f837ac920af6cf5df_f_1_8_0,SCAL,\dfrac{1}{875},,"['algebra-precalculus', 'limits', 'infinity', 'foundations', 'big-picture']"
632f8a03837ac920af6771eb_f_0_19_0,SCAL,\frac{5}{8},,"['matrices', 'algebra-precalculus', 'geometry', 'transpose']"
633004c2837ac920af733662_f_3_1_0,SCAL, ( 1 + x + x^2 ) ^n,,"['algebra-precalculus', 'number-theory']"
63271c3706a69a3f488e3ae9_f_0_1_0,SCAL,(x + y + z)^3,,['algebra-precalculus']
632f8a03837ac920af67721f_f_0_17_0,FUNC,"f(1000,80,4400)=1425",,"['algebra-precalculus', 'functions', 'systems-of-equations']"
632f8a03837ac920af67721f_f_0_18_0,FUNC,"f(2000,80,4400)=1700",,"['algebra-precalculus', 'functions', 'systems-of-equations']"
632f8a03837ac920af67721f_f_0_19_0,FUNC,"f(2000,60,4400)=1650",,"['algebra-precalculus', 'functions', 'systems-of-equations']"
632fc61f837ac920af6cf5ea_f_2_0_0,SCAL,\frac {543}{256},an approximation,"['algebra-precalculus', 'approximation']"
63271c3706a69a3f488e3b1d_f_0_0_0,SCAL,-4(5x - 3) ^2,the following,"['algebra-precalculus', 'factoring']"
63271c3706a69a3f488e3b1d_f_0_1_0,SCAL,5(y^2 - 45) ,,"['algebra-precalculus', 'factoring']"
63271c3706a69a3f488e3b1d_f_0_3_0,SCAL,5 (y+3) (y-3),,"['algebra-precalculus', 'factoring']"
632f8a03837ac920af67721f_f_1_6_0,FUNC,"f(x,y) = 0.275x+2.5y+950",,"['algebra-precalculus', 'functions', 'systems-of-equations']"
63271c3706a69a3f488e3b21_f_0_2_0,SCAL,(a^2-2ab+b^2)+(b^2-2bc+c^2)+(a^2-2ac+c^2),,['algebra-precalculus']
63271c3706a69a3f488e3b21_f_0_3_0,SCAL, 2a^2+2b^2+2c^2-2ab-2bc-2ac ,,['algebra-precalculus']
632fc61f837ac920af6cf5ea_f_2_16_0,SCAL,2.1213203435596425732025330863145,decimals,"['algebra-precalculus', 'approximation']"
63271c3706a69a3f488e3b21_f_0_4_0,SCAL, 2(a^2+b^2+c^2-ab-bc-ac),,['algebra-precalculus']
63271c3706a69a3f488e3b21_f_2_0_0,SCAL,(a-b)^2+(b-c)^2+(c-a)^2,,['algebra-precalculus']
632f8a03837ac920af677236_f_2_1_0,SCAL,\dfrac{1}{10},,"['sequences-and-series', 'algebra-precalculus']"
632fc61f837ac920af6cf5ea_f_2_22_0,SCAL,1.5106237309504880168872420966667e-4,,"['algebra-precalculus', 'approximation']"
632fc61f837ac920af6cf5ea_f_2_24_0,SCAL,-1.5107851088285175079746363557438e-4,,"['algebra-precalculus', 'approximation']"
632f8a03837ac920af677236_f_2_6_0,SCAL,\dfrac{2}{10},,"['sequences-and-series', 'algebra-precalculus']"
632f8a03837ac920af677236_f_2_7_0,SCAL,\dfrac{1}{10},,"['sequences-and-series', 'algebra-precalculus']"
632f8a03837ac920af67724f_f_2_0_0,SCAL,\frac{1}{a},,['algebra-precalculus']
632fc61f837ac920af6cf5fd_f_0_3_0,SCAL,10\frac{m}{s^{2}},the gravity,"['algebra-precalculus', 'physics']"
633004c2837ac920af73370d_f_1_15_0,SCAL,\frac{a}{b},,"['algebra-precalculus', 'proof-writing', 'ratio']"
633004c2837ac920af73370d_f_1_16_0,SCAL,\frac{x-a}{x-b},,"['algebra-precalculus', 'proof-writing', 'ratio']"
632f8a03837ac920af67725f_f_1_2_0,SCAL,-\frac{t}{a},,"['algebra-precalculus', 'functions']"
632fc61f837ac920af6cf5fd_f_0_34_0,SCAL,\frac{49}{20},,"['algebra-precalculus', 'physics']"
63271c3706a69a3f488e3c39_f_2_8_0,FUNC,\sin(x) = 2,,"['algebra-precalculus', 'functions', 'elementary-set-theory']"
632f8a03837ac920af67729a_f_0_4_0,FUNC,f(x)=\frac{(x+3)^2}{2x^2+(3-x)^2},,"['algebra-precalculus', 'inequality', 'contest-math', 'fractions', 'tangent-line-method']"
632f8a03837ac920af6772d5_f_0_0_0,SCAL,\frac{\frac{1}{{x^2}+x+2}}{1+\frac{2}{x({x^2}+x+2)}},,"['algebra-precalculus', 'fractions']"
632f8a03837ac920af6772d5_f_1_3_0,SCAL,\frac{x}{(x+1)(x^2+2)},the final answer,"['algebra-precalculus', 'fractions']"
633004c2837ac920af733833_f_0_0_0,SCAL,(27x^2-162x)/6x,The expression,['algebra-precalculus']
633004c2837ac920af733833_f_0_1_0,SCAL,(9x^2-54x)/2x,,['algebra-precalculus']
63271c3706a69a3f488e3c39_f_8_0_0,FUNC,f:\mathbb{R}\to\mathbb{R},,"['algebra-precalculus', 'functions', 'elementary-set-theory']"
63271c3706a69a3f488e3c39_f_8_8_0,FUNC,f:\mathbb{R}\to\mathbb{R},,"['algebra-precalculus', 'functions', 'elementary-set-theory']"
632fc61f837ac920af6cf6a2_f_4_3_0,SCAL,\frac{a}{0},", the expression   f_4_3_0","['algebra-precalculus', 'polynomials', 'roots']"
632fc61f837ac920af6cf6a2_f_4_4_0,SCAL,\frac{0}{0},the expression,"['algebra-precalculus', 'polynomials', 'roots']"
63271c3706a69a3f488e3cb8_f_0_3_0,SCAL,\frac{2+(x-3)}{(x-3)},,['algebra-precalculus']
63271c3706a69a3f488e3cb8_f_0_4_0,SCAL,\frac {x-3+2}{x-3},,['algebra-precalculus']
632f8a03837ac920af67731c_f_4_5_0,SCAL,\dfrac{1000}{n},,"['algebra-precalculus', 'inequality', 'problem-solving']"
632f8a03837ac920af67731c_f_4_8_0,SCAL,\dfrac{1000}{e},,"['algebra-precalculus', 'inequality', 'problem-solving']"
632f8a03837ac920af67731c_f_4_9_0,SCAL,\dfrac{1000}{e},,"['algebra-precalculus', 'inequality', 'problem-solving']"
63271c3706a69a3f488e3cb8_f_1_5_0,SCAL,-\frac{x^2}{4}+4x-\frac{63}{4},,['algebra-precalculus']
63271c3706a69a3f488e3cce_f_0_0_0,SCAL,5000(1 + 0.04)^{10},,['algebra-precalculus']
633004c3837ac920af733916_f_0_21_0,FUNC,g(x) = -3x^2 - 2,,"['algebra-precalculus', 'quadratics', 'graphing-functions']"
633004c3837ac920af733916_f_0_23_0,FUNC,f(x) = ax^2 + bx + c,,"['algebra-precalculus', 'quadratics', 'graphing-functions']"
633004c3837ac920af733916_f_0_24_0,FUNC,g(x) = -ax^2 + c,,"['algebra-precalculus', 'quadratics', 'graphing-functions']"
63271c3706a69a3f488e3ccf_f_2_2_0,SCAL,2b+\frac{a^2}{x},,['algebra-precalculus']
63271c3706a69a3f488e3ccf_f_2_7_0,SCAL,a^2x^2+2bx^3,,['algebra-precalculus']
632fc61f837ac920af6cf6e9_f_0_4_0,SCAL,(3*7)^a+(4*7)^b,,"['algebra-precalculus', 'diophantine-equations', 'exponential-sum', 'perfect-powers']"
63271c3706a69a3f488e3cf0_f_0_3_0,SCAL,\dfrac{2}{3},,['algebra-precalculus']
63271c3706a69a3f488e3cf0_f_0_8_0,SCAL,\dfrac{3x}{50},,['algebra-precalculus']
633004c3837ac920af733aba_f_0_0_0,FUNC,f(x)=b\cdot x^a,,['algebra-precalculus']
63271c3706a69a3f488e3d0f_f_1_7_0,SCAL, rounded up to the smallest integer that is greater than or equal to ,,"['algebra-precalculus', 'closed-form']"
63271c3706a69a3f488e3d0f_f_1_10_0,SCAL, rounded down to the greatest integer that is less than or equal to ,x f_1_8_0 \lfloor x\rfloor,"['algebra-precalculus', 'closed-form']"
63271c3706a69a3f488e3d0f_f_1_12_0,SCAL, is the remainder of ,,"['algebra-precalculus', 'closed-form']"
63271c3706a69a3f488e3d0f_f_1_13_0,SCAL, when divided by ,,"['algebra-precalculus', 'closed-form']"
63271c3706a69a3f488e3d0f_f_1_15_0,SCAL, is the minimum function: the lesser of ,,"['algebra-precalculus', 'closed-form']"
632fc61f837ac920af6cf6e9_f_1_47_0,SCAL,3^a+4^b7^{b-a},,"['algebra-precalculus', 'diophantine-equations', 'exponential-sum', 'perfect-powers']"
63271c3706a69a3f488e3d8e_f_1_0_0,SCAL,2^{2n}+2^{n+1},The left side,"['algebra-precalculus', 'elementary-number-theory', 'diophantine-equations']"
63271c3706a69a3f488e3d8e_f_1_1_0,SCAL,(2^n+1)^2-1,,"['algebra-precalculus', 'elementary-number-theory', 'diophantine-equations']"
632f8a03837ac920af677370_f_6_5_0,SCAL,27 \times 4,,"['algebra-precalculus', 'elementary-number-theory', 'arithmetic', 'cryptarithm']"
633004c3837ac920af733b18_f_0_5_0,FUNC,f(x) = g((x-b)/a),,['algebra-precalculus']
633004c3837ac920af733b18_f_0_7_0,FUNC,f(y) = g((y-b)/a),,['algebra-precalculus']
633004c3837ac920af733b81_f_1_11_0,SET,"(0.33,0.28)",,"['algebra-precalculus', 'systems-of-equations']"
633004c3837ac920af733bd6_f_0_2_0,SCAL,\frac{a+(2a-3)x^2+(a-1)x^4}{(1+x^2)^2},,"['algebra-precalculus', 'fractions']"
633004c3837ac920af733bd6_f_0_4_0,SCAL,a-\frac{3x^2+x^4}{(1+x^2)^2},,"['algebra-precalculus', 'fractions']"
633004c3837ac920af733c09_f_0_3_0,SET,"[-1/2, 1/2]",,"['calculus', 'algebra-precalculus', 'derivatives', 'modules', 'absolute-value']"
63271c3706a69a3f488e3d98_f_2_8_0,SCAL,(10-((f+e)-(c+b))),,"['algebra-precalculus', 'systems-of-equations']"
63271c3706a69a3f488e3d98_f_2_12_0,SET,"\{b,c,e,f\}",,"['algebra-precalculus', 'systems-of-equations']"
63271c3706a69a3f488e3d98_f_2_15_0,SCAL,(10-((f+e)-(c+b))),,"['algebra-precalculus', 'systems-of-equations']"
632fc61f837ac920af6cf812_f_2_6_0,SCAL,\frac{dy}{dx},,"['calculus', 'algebra-precalculus']"
63271c3706a69a3f488e3e6a_f_2_10_0,SCAL,7.6545-11.9537i,,['algebra-precalculus']
63271c3706a69a3f488e3e6a_f_2_11_0,SCAL,10.0368-30.8181i,,['algebra-precalculus']
63271c3706a69a3f488e3e6a_f_2_12_0,SCAL,11.3157-49.2037i,,['algebra-precalculus']
63271c3706a69a3f488e3e7c_f_4_3_0,FUNC,"f(x, y) = 0",,"['algebra-precalculus', 'polar-coordinates']"
633004c3837ac920af733caa_f_1_24_0,SCAL,\frac{(x-1)(x-3)}{(x-2)(x-4)},,"['algebra-precalculus', 'inequality']"
633004c3837ac920af733caa_f_1_25_0,SCAL,(x-1)(x-2)(x-3)(x-4),,"['algebra-precalculus', 'inequality']"
633004c3837ac920af733caa_f_1_27_0,SCAL,\frac{(x-1)(x-3)}{(x-2)(x-4)},ratio,"['algebra-precalculus', 'inequality']"
632fc620837ac920af6cf942_f_1_0_0,SCAL,t^3 + (1-t),,"['algebra-precalculus', 'functions', 'graphing-functions']"
633004c3837ac920af733db6_f_0_0_0,SCAL,(x^4-1)(x^2-1),the remainder,"['algebra-precalculus', 'polynomials', 'complex-numbers', 'contest-math']"
633004c3837ac920af733db6_f_0_1_0,SCAL,1 + x + x^2,,"['algebra-precalculus', 'polynomials', 'complex-numbers', 'contest-math']"
633004c3837ac920af733db6_f_1_1_0,SCAL,(x-1)(x^2-1),,"['algebra-precalculus', 'polynomials', 'complex-numbers', 'contest-math']"
633004c3837ac920af733db6_f_1_2_0,SCAL,(x^4-1)(x^2-1),,"['algebra-precalculus', 'polynomials', 'complex-numbers', 'contest-math']"
63271c3706a69a3f488e3fa2_f_1_2_0,SCAL,2^{10^{10}},,['algebra-precalculus']
633004c3837ac920af733db6_f_1_6_0,SCAL,-(x-1)(x+2),,"['algebra-precalculus', 'polynomials', 'complex-numbers', 'contest-math']"
633004c3837ac920af733db6_f_2_0_0,SCAL,(x^4 - 1)(x^2 -1),method,"['algebra-precalculus', 'polynomials', 'complex-numbers', 'contest-math']"
633004c3837ac920af733db6_f_2_6_0,SCAL,(x^4 -1)(x^2-1),,"['algebra-precalculus', 'polynomials', 'complex-numbers', 'contest-math']"
633004c3837ac920af733db6_f_3_0_0,FUNC, P (x) = x^2 + x + 1,,"['algebra-precalculus', 'polynomials', 'complex-numbers', 'contest-math']"
633004c3837ac920af733db6_f_3_1_0,FUNC, Q(x) = x-1,,"['algebra-precalculus', 'polynomials', 'complex-numbers', 'contest-math']"
63271c3706a69a3f488e3ffd_f_0_0_0,SCAL,(n+1) + 2^k - 2^{k-1},the following,['algebra-precalculus']
63271c3706a69a3f488e3ffd_f_0_1_0,SCAL,(n+1) + 2^{k-1},,['algebra-precalculus']
63271c3706a69a3f488e4027_f_2_2_0,SCAL,\dfrac{-1}{x+1},,"['integration', 'algebra-precalculus', 'arithmetic', 'indefinite-integrals', 'fractions']"
63271c3706a69a3f488e4058_f_1_1_0,SCAL,x^4+4 x^2-3 x+7,,"['algebra-precalculus', 'systems-of-equations']"
632fc620837ac920af6cf9cd_f_0_1_0,SCAL,a \cdot b + a \cdot c - (b + c),,"['algebra-precalculus', 'proof-explanation', 'factoring']"
63271c3706a69a3f488e4058_f_1_2_0,SCAL,(a+5)(b+5)(c+5)(d+5),,"['algebra-precalculus', 'systems-of-equations']"
63271c3706a69a3f488e4058_f_1_3_0,SCAL,(a+x)(b+x)(c+x)(d+x),quartic,"['algebra-precalculus', 'systems-of-equations']"
632fc620837ac920af6cf9cd_f_0_3_0,SCAL,a  \cdot  (b + c) - (b + c),,"['algebra-precalculus', 'proof-explanation', 'factoring']"
632fc620837ac920af6cf9cd_f_0_5_0,SCAL,(a - 1)  \cdot  (b + c),,"['algebra-precalculus', 'proof-explanation', 'factoring']"
63271c3706a69a3f488e4058_f_3_3_0,SCAL,(a+5)(b+5)(c+5)(d+5),,"['algebra-precalculus', 'systems-of-equations']"
63271c3706a69a3f488e4058_f_3_4_0,SCAL,abcd + 5(abc + abd + acd + bcd) + 25(ab + ac + ad + bc + bd + cd) + 125(a + b + c + d) + 625.,,"['algebra-precalculus', 'systems-of-equations']"
633004c3837ac920af733e93_f_0_0_0,SCAL, \frac{(2.42 + 15.6)}{4.8} ,,"['algebra-precalculus', 'notation', 'fractions']"
632fc620837ac920af6cf9cd_f_1_13_0,SCAL,(b+c) \cdot (a-1),,"['algebra-precalculus', 'proof-explanation', 'factoring']"
633004c3837ac920af733e93_f_0_3_0,SCAL,\frac{2.42 + 15.6}{4.8},the parentheses,"['algebra-precalculus', 'notation', 'fractions']"
633004c3837ac920af733e93_f_0_4_0,SCAL,\frac{2.42}{4.8} + \frac{15.6}{4.8},,"['algebra-precalculus', 'notation', 'fractions']"
63271c3706a69a3f488e4058_f_5_5_0,FUNC,p(x)= (x+a)(x+b)(x+c)(x+d),our monic polynomial,"['algebra-precalculus', 'systems-of-equations']"
633004c3837ac920af733e93_f_2_0_0,SCAL,\dfrac{a+bc}{xy-z},,"['algebra-precalculus', 'notation', 'fractions']"
633004c3837ac920af733e93_f_2_3_0,SCAL,\dfrac{2.42 + 15.6}{4.8},,"['algebra-precalculus', 'notation', 'fractions']"
633004c3837ac920af733e93_f_2_4_0,SCAL,\dfrac{2.42}{4.8} + \dfrac{15.6}{4.8},,"['algebra-precalculus', 'notation', 'fractions']"
632fc620837ac920af6cfa5c_f_0_2_0,SCAL,3^{13005} \times 2^{8000},,"['algebra-precalculus', 'elementary-number-theory']"
63271c3706a69a3f488e4066_f_2_14_0,SCAL, is relatively prime to ,,"['algebra-precalculus', 'elementary-number-theory']"
63271c3706a69a3f488e4066_f_2_24_0,SCAL, can be set to ,e,"['algebra-precalculus', 'elementary-number-theory']"
632fc620837ac920af6cfa5c_f_3_0_0,SCAL,3^{7005} \cdot6^{8000},,"['algebra-precalculus', 'elementary-number-theory']"
632fc620837ac920af6cfa5c_f_3_10_0,SCAL,3^{7005} \cdot6^{8000},,"['algebra-precalculus', 'elementary-number-theory']"
632f8a03837ac920af6773a2_f_2_1_0,FUNC,f(a) = a^2 - a  - 1 + \frac{1}{a^a - a + 1},,"['algebra-precalculus', 'induction', 'factoring']"
633004c3837ac920af733eca_f_1_8_0,SCAL,26\frac{122}{143},,"['algebra-precalculus', 'puzzle']"
632f8a03837ac920af6773f6_f_0_0_0,SCAL,\dfrac{x^3}{x^2 + x - 6},the rational function,"['algebra-precalculus', 'partial-fractions', 'rational-functions']"
632f8a03837ac920af6773f6_f_0_11_0,SCAL,\dfrac{8}{5x - 10} + \dfrac{27}{5x + 15},,"['algebra-precalculus', 'partial-fractions', 'rational-functions']"
632fc620837ac920af6cfac6_f_2_4_0,SCAL,\frac{tan(x)}{x},this method,"['algebra-precalculus', 'trigonometry', 'transcendental-equations']"
632f8a03837ac920af6773f6_f_0_14_0,SCAL,\dfrac{7x - 6}{(x - 2)(x + 3)},exactly the result,"['algebra-precalculus', 'partial-fractions', 'rational-functions']"
633004c3837ac920af733ef0_f_0_0_0,SCAL,\frac{x^{2021}}{x^3 +x^2+x+1},this question,"['algebra-precalculus', 'polynomials', 'contest-math']"
633004c3837ac920af733ef0_f_0_5_0,SCAL,x^3+x^2+x+1,,"['algebra-precalculus', 'polynomials', 'contest-math']"
632fc620837ac920af6cfac6_f_3_3_0,SCAL,5.38\times 10^{-5},,"['algebra-precalculus', 'trigonometry', 'transcendental-equations']"
632fc620837ac920af6cfac6_f_3_5_0,SCAL,7.24\times 10^{-9},,"['algebra-precalculus', 'trigonometry', 'transcendental-equations']"
633004c3837ac920af733ef0_f_1_8_0,FUNC,g(x) = x^3 + x^2 + x + 1,,"['algebra-precalculus', 'polynomials', 'contest-math']"
633004c3837ac920af733ef0_f_1_27_0,FUNC,f(x) = q(x)g(x) + r(x),,"['algebra-precalculus', 'polynomials', 'contest-math']"
632f8a03837ac920af67743d_f_6_0_0,FUNC,f(a)=(a+\frac {1}{a})^2 +(b+\frac {1}{b})^2,,"['real-analysis', 'algebra-precalculus', 'inequality', 'cauchy-schwarz-inequality', 'jensen-inequality']"
632fc620837ac920af6cfb63_f_0_4_0,FUNC,h(x) = af(x) + bg(x),,"['algebra-precalculus', 'polynomials', 'roots', 'common-root']"
633004c3837ac920af733ef0_f_1_35_0,SCAL,r(x)+(p(x)),,"['algebra-precalculus', 'polynomials', 'contest-math']"
633004c3837ac920af733ef0_f_1_40_0,FUNC,g(x) = x^3+ x^2 + x + 1,,"['algebra-precalculus', 'polynomials', 'contest-math']"
633004c3837ac920af733ef0_f_1_41_0,FUNC,p(x) = x^2 + 1,,"['algebra-precalculus', 'polynomials', 'contest-math']"
633004c3837ac920af733ef0_f_1_46_0,FUNC,g(x) = x^2-1,example,"['algebra-precalculus', 'polynomials', 'contest-math']"
633004c3837ac920af733ef0_f_1_47_0,FUNC,f(x) = x^{2021},,"['algebra-precalculus', 'polynomials', 'contest-math']"
632fc620837ac920af6cfb98_f_3_0_0,SCAL,\frac{1}{x},,"['algebra-precalculus', 'graphing-functions']"
632fc620837ac920af6cfb98_f_3_1_0,SCAL,\frac{1}{y},,"['algebra-precalculus', 'graphing-functions']"
633004c3837ac920af733ef0_f_2_8_0,SCAL,x^2 + 2x + 2,,"['algebra-precalculus', 'polynomials', 'contest-math']"
632f8a03837ac920af6774c4_f_0_0_0,FUNC,f(x) = x^2 + \frac{1}{x^2 + 3},,"['algebra-precalculus', 'functions']"
63271c3706a69a3f488e4170_f_1_4_0,SCAL,\frac {1000!}{800!200!},,"['algebra-precalculus', 'arithmetic']"
633004c3837ac920af733ef0_f_2_15_0,SCAL,x^4 - 2x^2 + 2,,"['algebra-precalculus', 'polynomials', 'contest-math']"
632f8a03837ac920af6774e4_f_2_2_0,SCAL,(a + (n - 2)d),,"['sequences-and-series', 'algebra-precalculus', 'arithmetic-progressions']"
632f8a03837ac920af6774e4_f_2_3_0,SCAL,(a + (n - 1)d),,"['sequences-and-series', 'algebra-precalculus', 'arithmetic-progressions']"
