fid,mtype,exprstr,mention,tags
633004c9837ac920af73658d_f_0_11_0,SCAL,\frac{p}{3},,"['geometry', 'contest-math', 'euclidean-geometry', 'polygons']"
632fab06837ac920af6aa8cf_f_0_13_0,SCAL,\frac{n}{2},,"['euclidean-geometry', 'area']"
632fab06837ac920af6aa8cf_f_0_23_0,SCAL,\frac{z}{2},,"['euclidean-geometry', 'area']"
633004c9837ac920af73677a_f_2_0_0,SCAL,a^2+b^2-c^2,the area,"['euclidean-geometry', 'triangles', 'visualization', 'triangle-inequality']"
632fdafd837ac920af6f6bd8_f_0_2_0,SET,\mathbb{R}^3,,"['linear-algebra', 'geometry', 'linear-transformations', 'euclidean-geometry']"
632fab06837ac920af6aa8cf_f_0_59_0,SCAL,\frac{2n}{3},,"['euclidean-geometry', 'area']"
632fab06837ac920af6aa8cf_f_0_66_0,SCAL,\frac{2n+1}{3},,"['euclidean-geometry', 'area']"
632fab06837ac920af6aa8cf_f_0_73_0,SCAL,\frac{2n+2}{3},,"['euclidean-geometry', 'area']"
632fab06837ac920af6aa8cf_f_0_80_0,SCAL,\frac{2n}{3},,"['euclidean-geometry', 'area']"
632fab06837ac920af6aa8cf_f_0_87_0,SCAL,\frac{2n+1}{3},,"['euclidean-geometry', 'area']"
632fab06837ac920af6aa8cf_f_0_94_0,SCAL,\frac{2n-1}{3},,"['euclidean-geometry', 'area']"
632fab06837ac920af6aa8cf_f_0_100_0,SCAL,\frac{2n+p(n)}{3},,"['euclidean-geometry', 'area']"
632fab06837ac920af6aa8cf_f_0_103_0,SCAL,f(2n)-f(2n-1),,"['euclidean-geometry', 'area']"
632fab06837ac920af6aa8cf_f_0_106_0,SCAL,\frac{2(2n)+p(2n)}{3},,"['euclidean-geometry', 'area']"
632f74e2837ac920af656d4f_f_0_0_0,FUNC,"Q(x,y)=ax^2+2hxy+by^2+2gx+2fy+c",,"['geometry', 'euclidean-geometry', 'analytic-geometry']"
632fab06837ac920af6aa8cf_f_0_108_0,SCAL,\frac{4n+p(2n)}{3},,"['euclidean-geometry', 'area']"
632fab06837ac920af6aa8cf_f_0_109_0,SCAL,\frac{2(2n-1)+p(2n-1)}{3},,"['euclidean-geometry', 'area']"
633004c9837ac920af7367e8_f_1_2_0,SET,\mathbb{R}^3,,"['geometry', 'euclidean-geometry', 'affine-geometry']"
632fab06837ac920af6aa8cf_f_0_111_0,SCAL,\frac{4n-2+p(2n)-1}{3},,"['euclidean-geometry', 'area']"
632fab06837ac920af6aa8cf_f_0_113_0,SCAL,\frac{4n+p(2n)}{3}-1,,"['euclidean-geometry', 'area']"
632f74e2837ac920af656d4f_f_1_0_0,FUNC,"Q(x,y)=ax^2+2hxy+by^2+2gx+2fy+c",,"['geometry', 'euclidean-geometry', 'analytic-geometry']"
632f74e2837ac920af656db5_f_0_3_0,SET,\mathbb R^2,,['euclidean-geometry']
632fab06837ac920af6aa8cf_f_0_159_0,SCAL, - this sequence describes the values of ,,"['euclidean-geometry', 'area']"
632fab06837ac920af6aa8cf_f_0_174_0,SCAL, resulting in a sum ,,"['euclidean-geometry', 'area']"
632fdafe837ac920af6f701c_f_0_3_0,FUNC,"P(a,b,c)=0.",integer coefficient,"['abstract-algebra', 'polynomials', 'galois-theory', 'euclidean-geometry', 'geometric-construction']"
632fdafe837ac920af6f701c_f_0_7_0,FUNC,"P(a,b,c)=0.",integer coefficient,"['abstract-algebra', 'polynomials', 'galois-theory', 'euclidean-geometry', 'geometric-construction']"
632f74e3837ac920af65752c_f_1_1_0,SET,\mathbb R^n,,['euclidean-geometry']
633004ca837ac920af736a4a_f_0_20_0,SET,\mathbb{R}^2,,"['linear-algebra', 'vectors', 'euclidean-geometry', 'normed-spaces']"
633004ca837ac920af736ac2_f_1_40_0,SCAL,(1)(2)(3)(4),,"['geometry', 'trigonometry', 'vectors', 'euclidean-geometry', 'polar-coordinates']"
633004ca837ac920af736ac2_f_1_42_0,SCAL,(1)(2)(3)(4),,"['geometry', 'trigonometry', 'vectors', 'euclidean-geometry', 'polar-coordinates']"
633004ca837ac920af736c46_f_0_2_0,SCAL,\frac{m}{2},the base,"['geometry', 'trigonometry', 'euclidean-geometry', 'angle', 'polygons']"
633004ca837ac920af736c46_f_3_26_0,SCAL,\frac{m}{2},,"['geometry', 'trigonometry', 'euclidean-geometry', 'angle', 'polygons']"
632fab0b837ac920af6ac65c_f_1_3_0,SCAL,-28672-1229504 x-8266300 x^2+121550625 x^3,,"['euclidean-geometry', 'quadratics', 'conic-sections', 'geometric-construction']"
632fab0b837ac920af6ac7a9_f_1_1_0,SCAL, we are done therefor at first suppose  ,,"['geometry', 'euclidean-geometry']"
633004ca837ac920af736ed8_f_2_37_0,SCAL,\frac{r}{3},,"['euclidean-geometry', 'analytic-geometry']"
632fab0b837ac920af6ac7a9_f_1_12_0,SCAL, similarly ,,"['geometry', 'euclidean-geometry']"
632fab0b837ac920af6ac8a1_f_4_7_0,SCAL,\frac{1}{n},,"['geometry', 'euclidean-geometry']"
633004cb837ac920af7370d2_f_0_12_0,SET,\mathbb{R}^4,the vector space,"['linear-algebra', 'vector-spaces', 'euclidean-geometry']"
632fdb00837ac920af6f7ca8_f_2_6_0,SET,\mathbb{R}^2,,['euclidean-geometry']
633004cb837ac920af7370d2_f_0_15_0,SET,\mathbb{R}^4,,"['linear-algebra', 'vector-spaces', 'euclidean-geometry']"
632f74e6837ac920af658848_f_2_3_0,SET,\mathbb R^3,,"['euclidean-geometry', 'projective-geometry']"
632f74e6837ac920af658848_f_2_5_0,SET,\mathbb R^3,,"['euclidean-geometry', 'projective-geometry']"
632f74e6837ac920af658848_f_2_8_0,SET,\mathbb R^3,,"['euclidean-geometry', 'projective-geometry']"
632f74e6837ac920af658848_f_2_9_0,SET,\mathbb R^3,,"['euclidean-geometry', 'projective-geometry']"
633004cb837ac920af7372b0_f_0_0_0,SET,\mathbb{R}^3,Defines vectors,"['geometry', 'euclidean-geometry', 'analytic-geometry', 'foundations']"
633004cb837ac920af7372b0_f_0_1_0,SET,\mathbb{R}^3,,"['geometry', 'euclidean-geometry', 'analytic-geometry', 'foundations']"
632f74e7837ac920af658cd4_f_2_16_0,SCAL,\frac{1}{n},,"['geometry', 'euclidean-geometry']"
632f74e7837ac920af658cd4_f_2_17_0,SCAL,\frac{1}{n-1},,"['geometry', 'euclidean-geometry']"
633004cb837ac920af7372e6_f_1_6_0,SCAL,\frac{(1)}{(2)},,"['euclidean-geometry', 'plane-geometry']"
632f74e7837ac920af659073_f_2_2_0,SET,\mathbb R^n,,"['euclidean-geometry', 'volume']"
633004cb837ac920af73753a_f_0_10_0,SCAL,\frac{16}{3},,"['euclidean-geometry', 'plane-geometry']"
633004cc837ac920af73775d_f_0_5_0,SCAL,\frac{b(a+b)}{a-b},answer,"['euclidean-geometry', 'plane-geometry']"
633004cc837ac920af737801_f_0_1_0,FUNC,  f(x)=mx+b ,,"['differential-geometry', 'metric-spaces', 'euclidean-geometry', 'geodesic']"
632fab0d837ac920af6ad79b_f_1_7_0,SCAL,\frac{2}{3},,"['geometry', 'vectors', 'euclidean-geometry']"
633004cc837ac920af737801_f_0_10_0,FUNC, g(x)= e^bx^m  ,,"['differential-geometry', 'metric-spaces', 'euclidean-geometry', 'geodesic']"
632fab0d837ac920af6ad7da_f_2_10_0,SET,\mathbb{R}^4,,"['geometry', 'euclidean-geometry', 'big-list', 'simplex']"
633004cc837ac920af737867_f_1_9_0,SET,\mathbb{R}^2\times \mathbb{Z},a covering space,"['algorithms', 'euclidean-geometry']"
632fab0e837ac920af6adac0_f_1_3_0,SET,\mathbb{R}^3,,"['linear-algebra', 'euclidean-geometry']"
632fdb01837ac920af6f83dd_f_1_19_0,SET,"(16/5,-3/5)",,"['real-analysis', 'geometry', 'optimization', 'euclidean-geometry']"
632fab0e837ac920af6ae059_f_0_3_0,SET,\mathbb{R}^3,,"['linear-algebra', 'euclidean-geometry']"
632fab0e837ac920af6ae059_f_1_0_0,SET,\mathbb{R}^3,,"['linear-algebra', 'euclidean-geometry']"
632fab0e837ac920af6ae059_f_1_4_0,SET,\mathbb{R}^3,,"['linear-algebra', 'euclidean-geometry']"
632fab0e837ac920af6ae059_f_2_3_0,SET,\mathbb{R}^2,,"['linear-algebra', 'euclidean-geometry']"
632fab0e837ac920af6ae070_f_0_5_0,SCAL,\frac{n(n-1)}{2},,"['geometry', 'euclidean-geometry', 'spheres', 'simplex']"
632fab0e837ac920af6ae070_f_0_11_0,SCAL,\frac{n(n-1)}{2},the rotation group,"['geometry', 'euclidean-geometry', 'spheres', 'simplex']"
632fab0e837ac920af6ae070_f_0_12_0,SCAL,\frac{n^2}{2}+\frac{n}{2} - 1,the dimension,"['geometry', 'euclidean-geometry', 'spheres', 'simplex']"
632fab0e837ac920af6ae070_f_0_13_0,SCAL,\frac{n(n-1)}{2},,"['geometry', 'euclidean-geometry', 'spheres', 'simplex']"
632fab0e837ac920af6ae070_f_0_14_0,SCAL,\frac{n(n-1)}{2},the distance,"['geometry', 'euclidean-geometry', 'spheres', 'simplex']"
632fab0f837ac920af6ae16b_f_0_3_0,SCAL,\frac{2}{3}: \frac{1}{3},,"['geometry', 'euclidean-geometry', 'angle']"
632fab0f837ac920af6ae16b_f_0_26_0,SCAL,\frac{1}{4},,"['geometry', 'euclidean-geometry', 'angle']"
632f74ea837ac920af65a504_f_2_1_0,FUNC,f: S^1 \to \mathbb{R},,"['real-analysis', 'functions', 'trigonometry', 'euclidean-geometry', 'problem-solving']"
632f74ea837ac920af65a504_f_2_2_0,FUNC,"f(x,y)=\frac{1}{1-y}(x)",,"['real-analysis', 'functions', 'trigonometry', 'euclidean-geometry', 'problem-solving']"
632f74ea837ac920af65a504_f_2_5_0,SCAL,y-intercept,,"['real-analysis', 'functions', 'trigonometry', 'euclidean-geometry', 'problem-solving']"
632fdb01837ac920af6f8775_f_0_0_0,SET,\mathbb{R}^3,,"['euclidean-geometry', 'projection']"
633004cc837ac920af737bfa_f_0_11_0,SCAL,\frac{3}{4},( Answer,"['euclidean-geometry', 'plane-geometry']"
633004cc837ac920af737c25_f_0_3_0,SET,\mathbb{R}^2,,"['real-analysis', 'euclidean-geometry', 'lebesgue-measure', 'combinatorial-geometry']"
633004cc837ac920af737c25_f_0_11_0,SET,\mathbb{R}^2,,"['real-analysis', 'euclidean-geometry', 'lebesgue-measure', 'combinatorial-geometry']"
632fb20e837ac920af6ae691_f_0_16_0,SET,\mathbb{R}^3,,"['geometry', 'euclidean-geometry', 'analytic-geometry']"
632fb20e837ac920af6ae744_f_0_5_0,SET,\mathbb R^2,,"['general-topology', 'geometry', 'euclidean-geometry', 'convex-geometry']"
632fb20e837ac920af6ae744_f_1_1_0,SET,\mathbb R^2,,"['general-topology', 'geometry', 'euclidean-geometry', 'convex-geometry']"
632fb20e837ac920af6ae744_f_1_3_0,SET,\mathbb R^2,,"['general-topology', 'geometry', 'euclidean-geometry', 'convex-geometry']"
632fb20e837ac920af6ae744_f_1_6_0,SET,\mathbb R^2,the space   f_1_6_0,"['general-topology', 'geometry', 'euclidean-geometry', 'convex-geometry']"
632fdb02837ac920af6f8cea_f_2_1_0,SET,\mathbb R^n,,"['linear-algebra', 'geometry', 'euclidean-geometry', 'inner-products', 'discrete-geometry']"
633004cd837ac920af737d78_f_0_0_0,SCAL,\frac{ab}{a+b},,"['euclidean-geometry', 'plane-geometry']"
632f74ee837ac920af65be03_f_0_0_0,SET,\mathbb{R}^2,,"['geometry', 'euclidean-geometry', 'spheres']"
632f74ef837ac920af65c15c_f_0_3_0,SET,\mathbb{R}^2,,"['geometry', 'euclidean-geometry', 'spheres', 'solid-angle']"
632f74ef837ac920af65c15c_f_0_7_0,SET,\mathbb{R}^2,,"['geometry', 'euclidean-geometry', 'spheres', 'solid-angle']"
632fb20f837ac920af6aebe1_f_0_11_0,SCAL,6-8-10 (3-4-5),,"['geometry', 'euclidean-geometry', 'analytic-geometry', 'triangles', 'pythagorean-triples']"
632fb20f837ac920af6aebe1_f_0_12_0,SCAL,0.5*(b1+b2)*h,a trapezoid,"['geometry', 'euclidean-geometry', 'analytic-geometry', 'triangles', 'pythagorean-triples']"
632f74ef837ac920af65c200_f_1_37_0,SCAL,(a^4+b^4+c^4) + (ab+bc+ca)(a^2+b^2+c^2),the part,"['euclidean-geometry', 'triangles', 'geometric-inequalities']"
632fe1c1837ac920af6fa060_f_2_8_0,SCAL,\frac{2}{7},,"['geometry', 'euclidean-geometry', 'triangles']"
633004cd837ac920af7382a7_f_0_0_0,SET,\mathbb{R}^3,,"['vector-spaces', 'euclidean-geometry', 'vector-analysis', 'vector-fields', 'curvilinear-coordinates']"
633004cd837ac920af7383e7_f_1_8_0,SET,\mathbb{R}^2,,"['geometry', 'euclidean-geometry', 'triangles']"
633004ce837ac920af738552_f_0_0_0,SET,"(-0.00,   2.19)",,"['geometry', 'euclidean-geometry']"
633004ce837ac920af738552_f_0_2_0,SET,"(-5.19,  2.9)",the arc,"['geometry', 'euclidean-geometry']"
633004ce837ac920af738552_f_0_3_0,SET,"(-0.725, 0.931223)",,"['geometry', 'euclidean-geometry']"
633004ce837ac920af738552_f_0_4_0,SET,"(-0.012508,  6.053215)",the arc,"['geometry', 'euclidean-geometry']"
633004ce837ac920af738552_f_0_5_0,SET,"(-5.19, 2.9)",the arc,"['geometry', 'euclidean-geometry']"
632f74f0837ac920af65c4d8_f_0_4_0,FUNC,c:V^2\rightarrow W,,"['linear-algebra', 'euclidean-geometry', 'cross-product', 'universal-property']"
632f74f0837ac920af65c66c_f_0_2_0,SET,"(\frac{-c}{a},0)",,"['euclidean-geometry', 'analytic-geometry', 'coordinate-systems']"
632f74f0837ac920af65c66c_f_0_3_0,SET,"(0,\frac{-c}{b})",,"['euclidean-geometry', 'analytic-geometry', 'coordinate-systems']"
632fb210837ac920af6af55a_f_0_8_0,SET,\mathbb{R}^2,,"['geometry', 'reference-request', 'euclidean-geometry', 'spheres', 'geodesic']"
633004ce837ac920af7387b6_f_0_10_0,SET,\mathbb{R}^2,,"['geometry', 'set-theory', 'euclidean-geometry', 'triangles', 'triangle-centres']"
632fe1c4837ac920af6fb2bf_f_1_0_0,SET,\mathbb R^3,,"['geometry', 'euclidean-geometry', 'spherical-coordinates']"
632fe1c5837ac920af6fb86a_f_0_8_0,SCAL,\frac{1}{2a},,"['partial-differential-equations', 'euclidean-geometry']"
632f7c41837ac920af65c972_f_1_129_0,SCAL,-\frac{1}{2},,"['geometry', 'field-theory', 'euclidean-geometry', 'polygons']"
632f7c41837ac920af65c972_f_1_132_0,SCAL,-\frac{1}{4},their product,"['geometry', 'field-theory', 'euclidean-geometry', 'polygons']"
633004cf837ac920af738eb1_f_0_4_0,SET,\mathbb R^n,,"['linear-algebra', 'vector-spaces', 'vectors', 'euclidean-geometry', 'orthogonality']"
632fe1c7837ac920af6fca0d_f_0_20_0,SET,"( 1.5, 2.5)",,"['euclidean-geometry', 'recreational-mathematics']"
632fe1c9837ac920af6fd3cb_f_0_0_0,SET,\mathbb{R}^3,,"['general-topology', 'euclidean-geometry']"
632fe1c9837ac920af6fd3cb_f_1_1_0,SET,\mathbb{Z}^2,,"['general-topology', 'euclidean-geometry']"
632fe1c9837ac920af6fd3cb_f_1_2_0,SET,\mathbb{Z}^3,,"['general-topology', 'euclidean-geometry']"
632fe1c9837ac920af6fd3cb_f_2_0_0,SET,\mathbb{R}^3,,"['general-topology', 'euclidean-geometry']"
632fe1c9837ac920af6fd3cb_f_2_1_0,SET,\mathbb{R}^7,,"['general-topology', 'euclidean-geometry']"
632fe1c9837ac920af6fd3cb_f_3_1_0,SET,\mathbb R^3,,"['general-topology', 'euclidean-geometry']"
632fe1c9837ac920af6fd3cb_f_3_5_0,SET,\mathbb R^3,,"['general-topology', 'euclidean-geometry']"
632fe1c9837ac920af6fd3cb_f_3_6_0,SET,\mathbb R^n,,"['general-topology', 'euclidean-geometry']"
632fe1c9837ac920af6fd4c6_f_1_1_0,SET,\mathbb{R}^N,,"['matrices', 'functional-analysis', 'hilbert-spaces', 'euclidean-geometry', 'normed-spaces']"
632fb213837ac920af6b0763_f_0_44_0,SCAL, also satisfy the equation ,,"['euclidean-geometry', 'conic-sections']"
632fb213837ac920af6b0763_f_0_46_0,SCAL, in hand we solve ,,"['euclidean-geometry', 'conic-sections']"
632fb213837ac920af6b0763_f_0_47_0,SCAL,"and get for ",,"['euclidean-geometry', 'conic-sections']"
632fb213837ac920af6b0763_f_0_62_0,SCAL, intersect the hyperbola in the point ,,"['euclidean-geometry', 'conic-sections']"
632fb213837ac920af6b0763_f_0_64_0,SCAL, is parallel to the line ,f_0_61_0 CN f_0_62_0 W f_0_63_0,"['euclidean-geometry', 'conic-sections']"
632fb213837ac920af6b0763_f_0_71_0,SCAL, and the second axis through ,O f_0_69_0 C f_0_70_0,"['euclidean-geometry', 'conic-sections']"
632fb213837ac920af6b0763_f_0_72_0,SCAL, parallel to the line ,,"['euclidean-geometry', 'conic-sections']"
632fb213837ac920af6b0763_f_0_81_0,SCAL, is either negative or it is positive but different from ,f_0_79_0 v f_0_80_0,"['euclidean-geometry', 'conic-sections']"
632fb213837ac920af6b0763_f_0_91_0,SCAL, of the tangent at a point ,,"['euclidean-geometry', 'conic-sections']"
632fb213837ac920af6b0763_f_0_94_0,SCAL, lie on the conic and the second equation says that the tangents to the conic at ,Q f_0_93_0 R f_0_94_0,"['euclidean-geometry', 'conic-sections']"
632fb213837ac920af6b0763_f_0_96_0,SCAL, pass through ,Q f_0_95_0 R f_0_96_0 C\,"['euclidean-geometry', 'conic-sections']"
632fb213837ac920af6b0763_f_0_113_0,SCAL, is homogeneous of degree ,,"['euclidean-geometry', 'conic-sections']"
632fb213837ac920af6b0763_f_0_119_0,SCAL, is homogeneous of degree ,f_0_116_0 0 f_0_117_0 v f_0_118_0 h,"['euclidean-geometry', 'conic-sections']"
632fe1ca837ac920af6fd99c_f_1_0_0,SET,\mathbb R\times\mathbb R,,"['calculus', 'geometry', 'definition', 'euclidean-geometry', 'analytic-geometry']"
632f7c43837ac920af65d7b0_f_0_0_0,SET,\mathbb{R}^3,,"['linear-algebra', 'geometry', 'euclidean-geometry', 'analytic-geometry', 'surfaces']"
632f7c43837ac920af65d7b0_f_0_1_0,SET,\mathbb{R}^2,,"['linear-algebra', 'geometry', 'euclidean-geometry', 'analytic-geometry', 'surfaces']"
633004d0837ac920af739245_f_0_11_0,SCAL,\frac{5mn}{24},( Answer,"['geometry', 'euclidean-geometry', 'plane-geometry']"
632fb213837ac920af6b093a_f_0_20_0,SCAL,(120^{2})(130^{2})312,,"['trigonometry', 'euclidean-geometry']"
632fe1ca837ac920af6fde63_f_1_0_0,SET,\mathbb{R}^4,,"['terminology', 'euclidean-geometry']"
632f7c44837ac920af65ddaa_f_1_5_0,SET,\mathbb{R}^3,,"['geometry', 'euclidean-geometry']"
632f7c44837ac920af65ddaa_f_1_7_0,SET,\mathbb{R}^2,,"['geometry', 'euclidean-geometry']"
632fe1cb837ac920af6fe406_f_2_7_0,SCAL,c-\frac{b^2}{4a},,"['euclidean-geometry', 'vector-analysis']"
632fe1cb837ac920af6fe406_f_2_8_0,SCAL,\frac{4ac-b^2}{4a},,"['euclidean-geometry', 'vector-analysis']"
632f7c45837ac920af65e4a0_f_1_13_0,SCAL,\frac{ab}{a+b},,"['arithmetic', 'euclidean-geometry']"
632fe1cb837ac920af6fe68f_f_1_0_0,FUNC,f:\mathbb R\to\mathbb R,,"['logic', 'euclidean-geometry', 'quantifiers']"
632f7c45837ac920af65e620_f_1_2_0,SCAL, x^4 + 2 x^3 - x^2 - 2 x - 1. ,,"['algebra-precalculus', 'euclidean-geometry', 'problem-solving']"
632f7c45837ac920af65e620_f_1_9_0,SCAL,1.132241883,,"['algebra-precalculus', 'euclidean-geometry', 'problem-solving']"
632f7c45837ac920af65e620_f_1_12_0,FUNC, f(x) =  x^4 + 2 x^3 - x^2 - 2 x - 1 ,,"['algebra-precalculus', 'euclidean-geometry', 'problem-solving']"
632fe1ce837ac920af6ff75e_f_0_6_0,SET,\mathbb{R}^2,,"['geometry', 'complex-analysis', 'graph-theory', 'euclidean-geometry', 'dynamical-systems']"
632f7c45837ac920af65e6d7_f_0_12_0,FUNC,h(x)=y-f(x),,"['continuity', 'euclidean-geometry', 'inverse-function']"
632fb217837ac920af6b22a6_f_0_1_0,SET,\mathbb R^{2n},,"['group-theory', 'euclidean-geometry', 'symmetry']"
632f7c45837ac920af65e6d7_f_0_24_0,FUNC,F(x)= x+f(x),continuous,"['continuity', 'euclidean-geometry', 'inverse-function']"
632f7c45837ac920af65e71f_f_1_1_0,SET,\mathbb{R}^2,,"['geometry', 'euclidean-geometry']"
632fe1d0837ac920af7001ff_f_1_0_0,SET, \mathbb{R} ,,"['real-analysis', 'general-topology', 'euclidean-geometry']"
632fe1d0837ac920af7004ec_f_1_35_0,SET,"[1/(1+r),1]",,"['euclidean-geometry', 'circles']"
632fe1d0837ac920af70073f_f_2_3_0,SET,\mathbb{R}^3,,"['general-topology', 'algebraic-topology', 'euclidean-geometry', 'manifolds', 'differential-topology']"
632fe1d0837ac920af70073f_f_2_5_0,SET,\mathbb{R}^3,,"['general-topology', 'algebraic-topology', 'euclidean-geometry', 'manifolds', 'differential-topology']"
632fb217837ac920af6b259d_f_0_23_0,SET,\mathbb R^n,,"['real-analysis', 'functional-analysis', 'euclidean-geometry', 'special-functions']"
632fb217837ac920af6b259d_f_1_1_0,FUNC,g(x) = \frac{x}{x+1},,"['real-analysis', 'functional-analysis', 'euclidean-geometry', 'special-functions']"
632fe1d1837ac920af700eb9_f_1_10_0,SET,\mathbb{R}^2,the coordinate plane,"['euclidean-geometry', 'axioms']"
632fe1d2837ac920af700edf_f_0_0_0,SET,\mathbb{R}^3,,"['geometry', 'euclidean-geometry', 'topological-vector-spaces']"
632fe1d2837ac920af700edf_f_0_3_0,SET,\mathbb{R}^3,,"['geometry', 'euclidean-geometry', 'topological-vector-spaces']"
632fb217837ac920af6b259d_f_1_33_0,FUNC,f(x) = ch(x),,"['real-analysis', 'functional-analysis', 'euclidean-geometry', 'special-functions']"
632fb217837ac920af6b259d_f_1_36_0,FUNC,f(x) = ch(x),,"['real-analysis', 'functional-analysis', 'euclidean-geometry', 'special-functions']"
633004d2837ac920af73a24b_f_2_20_0,FUNC,\cos(c)=\frac{4}{5},,"['geometry', 'euclidean-geometry', 'plane-geometry']"
632fe1d2837ac920af701562_f_1_0_0,FUNC,"Q(x,y,z,t)=0",,"['geometry', 'algebraic-geometry', 'euclidean-geometry']"
633004d2837ac920af73a4df_f_0_14_0,SCAL,\frac{r1}{r2},the homothetic ratio,"['euclidean-geometry', 'analytic-geometry', 'circles']"
633004d2837ac920af73a4df_f_0_17_0,SCAL,\frac{r1}{r2},ratios,"['euclidean-geometry', 'analytic-geometry', 'circles']"
633004d3837ac920af73a731_f_1_33_0,SCAL,25000092324558143 ,,"['euclidean-geometry', 'random', 'spherical-geometry', 'multinomial-distribution']"
633004d3837ac920af73a731_f_1_34_0,SCAL,1443138166035262 ,,"['euclidean-geometry', 'random', 'spherical-geometry', 'multinomial-distribution']"
633004d3837ac920af73a74d_f_2_14_0,SET,\mathbb R^3,- dimensional Cartesian coordinate space,"['geometry', 'euclidean-geometry', 'plane-geometry']"
633004d3837ac920af73a74d_f_2_18_0,SET,\mathbb R^3,,"['geometry', 'euclidean-geometry', 'plane-geometry']"
633004d3837ac920af73a74d_f_2_19_0,SET,\mathbb R^3,,"['geometry', 'euclidean-geometry', 'plane-geometry']"
633004d3837ac920af73a74d_f_2_23_0,SET,\mathbb R^3,,"['geometry', 'euclidean-geometry', 'plane-geometry']"
633004d3837ac920af73a74d_f_2_26_0,SET,\mathbb R^3,,"['geometry', 'euclidean-geometry', 'plane-geometry']"
632fb219837ac920af6b34ca_f_0_0_0,SET,\mathbb{R}^2,,"['linear-algebra', 'matrices', 'geometry', 'linear-transformations', 'euclidean-geometry']"
633004d3837ac920af73aa29_f_0_4_0,SCAL,(b-c)(p-b)(p-c),,"['euclidean-geometry', 'plane-geometry']"
633004d3837ac920af73aa58_f_0_4_0,SCAL,\frac{8h^2}{3},Answer,"['euclidean-geometry', 'plane-geometry']"
632fb21b837ac920af6b3c48_f_0_4_0,SET,\mathbb{R}^2,,"['geometry', 'euclidean-geometry', 'analytic-geometry']"
632f7c48837ac920af65f479_f_1_2_0,FUNC,"Q(x, y) = x/y",,"['vector-spaces', 'euclidean-geometry', 'vector-analysis', 'topological-vector-spaces']"
632f7c48837ac920af65f479_f_1_5_0,SET,\mathbb R^n,,"['vector-spaces', 'euclidean-geometry', 'vector-analysis', 'topological-vector-spaces']"
632fe8ab837ac920af702801_f_0_6_0,SCAL,\frac{7}{2}a,,"['euclidean-geometry', 'triangles']"
632fe8ac837ac920af702939_f_2_9_0,SCAL,\dfrac{p}{c} ,,"['inequality', 'euclidean-geometry', 'triangles', 'angle', 'geometric-inequalities']"
633004d4837ac920af73aebd_f_0_5_0,SET,\mathbb{R}^2,,"['linear-algebra', 'permutations', 'euclidean-geometry']"
633004d4837ac920af73af8a_f_1_7_0,SET,\mathbb{R}^3,,"['geometry', 'euclidean-geometry']"
633004d4837ac920af73af8a_f_1_9_0,SET,\mathbb{R}^3,orthonormal basis,"['geometry', 'euclidean-geometry']"
633004d4837ac920af73b159_f_1_25_0,SET,\mathbb{R}^3,,"['geometry', 'euclidean-geometry']"
632fb21b837ac920af6b428e_f_1_4_0,SCAL,\frac{45}{7},,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']"
632f7c49837ac920af65fee2_f_0_1_0,SET,\mathbb{R}^3,,"['linear-algebra', 'matrices', 'geometry', 'euclidean-geometry', 'rotations']"
632f7c49837ac920af65fee2_f_1_25_0,SET,\mathbb{C}^2,,"['linear-algebra', 'matrices', 'geometry', 'euclidean-geometry', 'rotations']"
632f7c49837ac920af65fee2_f_1_26_0,SET,\mathbb{C}^2,,"['linear-algebra', 'matrices', 'geometry', 'euclidean-geometry', 'rotations']"
632f7c49837ac920af65fee2_f_2_0_0,SET,\mathbb{R}^3,,"['linear-algebra', 'matrices', 'geometry', 'euclidean-geometry', 'rotations']"
632f7c49837ac920af65fee2_f_2_3_0,SET,\mathbb{R}^2,a plane,"['linear-algebra', 'matrices', 'geometry', 'euclidean-geometry', 'rotations']"
632fb21c837ac920af6b450b_f_1_8_0,FUNC,f : A \to B,a homeomorphism,"['general-topology', 'algebraic-topology', 'euclidean-geometry', 'geometric-topology', 'continuum-theory']"
632fe8ae837ac920af703664_f_2_15_0,SCAL,\dfrac{a^2}{8},,"['geometry', 'euclidean-geometry', 'area', 'plane-geometry', 'quadrilateral']"
632fe8ae837ac920af703664_f_2_16_0,SCAL,\dfrac{2a^2}{5},,"['geometry', 'euclidean-geometry', 'area', 'plane-geometry', 'quadrilateral']"
632fe8ae837ac920af703664_f_2_18_0,SCAL,\dfrac{3a^2}{20},,"['geometry', 'euclidean-geometry', 'area', 'plane-geometry', 'quadrilateral']"
633004d5837ac920af73b6ee_f_0_21_0,SET, \mathbb{Z}^3 ,,"['euclidean-geometry', 'lie-groups', '3d', 'geometric-topology', 'homogeneous-spaces']"
632fb21c837ac920af6b4625_f_4_157_0,SCAL,\frac{360}{n},,"['euclidean-geometry', 'proof-explanation', 'polygons', 'geometric-construction']"
632fb21c837ac920af6b4904_f_2_11_0,SCAL,\frac{18}{5},legs,"['geometry', 'euclidean-geometry']"
632f7c4b837ac920af6609c0_f_0_8_0,SET,\mathbb{R}^2,,"['geometry', 'trigonometry', 'euclidean-geometry', 'axiomatic-geometry']"
632fb21c837ac920af6b493a_f_1_1_0,SCAL,\dfrac {[green]}{[pink]},,"['geometry', 'euclidean-geometry', 'triangles']"
