fid,mtype,exprstr,mention,tags,tokens,type_tokens
6327106206a69a3f488d726d_f_2_4_0,FUNC,a,corresponding,"['geometry', 'linear-algebra', 'trigonometry', 'euclidean-geometry']",['a'],"['func_name', '__ANON_1']"
6327106206a69a3f488d726d_f_2_6_0,SET,V^2,,"['geometry', 'linear-algebra', 'trigonometry', 'euclidean-geometry']","['V', '^', '2']","['set_expr', '__ANON_0', 'CARET', '__ANON_3']"
6327106206a69a3f488d726d_f_2_7_0,FUNC,a,,"['geometry', 'linear-algebra', 'trigonometry', 'euclidean-geometry']",['a'],"['func_name', '__ANON_1']"
6327106206a69a3f488d726d_f_2_8_0,FUNC,b,,"['geometry', 'linear-algebra', 'trigonometry', 'euclidean-geometry']",['b'],"['func_name', '__ANON_1']"
6327106206a69a3f488d726d_f_2_9_0,FUNC,c,,"['geometry', 'linear-algebra', 'trigonometry', 'euclidean-geometry']",['c'],"['func_name', '__ANON_1']"
6327106206a69a3f488d72b1_f_0_10_0,SCAL,0 ,f_0_0 _ f_0_10_0   triangles,"['geometry', 'algorithms', 'euclidean-geometry']",['0'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d72b1_f_0_1_0,SCAL,45-45-90,,"['geometry', 'algorithms', 'euclidean-geometry']","['45', '-', '45', '-', '90']","['additive', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'SUB', 'additive', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'SUB', 'expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d72b1_f_0_2_0,SCAL,2,,"['geometry', 'algorithms', 'euclidean-geometry']",['2'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d72b1_f_0_3_0,SCAL,4,,"['geometry', 'algorithms', 'euclidean-geometry']",['4'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d72b1_f_0_4_0,SCAL,45-45-90,,"['geometry', 'algorithms', 'euclidean-geometry']","['45', '-', '45', '-', '90']","['additive', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'SUB', 'additive', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'SUB', 'expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d72b1_f_0_5_0,SCAL,45 ,,"['geometry', 'algorithms', 'euclidean-geometry']",['45'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d72b1_f_0_6_0,SCAL,90 ,,"['geometry', 'algorithms', 'euclidean-geometry']",['90'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d72b1_f_0_7_0,SCAL,90 ,random angles lines,"['geometry', 'algorithms', 'euclidean-geometry']",['90'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d72b1_f_0_8_0,SCAL,90 ,,"['geometry', 'algorithms', 'euclidean-geometry']",['90'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d72b1_f_0_9_0,SCAL,45 ,,"['geometry', 'algorithms', 'euclidean-geometry']",['45'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d72b1_f_0_11_0,SCAL,45 ,,"['geometry', 'algorithms', 'euclidean-geometry']",['45'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d72b1_f_0_12_0,SCAL,1 ,,"['geometry', 'algorithms', 'euclidean-geometry']",['1'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d72b1_f_0_13_0,SCAL,45 ,,"['geometry', 'algorithms', 'euclidean-geometry']",['45'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d72b1_f_0_14_0,SCAL,45 ,the angle,"['geometry', 'algorithms', 'euclidean-geometry']",['45'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d72b1_f_0_15_0,SCAL,45 ,,"['geometry', 'algorithms', 'euclidean-geometry']",['45'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d72b1_f_0_16_0,SCAL,45 ,,"['geometry', 'algorithms', 'euclidean-geometry']",['45'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d72b1_f_0_17_0,SCAL,5 ,,"['geometry', 'algorithms', 'euclidean-geometry']",['5'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d72b1_f_0_18_0,SCAL,75 ,,"['geometry', 'algorithms', 'euclidean-geometry']",['75'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d72b1_f_0_19_0,SCAL,4 ,,"['geometry', 'algorithms', 'euclidean-geometry']",['4'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d72e3_f_2_0_0,SCAL,2008 ,,"['geometry', 'euclidean-geometry']",['2008'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d734a_f_0_7_0,SCAL,0 ,,"['geometry', 'euclidean-geometry', 'matrices']",['0'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d734a_f_2_0_0,SCAL,xy,,"['geometry', 'euclidean-geometry', 'matrices']","['x', 'y']","['unary', '__ANON_1', '__ANON_1']"
6327106206a69a3f488d734a_f_2_1_0,FUNC,u,,"['geometry', 'euclidean-geometry', 'matrices']",['u'],"['func_name', '__ANON_1']"
6327106206a69a3f488d734a_f_2_2_0,FUNC,v,the unit vectors,"['geometry', 'euclidean-geometry', 'matrices']",['v'],"['func_name', '__ANON_1']"
6327106206a69a3f488d734a_f_2_5_0,FUNC,R,a rotation,"['geometry', 'euclidean-geometry', 'matrices']",['R'],"['func_name', '__ANON_0']"
6327106206a69a3f488d734a_f_2_10_0,FUNC,R,,"['geometry', 'euclidean-geometry', 'matrices']",['R'],"['func_name', '__ANON_0']"
6327106206a69a3f488d734a_f_2_13_0,FUNC,u,,"['geometry', 'euclidean-geometry', 'matrices']",['u'],"['func_name', '__ANON_1']"
6327106206a69a3f488d734a_f_2_14_0,FUNC,v,,"['geometry', 'euclidean-geometry', 'matrices']",['v'],"['func_name', '__ANON_1']"
6327106206a69a3f488d734a_f_2_15_0,FUNC,n,,"['geometry', 'euclidean-geometry', 'matrices']",['n'],"['func_name', '__ANON_1']"
6327106206a69a3f488d734a_f_2_17_0,FUNC,c,,"['geometry', 'euclidean-geometry', 'matrices']",['c'],"['func_name', '__ANON_1']"
6327106206a69a3f488d734a_f_2_18_0,FUNC,p,,"['geometry', 'euclidean-geometry', 'matrices']",['p'],"['func_name', '__ANON_1']"
6327106206a69a3f488d734a_f_2_19_0,SET,Rp,,"['geometry', 'euclidean-geometry', 'matrices']","['R', 'p']","['__ANON_0', '__ANON_1']"
6327106206a69a3f488d734a_f_3_0_0,SCAL,4 ,a plane / face,"['geometry', 'euclidean-geometry', 'matrices']",['4'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d734a_f_3_1_0,SCAL,4 ,the face f_3_1_0 normal and Y    angle,"['geometry', 'euclidean-geometry', 'matrices']",['4'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d7408_f_1_3_0,SET,"(2,1)",,['euclidean-geometry'],"['(', '2', ',', '1', ')']","['interval', 'L_PAREN', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_PAREN']"
6327106206a69a3f488d7408_f_3_6_0,SCAL,7 ,the coefficient   f_3_6_0,['euclidean-geometry'],['7'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d7408_f_3_7_0,SCAL,5 ,the coefficient   f_3_7_0,['euclidean-geometry'],['5'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d75e8_f_2_0_0,FUNC,r,a distance,"['geometry', 'euclidean-geometry']",['r'],"['func_name', '__ANON_1']"
6327106206a69a3f488d75e8_f_2_1_0,SCAL,2011 ,,"['geometry', 'euclidean-geometry']",['2011'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d75e8_f_3_0_0,SCAL,3 ,",   Volume 58,Issue   f_3_0_0","['geometry', 'euclidean-geometry']",['3'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d75f7_f_0_0_0,SCAL,90 ,the proof,"['geometry', 'euclidean-geometry', 'fake-proofs']",['90'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d75f7_f_0_1_0,SCAL,95 ,,"['geometry', 'euclidean-geometry', 'fake-proofs']",['95'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d75f7_f_0_11_0,FUNC,M,,"['geometry', 'euclidean-geometry', 'fake-proofs']",['M'],"['func_name', '__ANON_0']"
6327106206a69a3f488d75f7_f_0_14_0,FUNC,N,,"['geometry', 'euclidean-geometry', 'fake-proofs']",['N'],"['func_name', '__ANON_0']"
6327106206a69a3f488d75f7_f_0_16_0,FUNC,l,,"['geometry', 'euclidean-geometry', 'fake-proofs']",['l'],"['func_name', '__ANON_1']"
6327106206a69a3f488d75f7_f_0_17_0,FUNC,m,,"['geometry', 'euclidean-geometry', 'fake-proofs']",['m'],"['func_name', '__ANON_1']"
6327106206a69a3f488d75f7_f_0_18_0,SCAL,1 ,definitions,"['geometry', 'euclidean-geometry', 'fake-proofs']",['1'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d75f7_f_0_19_0,SCAL,8 ,,"['geometry', 'euclidean-geometry', 'fake-proofs']",['8'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d75f7_f_0_20_0,SCAL,90 ,,"['geometry', 'euclidean-geometry', 'fake-proofs']",['90'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d75f7_f_0_22_0,SCAL,6 ,,"['geometry', 'euclidean-geometry', 'fake-proofs']",['6'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d75f7_f_0_24_0,SCAL,7 ,,"['geometry', 'euclidean-geometry', 'fake-proofs']",['7'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d75f7_f_0_28_0,SCAL,11 ,,"['geometry', 'euclidean-geometry', 'fake-proofs']",['11'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d75f7_f_0_32_0,SCAL,14 ,,"['geometry', 'euclidean-geometry', 'fake-proofs']",['14'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d75f7_f_0_34_0,SCAL,2 ,,"['geometry', 'euclidean-geometry', 'fake-proofs']",['2'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d75f7_f_0_35_0,FUNC,S,point   f_0_35_0,"['geometry', 'euclidean-geometry', 'fake-proofs']",['S'],"['func_name', '__ANON_0']"
6327106206a69a3f488d75f7_f_0_38_0,SCAL,16 ,step,"['geometry', 'euclidean-geometry', 'fake-proofs']",['16'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d75f7_f_0_39_0,SCAL,5 ,,"['geometry', 'euclidean-geometry', 'fake-proofs']",['5'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d75f7_f_1_0_0,SCAL,16 ,Your statement,"['geometry', 'euclidean-geometry', 'fake-proofs']",['16'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d7611_f_1_6_0,FUNC,n,,"['geometry', 'euclidean-geometry', 'tiling']",['n'],"['func_name', '__ANON_1']"
6327106206a69a3f488d7611_f_1_10_0,FUNC,k,,"['geometry', 'euclidean-geometry', 'tiling']",['k'],"['func_name', '__ANON_1']"
6327106206a69a3f488d7611_f_2_0_0,SCAL,60 ,Soc,"['geometry', 'euclidean-geometry', 'tiling']",['60'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d7611_f_2_1_0,SCAL,1964 ,,"['geometry', 'euclidean-geometry', 'tiling']",['1964'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d761e_f_1_0_0,SCAL,1978 ,,['euclidean-geometry'],['1978'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d761e_f_1_1_0,SCAL,110 ,,['euclidean-geometry'],['110'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d761e_f_1_2_0,SCAL,110 ,,['euclidean-geometry'],['110'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d761e_f_1_3_0,SCAL,120 ,,['euclidean-geometry'],['120'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d7631_f_4_0_0,FUNC,n,,"['geometry', 'trigonometry', 'euclidean-geometry']",['n'],"['func_name', '__ANON_1']"
6327106206a69a3f488d7631_f_4_2_0,SCAL,4,the path graph,"['geometry', 'trigonometry', 'euclidean-geometry']",['4'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d7631_f_4_3_0,SCAL,2n,,"['geometry', 'trigonometry', 'euclidean-geometry']","['2', 'n']","['unary', 'expr_atom', '__ANON_3', '__ANON_1']"
6327106206a69a3f488d7631_f_5_4_0,FUNC,D,point,"['geometry', 'trigonometry', 'euclidean-geometry']",['D'],"['func_name', '__ANON_0']"
6327106206a69a3f488d76ca_f_2_4_0,FUNC,b,,"['geometry', 'euclidean-geometry', 'discrete-geometry', 'projective-geometry']",['b'],"['func_name', '__ANON_1']"
6327106206a69a3f488d76ca_f_2_8_0,FUNC,b,the height   f_2_8_0,"['geometry', 'euclidean-geometry', 'discrete-geometry', 'projective-geometry']",['b'],"['func_name', '__ANON_1']"
6327106206a69a3f488d76ca_f_2_9_0,FUNC,a,,"['geometry', 'euclidean-geometry', 'discrete-geometry', 'projective-geometry']",['a'],"['func_name', '__ANON_1']"
6327106206a69a3f488d76ca_f_2_12_0,SET,"(0,0)",the origin,"['geometry', 'euclidean-geometry', 'discrete-geometry', 'projective-geometry']","['(', '0', ',', '0', ')']","['interval', 'L_PAREN', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_PAREN']"
6327106206a69a3f488d76ca_f_4_0_0,FUNC,P,point,"['geometry', 'euclidean-geometry', 'discrete-geometry', 'projective-geometry']",['P'],"['func_name', '__ANON_0']"
6327106206a69a3f488d76ca_f_4_1_0,FUNC,Q,point,"['geometry', 'euclidean-geometry', 'discrete-geometry', 'projective-geometry']",['Q'],"['func_name', '__ANON_0']"
6327106206a69a3f488d76ca_f_4_2_0,FUNC,P,,"['geometry', 'euclidean-geometry', 'discrete-geometry', 'projective-geometry']",['P'],"['func_name', '__ANON_0']"
6327106206a69a3f488d76ca_f_4_3_0,FUNC,P,a point   f_4_3_0,"['geometry', 'euclidean-geometry', 'discrete-geometry', 'projective-geometry']",['P'],"['func_name', '__ANON_0']"
6327106206a69a3f488d76ca_f_4_4_0,FUNC,Q,point,"['geometry', 'euclidean-geometry', 'discrete-geometry', 'projective-geometry']",['Q'],"['func_name', '__ANON_0']"
6327106206a69a3f488d76ca_f_4_5_0,FUNC,P,,"['geometry', 'euclidean-geometry', 'discrete-geometry', 'projective-geometry']",['P'],"['func_name', '__ANON_0']"
6327106206a69a3f488d76ca_f_4_6_0,SET,\mathbb R,,"['geometry', 'euclidean-geometry', 'discrete-geometry', 'projective-geometry']","['\\mathbb', 'R']","['SET_FAT', '__ANON_0']"
6327106206a69a3f488d778d_f_5_0_0,FUNC,H,,"['geometry', 'differential-geometry', 'euclidean-geometry']",['H'],"['func_name', '__ANON_0']"
6327106206a69a3f488d77c3_f_2_0_0,FUNC,z,,"['geometry', 'trigonometry', 'euclidean-geometry', 'quaternions']",['z'],"['func_name', '__ANON_1']"
6327106206a69a3f488d798b_f_0_0_0,SET,"(x, y)",point coordinates,"['geometry', 'linear-algebra', 'euclidean-geometry']","['(', 'x', ',', 'y', ')']","['interval', 'L_PAREN', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN']"
6327106206a69a3f488d7994_f_1_5_0,FUNC,b,the larger side,"['geometry', 'trigonometry', 'euclidean-geometry']",['b'],"['func_name', '__ANON_1']"
6327106206a69a3f488d7994_f_1_7_0,FUNC,b,,"['geometry', 'trigonometry', 'euclidean-geometry']",['b'],"['func_name', '__ANON_1']"
6327106206a69a3f488d7994_f_1_8_0,FUNC,c,,"['geometry', 'trigonometry', 'euclidean-geometry']",['c'],"['func_name', '__ANON_1']"
6327106206a69a3f488d7994_f_5_1_0,FUNC,A,,"['geometry', 'trigonometry', 'euclidean-geometry']",['A'],"['func_name', '__ANON_0']"
6327106206a69a3f488d7994_f_5_3_0,FUNC,D,,"['geometry', 'trigonometry', 'euclidean-geometry']",['D'],"['func_name', '__ANON_0']"
6327106206a69a3f488d7994_f_5_13_0,FUNC,B,,"['geometry', 'trigonometry', 'euclidean-geometry']",['B'],"['func_name', '__ANON_0']"
6327106206a69a3f488d7994_f_5_15_0,FUNC,C,,"['geometry', 'trigonometry', 'euclidean-geometry']",['C'],"['func_name', '__ANON_0']"
6327106206a69a3f488d7a6b_f_0_6_0,FUNC,v,,"['geometry', 'linear-algebra', 'optimization', 'euclidean-geometry']",['v'],"['func_name', '__ANON_1']"
6327106206a69a3f488d7a6b_f_0_7_0,FUNC,v,a vector,"['geometry', 'linear-algebra', 'optimization', 'euclidean-geometry']",['v'],"['func_name', '__ANON_1']"
6327106206a69a3f488d7a6b_f_1_0_0,FUNC,x,what,"['geometry', 'linear-algebra', 'optimization', 'euclidean-geometry']",['x'],"['func_name', '__ANON_1']"
6327106206a69a3f488d7a6b_f_1_1_0,FUNC,u,,"['geometry', 'linear-algebra', 'optimization', 'euclidean-geometry']",['u'],"['func_name', '__ANON_1']"
6327106206a69a3f488d7a73_f_1_3_0,FUNC,a,focal,"['geometry', 'euclidean-geometry', 'analytic-geometry', 'plane-curves']",['a'],"['func_name', '__ANON_1']"
6327106206a69a3f488d7a73_f_1_4_0,FUNC,c,,"['geometry', 'euclidean-geometry', 'analytic-geometry', 'plane-curves']",['c'],"['func_name', '__ANON_1']"
6327106206a69a3f488d7a73_f_1_5_0,SET,"(-c/2,0)",,"['geometry', 'euclidean-geometry', 'analytic-geometry', 'plane-curves']","['(', '-', 'c', '/', '2', ',', '0', ')']","['interval', 'L_PAREN', 'expr_atom', 'unary', 'SUB', '__ANON_1', 'DIV', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_PAREN']"
6327106206a69a3f488d7a73_f_1_6_0,SET,"(c/2,0)",,"['geometry', 'euclidean-geometry', 'analytic-geometry', 'plane-curves']","['(', 'c', '/', '2', ',', '0', ')']","['interval', 'L_PAREN', 'expr_atom', '__ANON_1', 'DIV', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_PAREN']"
6327106206a69a3f488d7a73_f_1_7_0,FUNC,c,,"['geometry', 'euclidean-geometry', 'analytic-geometry', 'plane-curves']",['c'],"['func_name', '__ANON_1']"
6327106206a69a3f488d7a73_f_1_8_0,FUNC,u,the parameters,"['geometry', 'euclidean-geometry', 'analytic-geometry', 'plane-curves']",['u'],"['func_name', '__ANON_1']"
6327106206a69a3f488d7a73_f_1_9_0,SCAL,u+h,,"['geometry', 'euclidean-geometry', 'analytic-geometry', 'plane-curves']","['u', '+', 'h']","['additive', '__ANON_1', 'ADD', '__ANON_1']"
6327106206a69a3f488d7a73_f_1_14_0,SET,"(c/2,0)",the point,"['geometry', 'euclidean-geometry', 'analytic-geometry', 'plane-curves']","['(', 'c', '/', '2', ',', '0', ')']","['interval', 'L_PAREN', 'expr_atom', '__ANON_1', 'DIV', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_PAREN']"
6327106206a69a3f488d7a73_f_1_15_0,FUNC,c,,"['geometry', 'euclidean-geometry', 'analytic-geometry', 'plane-curves']",['c'],"['func_name', '__ANON_1']"
6327106206a69a3f488d7bc9_f_0_0_0,SET,E^n,the abstract Euclidean space,"['geometry', 'euclidean-geometry']","['E', '^', 'n']","['__ANON_0', 'CARET', '__ANON_1']"
6327106206a69a3f488d7bc9_f_0_1_0,SET,E(n),,"['geometry', 'euclidean-geometry']","['E', '(', 'n', ')']","['__ANON_0', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']"
6327106206a69a3f488d7bc9_f_0_2_0,SET,E^n,,"['geometry', 'euclidean-geometry']","['E', '^', 'n']","['__ANON_0', 'CARET', '__ANON_1']"
6327106206a69a3f488d7bc9_f_0_3_0,SCAL,(n+1),,"['geometry', 'euclidean-geometry']","['(', 'n', '+', '1', ')']","['group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN']"
6327106206a69a3f488d7bc9_f_0_4_0,SCAL,(n+2),,"['geometry', 'euclidean-geometry']","['(', 'n', '+', '2', ')']","['group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN']"
6327106206a69a3f488d7bc9_f_0_5_0,FUNC,k,,"['geometry', 'euclidean-geometry']",['k'],"['func_name', '__ANON_1']"
6327106206a69a3f488d7bc9_f_0_7_0,SCAL,3 ,,"['geometry', 'euclidean-geometry']",['3'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d7bc9_f_0_8_0,SET,E^n,,"['geometry', 'euclidean-geometry']","['E', '^', 'n']","['__ANON_0', 'CARET', '__ANON_1']"
6327106206a69a3f488d7bc9_f_0_9_0,SCAL,2 ,,"['geometry', 'euclidean-geometry']",['2'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d7bc9_f_0_10_0,SET,E^n,,"['geometry', 'euclidean-geometry']","['E', '^', 'n']","['__ANON_0', 'CARET', '__ANON_1']"
6327106206a69a3f488d7c1d_f_0_1_0,SCAL,1 ,,"['geometry', 'euclidean-geometry']",['1'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d7c1d_f_0_2_0,SCAL,1 ,,"['geometry', 'euclidean-geometry']",['1'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d7c87_f_0_20_0,SCAL,3 ,,"['geometry', 'euclidean-geometry']",['3'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d7c87_f_0_38_0,FUNC,A,substitute,"['geometry', 'euclidean-geometry']",['A'],"['func_name', '__ANON_0']"
6327106206a69a3f488d7c87_f_0_39_0,FUNC,C,,"['geometry', 'euclidean-geometry']",['C'],"['func_name', '__ANON_0']"
6327106206a69a3f488d7c87_f_0_42_0,SCAL,4 ,,"['geometry', 'euclidean-geometry']",['4'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d7c87_f_2_3_0,SCAL,60 ,,"['geometry', 'euclidean-geometry']",['60'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106206a69a3f488d7c87_f_2_5_0,SCAL,2 ,Conditions,"['geometry', 'euclidean-geometry']",['2'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d7c87_f_2_6_0,SCAL,3 ,,"['geometry', 'euclidean-geometry']",['3'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d7c87_f_2_7_0,FUNC,A,three unknowns   f_2_7_0,"['geometry', 'euclidean-geometry']",['A'],"['func_name', '__ANON_0']"
6327106206a69a3f488d7c87_f_2_8_0,FUNC,B,,"['geometry', 'euclidean-geometry']",['B'],"['func_name', '__ANON_0']"
6327106206a69a3f488d7c87_f_2_9_0,FUNC,C,,"['geometry', 'euclidean-geometry']",['C'],"['func_name', '__ANON_0']"
6327106206a69a3f488d7c87_f_2_10_0,FUNC,t,,"['geometry', 'euclidean-geometry']",['t'],"['func_name', '__ANON_1']"
6327106206a69a3f488d7c87_f_2_11_0,SCAL,1 ,Condition   f_2_11_0,"['geometry', 'euclidean-geometry']",['1'],"['expr_atom', '__ANON_3']"
6327106206a69a3f488d7c87_f_2_12_0,FUNC,t,,"['geometry', 'euclidean-geometry']",['t'],"['func_name', '__ANON_1']"
6327106306a69a3f488d7cab_f_3_0_0,FUNC,y,  First express   f_3_0_0,"['calculus', 'geometry', 'euclidean-geometry']",['y'],"['func_name', '__ANON_1']"
6327106306a69a3f488d7cab_f_3_1_0,FUNC,z,,"['calculus', 'geometry', 'euclidean-geometry']",['z'],"['func_name', '__ANON_1']"
6327106306a69a3f488d7cab_f_3_2_0,FUNC,x,,"['calculus', 'geometry', 'euclidean-geometry']",['x'],"['func_name', '__ANON_1']"
6327106306a69a3f488d7cab_f_3_6_0,SCAL,f(x),a parabola,"['calculus', 'geometry', 'euclidean-geometry']","['f', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']"
6327106306a69a3f488d7cab_f_3_7_0,FUNC,x,,"['calculus', 'geometry', 'euclidean-geometry']",['x'],"['func_name', '__ANON_1']"
6327106306a69a3f488d7cab_f_3_8_0,SCAL,f(x),,"['calculus', 'geometry', 'euclidean-geometry']","['f', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']"
6327106306a69a3f488d7cab_f_3_9_0,SCAL,y(x),,"['calculus', 'geometry', 'euclidean-geometry']","['y', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']"
6327106306a69a3f488d7cab_f_3_10_0,SCAL,z(x),,"['calculus', 'geometry', 'euclidean-geometry']","['z', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']"
6327106306a69a3f488d7cab_f_3_11_0,FUNC,y(x)=2x,,"['calculus', 'geometry', 'euclidean-geometry']","['y', '(', 'x', ')', '=', '2', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', 'expr_atom', '__ANON_3', '__ANON_1']"
6327106306a69a3f488d7cab_f_3_12_0,FUNC,z(x)=1-2x,,"['calculus', 'geometry', 'euclidean-geometry']","['z', '(', 'x', ')', '=', '1', '-', '2', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1']"
6327106306a69a3f488d7cab_f_4_3_0,FUNC,t,,"['calculus', 'geometry', 'euclidean-geometry']",['t'],"['func_name', '__ANON_1']"
6327106306a69a3f488d7cb7_f_2_0_0,FUNC,B,the vector,"['euclidean-geometry', 'vector-analysis']",['B'],"['func_name', '__ANON_0']"
6327106306a69a3f488d7cb7_f_2_1_0,FUNC,A,,"['euclidean-geometry', 'vector-analysis']",['A'],"['func_name', '__ANON_0']"
6327106306a69a3f488d7cb7_f_2_2_0,FUNC,P,,"['euclidean-geometry', 'vector-analysis']",['P'],"['func_name', '__ANON_0']"
6327106306a69a3f488d7cb7_f_2_5_0,FUNC,B,the vector,"['euclidean-geometry', 'vector-analysis']",['B'],"['func_name', '__ANON_0']"
6327106306a69a3f488d7cb7_f_2_6_0,FUNC,A,,"['euclidean-geometry', 'vector-analysis']",['A'],"['func_name', '__ANON_0']"
6327106306a69a3f488d7cb7_f_2_7_0,FUNC,P,,"['euclidean-geometry', 'vector-analysis']",['P'],"['func_name', '__ANON_0']"
6327106306a69a3f488d7d01_f_0_0_0,FUNC,H,a point   f_0_0_0,"['geometry', 'trigonometry', 'euclidean-geometry', 'circles']",['H'],"['func_name', '__ANON_0']"
6327106306a69a3f488d7d01_f_0_3_0,FUNC,E,,"['geometry', 'trigonometry', 'euclidean-geometry', 'circles']",['E'],"['func_name', '__ANON_0']"
