fid,mtype,exprstr,mention,tags
632f8a0a837ac920af67a23f_f_0_6_0,SCAL,6 ,,['elementary-functions']
632f8a0a837ac920af67a23f_f_0_7_0,SCAL,15 ,,['elementary-functions']
63271c3606a69a3f488e32c9_f_1_7_0,SCAL,5,two sets,"['optimization', 'fractions', 'elementary-functions']"
632f8a0c837ac920af67abc5_f_0_0_0,SCAL,2 ,functions,"['real-analysis', 'functions', 'multivariable-calculus', 'graphing-functions', 'elementary-functions']"
63271c3606a69a3f488e32c9_f_1_9_0,SCAL,27720,,"['optimization', 'fractions', 'elementary-functions']"
632f9074837ac920af67c4ce_f_0_1_0,FUNC,I,,"['general-topology', 'ordinary-differential-equations', 'metric-spaces', 'differential-topology', 'elementary-functions']"
632f9074837ac920af67c4ce_f_0_3_0,FUNC,I,,"['general-topology', 'ordinary-differential-equations', 'metric-spaces', 'differential-topology', 'elementary-functions']"
632f9074837ac920af67c4ce_f_0_4_0,SET,"(0,1)",,"['general-topology', 'ordinary-differential-equations', 'metric-spaces', 'differential-topology', 'elementary-functions']"
632f9074837ac920af67c4ce_f_0_9_0,FUNC,I,,"['general-topology', 'ordinary-differential-equations', 'metric-spaces', 'differential-topology', 'elementary-functions']"
632f9074837ac920af67c4ce_f_0_11_0,FUNC,I,,"['general-topology', 'ordinary-differential-equations', 'metric-spaces', 'differential-topology', 'elementary-functions']"
63271c3606a69a3f488e33a6_f_0_2_0,SCAL,g(x),a rational function   f_0_2_0,"['integration', 'closed-form', 'elementary-functions']"
632f9074837ac920af67c4ce_f_0_12_0,SCAL,x(t),the IVP 's unique solution,"['general-topology', 'ordinary-differential-equations', 'metric-spaces', 'differential-topology', 'elementary-functions']"
63271c3606a69a3f488e33a6_f_0_3_0,FUNC,c,,"['integration', 'closed-form', 'elementary-functions']"
632f9074837ac920af67c4ce_f_0_13_0,FUNC,n,,"['general-topology', 'ordinary-differential-equations', 'metric-spaces', 'differential-topology', 'elementary-functions']"
632f9074837ac920af67c4ce_f_0_14_0,FUNC,I,,"['general-topology', 'ordinary-differential-equations', 'metric-spaces', 'differential-topology', 'elementary-functions']"
63271c3606a69a3f488e33a6_f_0_5_0,SCAL,f(x),function,"['integration', 'closed-form', 'elementary-functions']"
632f9074837ac920af67c745_f_0_2_0,FUNC,f,,"['ordinary-differential-equations', 'elementary-functions']"
632f9074837ac920af67c745_f_1_2_0,SCAL,2 ,,"['ordinary-differential-equations', 'elementary-functions']"
632f9074837ac920af67c745_f_1_5_0,FUNC,C,,"['ordinary-differential-equations', 'elementary-functions']"
632f9074837ac920af67c745_f_1_6_0,FUNC,f,,"['ordinary-differential-equations', 'elementary-functions']"
63271c3606a69a3f488e33a6_f_0_18_0,FUNC,\log(x)=0,,"['integration', 'closed-form', 'elementary-functions']"
632f9074837ac920af67c745_f_1_8_0,FUNC,a,,"['ordinary-differential-equations', 'elementary-functions']"
63271c3606a69a3f488e33a6_f_0_20_0,FUNC,R,our remainder term,"['integration', 'closed-form', 'elementary-functions']"
63271c3606a69a3f488e33a6_f_0_23_0,SCAL,303 ,,"['integration', 'closed-form', 'elementary-functions']"
632f9074837ac920af67c745_f_1_13_0,SCAL,1 ,,"['ordinary-differential-equations', 'elementary-functions']"
632f9076837ac920af67d28a_f_1_1_0,FUNC,k,,['elementary-functions']
632f9076837ac920af67d28a_f_1_2_0,SCAL,1,,['elementary-functions']
632f9076837ac920af67d28a_f_1_3_0,SCAL,m-1,,['elementary-functions']
632f9076837ac920af67d28a_f_1_5_0,FUNC,z,the terms,['elementary-functions']
63271c3706a69a3f488e3dea_f_4_3_0,FUNC,\log,,['elementary-functions']
632f9076837ac920af67d28a_f_1_8_0,FUNC,k,,['elementary-functions']
632f9076837ac920af67d28a_f_1_9_0,SCAL,0,,['elementary-functions']
632f9076837ac920af67d28a_f_1_10_0,SCAL,m-1,,['elementary-functions']
63271c3806a69a3f488e49a5_f_1_3_0,FUNC,n,,"['algebra-precalculus', 'summation', 'ceiling-and-floor-functions', 'elementary-functions']"
63271c3806a69a3f488e49a5_f_1_4_0,FUNC,x,integers,"['algebra-precalculus', 'summation', 'ceiling-and-floor-functions', 'elementary-functions']"
632f9076837ac920af67d28a_f_2_1_0,FUNC,u,,['elementary-functions']
63271c3806a69a3f488e49a5_f_1_6_0,FUNC,n,,"['algebra-precalculus', 'summation', 'ceiling-and-floor-functions', 'elementary-functions']"
63271c3806a69a3f488e49a5_f_1_7_0,FUNC,x,integers,"['algebra-precalculus', 'summation', 'ceiling-and-floor-functions', 'elementary-functions']"
632f9076837ac920af67d28a_f_2_2_0,SCAL,2u,,['elementary-functions']
63271c3806a69a3f488e49a5_f_1_8_0,FUNC,n,,"['algebra-precalculus', 'summation', 'ceiling-and-floor-functions', 'elementary-functions']"
632f9076837ac920af67d28a_f_2_3_0,SCAL,2u+1,,['elementary-functions']
63271c3806a69a3f488e49a5_f_1_9_0,FUNC,x,,"['algebra-precalculus', 'summation', 'ceiling-and-floor-functions', 'elementary-functions']"
63271c3806a69a3f488e49a5_f_2_0_0,FUNC,x,,"['algebra-precalculus', 'summation', 'ceiling-and-floor-functions', 'elementary-functions']"
632f9076837ac920af67d28a_f_2_5_0,FUNC,u,,['elementary-functions']
632f9076837ac920af67d28a_f_2_7_0,SCAL,2u+1,,['elementary-functions']
632f9076837ac920af67d28a_f_2_8_0,FUNC,u,,['elementary-functions']
63271c3806a69a3f488e49a5_f_3_0_0,FUNC,x,,"['algebra-precalculus', 'summation', 'ceiling-and-floor-functions', 'elementary-functions']"
63271c3806a69a3f488e49a5_f_3_2_0,SCAL,1,,"['algebra-precalculus', 'summation', 'ceiling-and-floor-functions', 'elementary-functions']"
632f9076837ac920af67d28a_f_2_11_0,FUNC,u,,['elementary-functions']
63271c3806a69a3f488e49a5_f_3_5_0,SCAL,1,,"['algebra-precalculus', 'summation', 'ceiling-and-floor-functions', 'elementary-functions']"
63271c3806a69a3f488e4c2f_f_0_2_0,FUNC,x,,"['functions', 'elementary-functions']"
632f9077837ac920af67d788_f_1_1_0,SCAL,99 ,the sum,"['maxima-minima', 'elementary-functions']"
632fcd14837ac920af6da397_f_0_0_0,SCAL,1 ,,"['permutations', 'symmetric-polynomials', 'elementary-functions', 'symmetric-functions', 'permutation-cycles']"
632fcd14837ac920af6da397_f_0_1_0,SCAL,1 ,=,"['permutations', 'symmetric-polynomials', 'elementary-functions', 'symmetric-functions', 'permutation-cycles']"
632f9077837ac920af67d788_f_1_3_0,SCAL,1 ,,"['maxima-minima', 'elementary-functions']"
632fcd14837ac920af6da397_f_0_2_0,SCAL,2 ,,"['permutations', 'symmetric-polynomials', 'elementary-functions', 'symmetric-functions', 'permutation-cycles']"
632fcd14837ac920af6da397_f_0_3_0,SCAL,2 ,,"['permutations', 'symmetric-polynomials', 'elementary-functions', 'symmetric-functions', 'permutation-cycles']"
632fcd14837ac920af6da397_f_0_4_0,FUNC,k,,"['permutations', 'symmetric-polynomials', 'elementary-functions', 'symmetric-functions', 'permutation-cycles']"
632fcd14837ac920af6da397_f_0_5_0,FUNC,m,,"['permutations', 'symmetric-polynomials', 'elementary-functions', 'symmetric-functions', 'permutation-cycles']"
632fcd14837ac920af6da397_f_0_7_0,SCAL,1 ,,"['permutations', 'symmetric-polynomials', 'elementary-functions', 'symmetric-functions', 'permutation-cycles']"
632fcd14837ac920af6da397_f_0_8_0,SCAL,1 ,_ f_0_8_0,"['permutations', 'symmetric-polynomials', 'elementary-functions', 'symmetric-functions', 'permutation-cycles']"
632fcd14837ac920af6da397_f_0_9_0,SCAL,1 ,,"['permutations', 'symmetric-polynomials', 'elementary-functions', 'symmetric-functions', 'permutation-cycles']"
632f9079837ac920af67e4d3_f_1_4_0,FUNC,C,,['elementary-functions']
63271c3806a69a3f488e4c2f_f_3_2_0,SCAL,g(x),an integer,"['functions', 'elementary-functions']"
632fcd14837ac920af6da397_f_0_10_0,SCAL,2 ,,"['permutations', 'symmetric-polynomials', 'elementary-functions', 'symmetric-functions', 'permutation-cycles']"
63271c3806a69a3f488e4c2f_f_3_3_0,SCAL,g(x),an integer,"['functions', 'elementary-functions']"
632fcd14837ac920af6da397_f_0_12_0,SCAL,1 ,,"['permutations', 'symmetric-polynomials', 'elementary-functions', 'symmetric-functions', 'permutation-cycles']"
632f907a837ac920af67f118_f_0_3_0,FUNC,f,,"['elementary-set-theory', 'elementary-functions']"
63271c3906a69a3f488e546a_f_1_2_0,FUNC,n,,"['calculus', 'products', 'elementary-functions']"
632f907a837ac920af67f118_f_1_0_0,FUNC,g,,"['elementary-set-theory', 'elementary-functions']"
63271c3906a69a3f488e546a_f_1_5_0,FUNC,a,,"['calculus', 'products', 'elementary-functions']"
63271c3906a69a3f488e546a_f_1_6_0,SCAL,a^a,,"['calculus', 'products', 'elementary-functions']"
63271c3906a69a3f488e546a_f_1_7_0,FUNC,a,,"['calculus', 'products', 'elementary-functions']"
632f907a837ac920af67f15b_f_2_1_0,FUNC,g:Y\to X,,"['elementary-set-theory', 'elementary-functions']"
632f907a837ac920af67f15b_f_2_2_0,FUNC,f,,"['elementary-set-theory', 'elementary-functions']"
63271c3b06a69a3f488e6667_f_0_1_0,SCAL,3 ,,"['linear-algebra', 'elementary-number-theory', 'diophantine-equations', 'elementary-functions']"
632f907a837ac920af67f15b_f_2_7_0,FUNC,f,,"['elementary-set-theory', 'elementary-functions']"
632f907a837ac920af67f15b_f_2_8_0,FUNC,f,,"['elementary-set-theory', 'elementary-functions']"
63271c3e06a69a3f488e8c48_f_0_5_0,SCAL,(1),such that equation   f_0_5_0,"['calculus', 'education', 'elementary-functions']"
632f907e837ac920af680b8f_f_1_5_0,FUNC,g,,"['functions', 'elementary-set-theory', 'elementary-functions']"
63271c3e06a69a3f488e8c48_f_0_7_0,SCAL,(1),equation,"['calculus', 'education', 'elementary-functions']"
632fcd14837ac920af6da674_f_1_7_0,FUNC,b,,"['algebra-precalculus', 'systems-of-equations', 'contest-math', 'quadratics', 'elementary-functions']"
632f907e837ac920af680b8f_f_1_7_0,FUNC,g,,"['functions', 'elementary-set-theory', 'elementary-functions']"
63271c3e06a69a3f488e8c48_f_1_1_0,SET,"(p,q)",,"['calculus', 'education', 'elementary-functions']"
632f907e837ac920af680b8f_f_1_9_0,FUNC,g,,"['functions', 'elementary-set-theory', 'elementary-functions']"
632f907e837ac920af680b8f_f_1_10_0,FUNC,A,,"['functions', 'elementary-set-theory', 'elementary-functions']"
63271c3e06a69a3f488e8c48_f_1_9_0,SET,"(p,q)",,"['calculus', 'education', 'elementary-functions']"
63271c3e06a69a3f488e8c48_f_1_13_0,FUNC,x,,"['calculus', 'education', 'elementary-functions']"
632fcd18837ac920af6dbbe1_f_0_13_0,SCAL,(1),,"['real-analysis', 'calculus', 'general-topology', 'elementary-functions']"
63271c3e06a69a3f488e8c48_f_1_22_0,FUNC,p,,"['calculus', 'education', 'elementary-functions']"
63271c3f06a69a3f488e95f9_f_0_0_0,FUNC,f,,['elementary-functions']
632f9089837ac920af685424_f_0_3_0,FUNC,v,,"['algebra-precalculus', 'elementary-functions']"
63271c4006a69a3f488e9ea4_f_0_0_0,FUNC,A,an invertible matrix,"['real-analysis', 'optimization', 'elementary-functions']"
63271c4006a69a3f488e9ea4_f_1_5_0,FUNC,X,,"['real-analysis', 'optimization', 'elementary-functions']"
632f908a837ac920af6858ef_f_0_0_0,FUNC,\exp,the computational complexity,"['computational-complexity', 'elementary-functions']"
632f908a837ac920af6858ef_f_0_1_0,FUNC,O,the big- f_0_1_0   operation,"['computational-complexity', 'elementary-functions']"
6327306206a69a3f488ead02_f_0_3_0,SCAL,(a-bc),what conditions,"['diophantine-equations', 'elementary-functions']"
632f908a837ac920af6858ef_f_0_4_0,FUNC,O,"f_0_3_0 , rather than the big- f_0_4_0   approximation","['computational-complexity', 'elementary-functions']"
6327306206a69a3f488ead02_f_0_4_0,SCAL,(a-b^d),"what conditions ,   f_0_3_0 | f_0_4_0","['diophantine-equations', 'elementary-functions']"
632f908a837ac920af6858ef_f_1_1_0,FUNC,x,,"['computational-complexity', 'elementary-functions']"
632f908a837ac920af6858ef_f_1_3_0,FUNC,x,,"['computational-complexity', 'elementary-functions']"
632f971d837ac920af6867a9_f_0_0_0,FUNC,n,,"['soft-question', 'intuition', 'definition', 'elementary-functions']"
6327306306a69a3f488eb604_f_0_1_0,FUNC,p,an exponential polynomial,['elementary-functions']
6327306306a69a3f488eb604_f_0_4_0,FUNC,A,system   f_0_3_0,['elementary-functions']
6327306306a69a3f488eb604_f_0_5_0,FUNC,n,a system,['elementary-functions']
6327306306a69a3f488eb604_f_0_6_0,FUNC,n,exponential polynomial equations,['elementary-functions']
6327306306a69a3f488eb604_f_0_10_0,FUNC,A,,['elementary-functions']
632f971d837ac920af6867a9_f_2_1_0,FUNC,E,,"['soft-question', 'intuition', 'definition', 'elementary-functions']"
632f971d837ac920af6867a9_f_2_2_0,FUNC,E,,"['soft-question', 'intuition', 'definition', 'elementary-functions']"
632f971d837ac920af6867a9_f_2_3_0,FUNC,E,,"['soft-question', 'intuition', 'definition', 'elementary-functions']"
632f971d837ac920af6867a9_f_2_4_0,FUNC,E,,"['soft-question', 'intuition', 'definition', 'elementary-functions']"
6327306406a69a3f488eba41_f_0_1_0,FUNC,k,,"['polynomials', 'symmetric-polynomials', 'elementary-functions']"
6327306406a69a3f488eba41_f_0_2_0,FUNC,n,symmetric polynomial,"['polynomials', 'symmetric-polynomials', 'elementary-functions']"
632fcd18837ac920af6dbdad_f_0_7_0,FUNC,g,,"['definite-integrals', 'elementary-functions']"
632f971d837ac920af6867a9_f_2_17_0,FUNC,\arctan,,"['soft-question', 'intuition', 'definition', 'elementary-functions']"
632f971d837ac920af6867a9_f_2_18_0,FUNC,E,,"['soft-question', 'intuition', 'definition', 'elementary-functions']"
6327306406a69a3f488eba41_f_0_12_0,FUNC,n,,"['polynomials', 'symmetric-polynomials', 'elementary-functions']"
632f971d837ac920af6867a9_f_2_19_0,SCAL,1 ,\frac{e^{ix}-e^{-ix}}{i(e^{ix}+e^{-ix})}= -i\frac{e^{2ix}-1}{e^{2ix}+1}=\\,"['soft-question', 'intuition', 'definition', 'elementary-functions']"
6327306406a69a3f488eba41_f_0_13_0,FUNC,k,,"['polynomials', 'symmetric-polynomials', 'elementary-functions']"
632f971d837ac920af6867a9_f_2_20_0,SCAL,1 ,,"['soft-question', 'intuition', 'definition', 'elementary-functions']"
632f971d837ac920af6867a9_f_2_21_0,SCAL,e^{2ix},,"['soft-question', 'intuition', 'definition', 'elementary-functions']"
632fcd18837ac920af6dbdad_f_0_12_0,FUNC,h,,"['definite-integrals', 'elementary-functions']"
6327306506a69a3f488ec144_f_0_12_0,SCAL,0 ,f_0_0,"['integration', 'algorithms', 'elementary-functions']"
632fcd18837ac920af6dbdad_f_0_13_0,FUNC, f,an elementary field,"['definite-integrals', 'elementary-functions']"
632f971d837ac920af6867a9_f_2_24_0,FUNC,E,,"['soft-question', 'intuition', 'definition', 'elementary-functions']"
632f971d837ac920af6867a9_f_3_0_0,SET,F(x),a differential field,"['soft-question', 'intuition', 'definition', 'elementary-functions']"
6327306506a69a3f488ec144_f_0_3_0,FUNC,p,the numerator,"['integration', 'algorithms', 'elementary-functions']"
6327306506a69a3f488ec144_f_0_4_0,FUNC,q,the numerator,"['integration', 'algorithms', 'elementary-functions']"
6327306506a69a3f488ec144_f_0_5_0,FUNC,z,,"['integration', 'algorithms', 'elementary-functions']"
632fcd18837ac920af6dbdad_f_0_18_0,FUNC,h,,"['definite-integrals', 'elementary-functions']"
6327306506a69a3f488ec144_f_0_7_0,FUNC,q,,"['integration', 'algorithms', 'elementary-functions']"
632f9d99837ac920af690189_f_1_1_0,SCAL,-1,,"['algebra-precalculus', 'functions', 'elementary-functions']"
6327306506a69a3f488ec144_f_0_13_0,SCAL,4 ,,"['integration', 'algorithms', 'elementary-functions']"
632f9d99837ac920af690189_f_1_2_0,SCAL,1,,"['algebra-precalculus', 'functions', 'elementary-functions']"
632f9d99837ac920af690189_f_1_3_0,SCAL,0,,"['algebra-precalculus', 'functions', 'elementary-functions']"
632f9d99837ac920af690189_f_1_4_0,SCAL,-1,,"['algebra-precalculus', 'functions', 'elementary-functions']"
632fcd18837ac920af6dbdad_f_1_4_0,FUNC,x,,"['definite-integrals', 'elementary-functions']"
632f9d99837ac920af690189_f_1_5_0,SCAL,0,height,"['algebra-precalculus', 'functions', 'elementary-functions']"
6327306b06a69a3f488ef2a8_f_0_1_0,FUNC,x,,"['algebra-precalculus', 'elementary-functions']"
632f9d99837ac920af690189_f_1_6_0,SCAL,1,,"['algebra-precalculus', 'functions', 'elementary-functions']"
632fcd18837ac920af6dbdad_f_1_6_0,SCAL,f(x),,"['definite-integrals', 'elementary-functions']"
632f9d99837ac920af690189_f_1_7_0,SCAL,f(0),,"['algebra-precalculus', 'functions', 'elementary-functions']"
632f9d99837ac920af690189_f_1_8_0,SCAL,f(3.5),,"['algebra-precalculus', 'functions', 'elementary-functions']"
6327306c06a69a3f488efd60_f_0_1_0,SCAL,3 ,,"['diophantine-equations', 'elementary-functions']"
632f9d99837ac920af690189_f_1_9_0,SCAL,1,,"['algebra-precalculus', 'functions', 'elementary-functions']"
632fcd19837ac920af6dc3cb_f_0_1_0,FUNC,a,,"['ordinary-differential-equations', 'indefinite-integrals', 'differential', 'elementary-functions']"
632fcd19837ac920af6dc3cb_f_0_2_0,FUNC,b,,"['ordinary-differential-equations', 'indefinite-integrals', 'differential', 'elementary-functions']"
632fcd19837ac920af6dc3cb_f_0_3_0,FUNC,a,,"['ordinary-differential-equations', 'indefinite-integrals', 'differential', 'elementary-functions']"
6327306c06a69a3f488f0030_f_0_2_0,FUNC,h,,"['inverse', 'elementary-functions']"
632f9d9b837ac920af690fe4_f_0_4_0,SCAL,n-j,,"['algebra-precalculus', 'elementary-functions']"
632fcd19837ac920af6dc3cb_f_0_4_0,FUNC,b,,"['ordinary-differential-equations', 'indefinite-integrals', 'differential', 'elementary-functions']"
6327306c06a69a3f488f0030_f_0_5_0,FUNC,t,the largest triangular,"['inverse', 'elementary-functions']"
632fcd19837ac920af6dc3cb_f_0_7_0,FUNC,a,,"['ordinary-differential-equations', 'indefinite-integrals', 'differential', 'elementary-functions']"
632fcd19837ac920af6dc3cb_f_0_8_0,FUNC,b,,"['ordinary-differential-equations', 'indefinite-integrals', 'differential', 'elementary-functions']"
6327306c06a69a3f488f0030_f_0_8_0,FUNC,T,the smallest triangular,"['inverse', 'elementary-functions']"
6327306c06a69a3f488f0030_f_0_11_0,FUNC,t,,"['inverse', 'elementary-functions']"
6327306c06a69a3f488f0030_f_0_12_0,FUNC,T,,"['inverse', 'elementary-functions']"
6327306d06a69a3f488f0ad0_f_0_0_0,SCAL,f^{-1}(x),,"['inverse-function', 'elementary-functions']"
632fcd1a837ac920af6dcf3c_f_0_2_0,FUNC,f,,"['calculus', 'derivatives', 'elementary-functions']"
632f9d9b837ac920af691136_f_0_5_0,FUNC,f,,"['abstract-algebra', 'functions', 'integers', 'elementary-functions']"
632fcd1a837ac920af6dcf3c_f_0_3_0,FUNC,x,,"['calculus', 'derivatives', 'elementary-functions']"
632fcd1a837ac920af6dcf3c_f_0_4_0,FUNC,y,,"['calculus', 'derivatives', 'elementary-functions']"
6327306e06a69a3f488f1076_f_0_0_0,FUNC,e,the transcendental number,"['ordinary-differential-equations', 'exponential-function', 'elementary-functions']"
6327306e06a69a3f488f1076_f_0_2_0,FUNC,f(0)=1,,"['ordinary-differential-equations', 'exponential-function', 'elementary-functions']"
632fcd1a837ac920af6dcf3c_f_0_8_0,FUNC,x,,"['calculus', 'derivatives', 'elementary-functions']"
632f9d9b837ac920af691136_f_1_1_0,FUNC,c,,"['abstract-algebra', 'functions', 'integers', 'elementary-functions']"
632fcd1a837ac920af6dcf3c_f_0_9_0,FUNC,y,,"['calculus', 'derivatives', 'elementary-functions']"
6327306e06a69a3f488f1076_f_0_5_0,FUNC,n,,"['ordinary-differential-equations', 'exponential-function', 'elementary-functions']"
632f9d9b837ac920af691136_f_1_2_0,FUNC,c,,"['abstract-algebra', 'functions', 'integers', 'elementary-functions']"
6327306e06a69a3f488f1076_f_0_6_0,FUNC,x,,"['ordinary-differential-equations', 'exponential-function', 'elementary-functions']"
632f9d9b837ac920af691136_f_2_0_0,FUNC,c,an integer,"['abstract-algebra', 'functions', 'integers', 'elementary-functions']"
632f9d9b837ac920af691136_f_2_1_0,SCAL,f(s),,"['abstract-algebra', 'functions', 'integers', 'elementary-functions']"
632f9d9b837ac920af691136_f_2_2_0,FUNC,s,,"['abstract-algebra', 'functions', 'integers', 'elementary-functions']"
632fcd1b837ac920af6dd1c2_f_1_3_0,FUNC,f,,['elementary-functions']
632fcd1b837ac920af6dd1c2_f_1_4_0,FUNC,g,,['elementary-functions']
632f9d9b837ac920af691136_f_2_4_0,FUNC,s,,"['abstract-algebra', 'functions', 'integers', 'elementary-functions']"
632fcd1b837ac920af6dd1c2_f_1_5_0,FUNC,h,,['elementary-functions']
632fcd1b837ac920af6dd1c2_f_1_7_0,FUNC, x ,,['elementary-functions']
632f9d9b837ac920af691136_f_2_7_0,FUNC,s,,"['abstract-algebra', 'functions', 'integers', 'elementary-functions']"
632f5f3e837ac920af636659_f_0_3_0,FUNC,f,,['elementary-functions']
632fcd1b837ac920af6dd1c2_f_1_8_0,FUNC, a ,,['elementary-functions']
632f9d9b837ac920af691136_f_2_8_0,SCAL,a+b,an integer,"['abstract-algebra', 'functions', 'integers', 'elementary-functions']"
632f5f3e837ac920af636659_f_1_0_0,FUNC,l,,['elementary-functions']
632fcd1b837ac920af6dd1c2_f_1_10_0,SCAL,f(x) ,,['elementary-functions']
632f9d9b837ac920af691136_f_2_10_0,SCAL,2a,,"['abstract-algebra', 'functions', 'integers', 'elementary-functions']"
632fcd1b837ac920af6dd1c2_f_1_11_0,SCAL, h(x) ,,['elementary-functions']
632f9d9b837ac920af691136_f_2_11_0,FUNC,a,either an integer,"['abstract-algebra', 'functions', 'integers', 'elementary-functions']"
632fcd1b837ac920af6dd1c2_f_1_12_0,SCAL, g(x) ,,['elementary-functions']
632f9d9b837ac920af691136_f_2_12_0,FUNC,b,,"['abstract-algebra', 'functions', 'integers', 'elementary-functions']"
632fcd1b837ac920af6dd1c2_f_1_13_0,SCAL, g(x) ,,['elementary-functions']
632f9d9b837ac920af691136_f_2_13_0,FUNC,a,,"['abstract-algebra', 'functions', 'integers', 'elementary-functions']"
632fcd1b837ac920af6dd1c2_f_1_14_0,SCAL, p(x) ,,['elementary-functions']
632f5f3e837ac920af636659_f_1_5_0,FUNC,l,the limit,['elementary-functions']
632fcd1b837ac920af6dd1c2_f_1_15_0,SCAL, f(x) ,,['elementary-functions']
632fcd1b837ac920af6dd1c2_f_1_16_0,FUNC, f(x) = x,,['elementary-functions']
632f5f3e837ac920af636659_f_2_5_0,FUNC,f,,['elementary-functions']
632f5f3e837ac920af636659_f_2_6_0,FUNC,M,,['elementary-functions']
632fcd1b837ac920af6dd1c2_f_1_25_0,SCAL, h(x) ,,['elementary-functions']
632fcd1b837ac920af6dd1c2_f_1_26_0,SCAL, g(x) ,,['elementary-functions']
632f5f3e837ac920af636659_f_2_14_0,FUNC,f,,['elementary-functions']
633004c9837ac920af736243_f_0_4_0,SCAL,4 ,,"['trigonometry', 'elementary-functions', 'error-function']"
633004ca837ac920af736b03_f_1_0_0,FUNC,n,,"['calculus', 'integration', 'analysis', 'indefinite-integrals', 'elementary-functions']"
632fcd1f837ac920af6dee68_f_0_5_0,SCAL,f(x),just Beer,"['integration', 'exponential-function', 'elementary-functions']"
632f9d9c837ac920af69143f_f_2_8_0,FUNC,f(1)=3,,"['inequality', 'logarithms', 'elementary-functions']"
632fcd1f837ac920af6dee68_f_0_6_0,SCAL,g(x),,"['integration', 'exponential-function', 'elementary-functions']"
632fcd1f837ac920af6dee68_f_0_7_0,FUNC,x,,"['integration', 'exponential-function', 'elementary-functions']"
632f5f3e837ac920af6367bd_f_0_0_0,SCAL, p(z) ,,"['complex-analysis', 'proof-verification', 'elementary-functions']"
632fcd1f837ac920af6dee68_f_0_8_0,SCAL,g(x),,"['integration', 'exponential-function', 'elementary-functions']"
632f9d9c837ac920af69143f_f_2_10_0,FUNC,f,,"['inequality', 'logarithms', 'elementary-functions']"
632fcd1f837ac920af6dee68_f_0_12_0,FUNC,x,,"['integration', 'exponential-function', 'elementary-functions']"
633004ca837ac920af736bc8_f_0_3_0,FUNC,S,,"['elementary-number-theory', 'elementary-set-theory', 'natural-numbers', 'elementary-functions', 'first-countable']"
632fcd1f837ac920af6dee68_f_0_13_0,FUNC,x,,"['integration', 'exponential-function', 'elementary-functions']"
633004ca837ac920af736bc8_f_0_4_0,FUNC,S,,"['elementary-number-theory', 'elementary-set-theory', 'natural-numbers', 'elementary-functions', 'first-countable']"
632f5f3e837ac920af6367bd_f_0_7_0,FUNC,n,,"['complex-analysis', 'proof-verification', 'elementary-functions']"
632fcd1f837ac920af6dee68_f_1_0_0,FUNC,x,,"['integration', 'exponential-function', 'elementary-functions']"
632f5f3e837ac920af6367bd_f_0_11_0,FUNC,x,,"['complex-analysis', 'proof-verification', 'elementary-functions']"
632fcd22837ac920af6e001d_f_0_2_0,SCAL,0,,"['general-topology', 'elementary-functions']"
632f9d9c837ac920af69143f_f_3_10_0,FUNC,u,,"['inequality', 'logarithms', 'elementary-functions']"
632f5f3e837ac920af6367bd_f_0_17_0,FUNC,r,,"['complex-analysis', 'proof-verification', 'elementary-functions']"
632fcd22837ac920af6e001d_f_1_2_0,SCAL,f^{-1},,"['general-topology', 'elementary-functions']"
632fcd22837ac920af6e001d_f_1_4_0,FUNC,x,,"['general-topology', 'elementary-functions']"
633004ca837ac920af736bc8_f_0_16_0,FUNC,S,,"['elementary-number-theory', 'elementary-set-theory', 'natural-numbers', 'elementary-functions', 'first-countable']"
632fcd22837ac920af6e001d_f_1_6_0,FUNC,x,this collection,"['general-topology', 'elementary-functions']"
632fcd22837ac920af6e001d_f_1_7_0,SET,"[-1, 1]",the interval   f_1_7_0,"['general-topology', 'elementary-functions']"
633004ca837ac920af736bc8_f_1_4_0,FUNC,n,,"['elementary-number-theory', 'elementary-set-theory', 'natural-numbers', 'elementary-functions', 'first-countable']"
633004ca837ac920af736bc8_f_1_5_0,FUNC,n,,"['elementary-number-theory', 'elementary-set-theory', 'natural-numbers', 'elementary-functions', 'first-countable']"
632fcd22837ac920af6e001d_f_2_3_0,SET,"[2,5]",,"['general-topology', 'elementary-functions']"
632f5f3e837ac920af6367bd_f_0_29_0,SCAL,z^{n},,"['complex-analysis', 'proof-verification', 'elementary-functions']"
633004ca837ac920af736bc8_f_2_1_0,FUNC,S,,"['elementary-number-theory', 'elementary-set-theory', 'natural-numbers', 'elementary-functions', 'first-countable']"
633004ca837ac920af736bc8_f_2_3_0,SCAL,f(0),,"['elementary-number-theory', 'elementary-set-theory', 'natural-numbers', 'elementary-functions', 'first-countable']"
633004ca837ac920af736bc8_f_2_4_0,SCAL,n+1,,"['elementary-number-theory', 'elementary-set-theory', 'natural-numbers', 'elementary-functions', 'first-countable']"
633004ca837ac920af736bc8_f_2_6_0,SCAL,f(1),,"['elementary-number-theory', 'elementary-set-theory', 'natural-numbers', 'elementary-functions', 'first-countable']"
633004ca837ac920af736bc8_f_2_9_0,SCAL,f(0),,"['elementary-number-theory', 'elementary-set-theory', 'natural-numbers', 'elementary-functions', 'first-countable']"
632f9d9c837ac920af69143f_f_3_28_0,FUNC,e,,"['inequality', 'logarithms', 'elementary-functions']"
633004ca837ac920af736bc8_f_2_10_0,SET,"(0,3)",,"['elementary-number-theory', 'elementary-set-theory', 'natural-numbers', 'elementary-functions', 'first-countable']"
