fid,mtype,exprstr,mention,tokens,tags
632fdb01837ac920af6f8695_f_0_5_0,FUNC,f,functions,['f'],"['complex-analysis', 'analytic-geometry', 'ideals', 'several-complex-variables']"
632fdb01837ac920af6f8695_f_0_13_0,FUNC,f,functions,['f'],"['complex-analysis', 'analytic-geometry', 'ideals', 'several-complex-variables']"
632fdb01837ac920af6f885a_f_1_0_0,FUNC,g,a function,['g'],"['linear-algebra', 'abstract-algebra', 'analytic-geometry']"
632fdb01837ac920af6f885a_f_1_6_0,FUNC,f : X  \to \mathbb R,any function,"['f', ':', 'X', '\\to', '\\mathbb', 'R']","['linear-algebra', 'abstract-algebra', 'analytic-geometry']"
633012c5837ac920af74e068_f_0_2_0,SET,\mathbb A,an arbitrary set,"['\\mathbb', 'A']","['geometry', 'analytic-geometry']"
632fa43e837ac920af6a01f3_f_1_30_0,SCAL,1,eigenvalues,1,"['linear-transformations', 'analytic-geometry']"
632fe1bf837ac920af6f9632_f_1_6_0,FUNC,f,a quadratic function,['f'],"['geometry', 'analytic-geometry']"
632fe1c0837ac920af6f9954_f_0_4_0,SCAL,5 ,those values,5,"['special-functions', 'intuition', 'analytic-geometry']"
632fe1c1837ac920af6fa205_f_1_8_0,SCAL,1,the value,1,"['calculus', 'algebra-precalculus', 'analytic-geometry', 'graphing-functions']"
632fe1c1837ac920af6fa205_f_1_11_0,SCAL,0,the value   f_1_11_0,0,"['calculus', 'algebra-precalculus', 'analytic-geometry', 'graphing-functions']"
632fe1c1837ac920af6fa205_f_1_13_0,SCAL,1,the value   f_1_13_0,1,"['calculus', 'algebra-precalculus', 'analytic-geometry', 'graphing-functions']"
632fe1c1837ac920af6fa391_f_0_1_0,FUNC,g(y)=4-y^2,     The two functions,"['g', '(', 'y', ')', '=', '4', '-', 'y', '^', '2']","['calculus', 'algebra-precalculus', 'analytic-geometry']"
633012cd837ac920af7517a2_f_1_29_0,FUNC,"i:\{C, D, E\}\to\mathbb R^3",an injective map,"['i', ':', '\\{', 'C', ',', 'D', ',', 'E', '\\}', '\\to', '\\mathbb', 'R', '^', '3']","['geometry', 'analytic-geometry']"
633012ce837ac920af751829_f_3_0_0,SCAL,1,its value,1,"['linear-algebra', 'analytic-geometry', 'visualization']"
632fa445837ac920af6a395b_f_2_4_0,SCAL,\frac{1}{8},a maximal value,"['\\frac', '{', '1', '}', '{', '8', '}']","['algebra-precalculus', 'optimization', 'analytic-geometry', 'area', 'a.m.-g.m.-inequality']"
63301968837ac920af7566a5_f_1_23_0,SCAL,de,constant,"['d', 'e']","['analytic-geometry', 'conic-sections']"
632f7c49837ac920af65fb7f_f_1_0_0,FUNC,f\colon S^2\to S^2,no continuous map,"['f', '\\colon', 'S', '^', '2', '\\to', 'S', '^', '2']","['analytic-geometry', 'computational-geometry']"
632f7c4a837ac920af6600c5_f_1_4_0,FUNC,f(x)=18/x,Your function,"['f', '(', 'x', ')', '=', '1', '/', 'x']",['analytic-geometry']
632f7c4a837ac920af66052e_f_1_4_0,SCAL,1 ,whose value,1,"['analytic-geometry', 'conic-sections']"
6330196d837ac920af758a0d_f_0_7_0,SCAL,b^2,The constant k,"['b', '^', '2']","['algebra-precalculus', 'analytic-geometry', 'conic-sections']"
632fe8ac837ac920af702b04_f_1_3_0,SCAL,3,eigenvalues   f_1_3_0,3,"['linear-algebra', 'geometry', 'eigenvalues-eigenvectors', 'analytic-geometry', 'conic-sections']"
632fe8ac837ac920af702b04_f_1_9_0,SCAL,3,eigenvalues,3,"['linear-algebra', 'geometry', 'eigenvalues-eigenvectors', 'analytic-geometry', 'conic-sections']"
632f7c4d837ac920af661700_f_1_0_0,FUNC,\tan,The tangent function,\tan,"['calculus', 'geometry', 'trigonometry', 'terminology', 'analytic-geometry']"
63301971837ac920af75a750_f_2_4_0,SET,"(x,y)",the set,"['(', 'x', ',', 'y', ')']",['analytic-geometry']
632fe8b1837ac920af704cd9_f_0_0_0,FUNC,f(x) = abs(x-1)^n + 1,a parabolic transformation function,"['f', '(', 'x', ')', '=', 'a', 'b', 's', '(', 'x', '-', '1', ')', '^', 'n', '+', '1']","['analytic-geometry', 'elliptic-curves']"
632f7c4e837ac920af661c6a_f_1_2_0,SET,U\cap W,the set,"['U', '\\cap', 'W']","['linear-algebra', 'analytic-geometry']"
632faafc837ac920af6a5fef_f_0_7_0,SCAL,0,a values,0,"['geometry', 'convex-analysis', 'analytic-geometry', 'convex-optimization', 'change-of-basis']"
632fe8b1837ac920af704e7c_f_1_0_0,FUNC,"F(x,y)=0",implicit function,"['F', '(', 'x', ',', 'y', ')', '=', '0']","['analytic-geometry', 'conic-sections']"
632fe8b2837ac920af7055fa_f_0_3_0,FUNC,"f(x, y, z) = 0",a function   f_0_3_0,"['f', '(', 'x', ',', 'y', ',', 'z', ')', '=', '0']","['algebra-precalculus', 'functions', 'systems-of-equations', 'analytic-geometry', 'parametric']"
63301973837ac920af75b6d7_f_1_1_0,SCAL,1,values,1,['analytic-geometry']
63301973837ac920af75b6d7_f_1_3_0,SCAL,4,f_1_2_0   values,4,['analytic-geometry']
632fe8b5837ac920af7066f8_f_0_0_0,FUNC,f:\mathbb{R}^2\to\mathbb{R}^2,a mapping   f_0_0_0,"['f', ':', '\\mathbb{R}', '^', '2', '\\to', '\\mathbb{R}', '^', '2']","['geometry', 'functions', 'analytic-geometry']"
632fab00837ac920af6a7e1a_f_1_10_0,SCAL,1 ,this value,1,"['analytic-geometry', '3d', 'quadrics']"
63301f95837ac920af75ecd7_f_1_19_0,SCAL,(a-b),the value,"['(', 'a', '-', 'b', ')']","['analytic-geometry', 'conic-sections']"
632f7c51837ac920af662cb1_f_0_1_0,FUNC,T:\mathbb{R}^3\rightarrow\mathbb{R}^3,      ( i.e. a map   f_0_1_0   s.t,"['T', ':', '\\mathbb{R}', '^', '3', '\\rightarrow', '\\mathbb{R}', '^', '3']","['linear-algebra', 'geometry', 'differential-geometry', 'euclidean-geometry', 'analytic-geometry']"
632f7c51837ac920af662cb1_f_3_0_0,FUNC,T: U\to E^3,an isometric map,"['T', ':', 'U', '\\to', 'E', '^', '3']","['linear-algebra', 'geometry', 'differential-geometry', 'euclidean-geometry', 'analytic-geometry']"
632f7c51837ac920af662cb1_f_3_39_0,FUNC,T: U\to E^3,each isometric map,"['T', ':', 'U', '\\to', 'E', '^', '3']","['linear-algebra', 'geometry', 'differential-geometry', 'euclidean-geometry', 'analytic-geometry']"
632fab01837ac920af6a8367_f_0_8_0,FUNC,f,a function,['f'],"['real-analysis', 'functions', 'analytic-geometry', 'graphing-functions', 'implicit-function']"
632fab01837ac920af6a8367_f_7_1_0,SCAL,0,the value   f_7_1_0,0,"['real-analysis', 'functions', 'analytic-geometry', 'graphing-functions', 'implicit-function']"
632fab01837ac920af6a8367_f_7_14_0,FUNC,g,an inverse function,['g'],"['real-analysis', 'functions', 'analytic-geometry', 'graphing-functions', 'implicit-function']"
632fab04837ac920af6a968f_f_2_2_0,SCAL,1,value,1,"['geometry', 'analytic-geometry']"
632fab04837ac920af6a968f_f_2_4_0,SCAL,0,value,0,"['geometry', 'analytic-geometry']"
632fe8bb837ac920af709493_f_0_0_0,SCAL,10 ,constant length   f_0_0_0 units,1,"['real-analysis', 'linear-algebra', 'geometry', 'analytic-geometry']"
632f7c56837ac920af664d9f_f_4_24_0,FUNC,A,the translation mapping,['A'],"['geometry', 'analytic-geometry', 'triangles', 'area']"
632fab06837ac920af6aa7b4_f_0_17_0,FUNC,y,the two functions,['y'],['analytic-geometry']
63301fa3837ac920af7653be_f_1_12_0,FUNC,v,f_1_11_0   axis maps,['v'],"['geometry', 'analytic-geometry', '3d', 'computational-mathematics']"
632f7c59837ac920af665f11_f_0_4_0,FUNC,f:\mathbb{R}\to\mathbb{R},a differentiable function,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['geometry', 'analytic-geometry']"
632ff012837ac920af70d7b9_f_0_4_0,FUNC,Y,a bijection,['Y'],"['analytic-geometry', 'complete-spaces']"
632fb213837ac920af6b0716_f_2_0_0,FUNC,d,a distance function,['d'],"['vector-spaces', 'metric-spaces', 'analytic-geometry']"
632ff016837ac920af70eda3_f_1_0_0,FUNC,f,a function,['f'],['analytic-geometry']
63302658837ac920af7703df_f_1_14_0,FUNC,T,The function,['T'],"['matrices', 'analytic-geometry', '3d', 'rotations']"
632fb219837ac920af6b34d8_f_2_2_0,FUNC,P,No function   f_2_2_0,['P'],['analytic-geometry']
632fb21e837ac920af6b51b5_f_2_4_0,FUNC,U,( principal branch ) maps,['U'],"['complex-analysis', 'algebraic-geometry', 'analytic-geometry', 'complex-geometry', 'riemann-surfaces']"
632ff021837ac920af713211_f_2_0_0,FUNC,"D(s,t)=(t+2s)^2+(3t-s+1)^2+(t-2s-5)^2",the bivariate function,"['D', '(', 's', ',', 't', ')', '=', '(', 't', '+', '2', 's', ')', '^', '2', '+', '(', '3', 't', '-', 's', '+', '1', ')', '^', '2', '+', '(', 't', '-', '2', 's', '-', '5', ')', '^', '2']","['linear-algebra', 'analytic-geometry']"
632fb220837ac920af6b6279_f_2_95_0,SCAL,2a,the constant value,"['2', 'a']","['proof-verification', 'proof-writing', 'analytic-geometry']"
63302e0a837ac920af775043_f_2_0_0,SCAL,1,the target value,1,"['linear-algebra', 'analytic-geometry']"
632ff024837ac920af71489b_f_1_6_0,FUNC,g,a scalar function,['g'],"['ordinary-differential-equations', 'multivariable-calculus', 'analytic-geometry']"
632fb223837ac920af6b7b92_f_1_8_0,FUNC,\arctan,  f_1_7_0      The function,\arctan,"['algebra-precalculus', 'trigonometry', 'analytic-geometry']"
632fb8d2837ac920af6b8ccf_f_2_5_0,SCAL,a+bi,complex numbers,"['a', '+', 'b', 'i']","['geometry', 'analytic-geometry', 'simplex']"
632ff028837ac920af716605_f_1_74_0,SCAL,(3),the values,"['(', '3', ')']","['euclidean-geometry', 'analytic-geometry']"
632ff02a837ac920af7170af_f_0_2_0,SCAL,\frac{a}{b}+\frac{c}{d}+\frac{m}{n},the value,"['\\frac', '{', 'a', '}', '{', 'b', '}', '+', '\\frac', '{', 'c', '}', '{', 'd', '}', '+', '\\frac', '{', 'm', '}', '{', 'n', '}']","['geometry', 'contest-math', 'euclidean-geometry', 'analytic-geometry']"
632fb8d3837ac920af6b967f_f_0_3_0,SET,N(i),a set,"['N', '(', 'i', ')']","['linear-algebra', 'matrices', 'geometry', 'eigenvalues-eigenvectors', 'analytic-geometry']"
633035e9837ac920af77de12_f_1_30_0,FUNC,r,The function,['r'],"['real-analysis', 'analytic-geometry', 'parametric', 'uniform-continuity']"
632fb8d9837ac920af6bbfe9_f_0_2_0,FUNC,f(x)=mx+b,the functions     f_0_2_0      f_0_3_0,"['f', '(', 'x', ')', '=', 'm', 'x', '+', 'b']","['real-analysis', 'functions', 'analytic-geometry']"
633035f2837ac920af780cbf_f_0_2_0,FUNC,T,an orthogonal map,['T'],"['linear-algebra', 'analytic-geometry']"
633035f8837ac920af782bd1_f_1_12_0,FUNC,g,the function,['g'],"['geometry', 'analytic-geometry']"
633035f8837ac920af782bd1_f_1_28_0,FUNC,h,a new function,['h'],"['geometry', 'analytic-geometry']"
633035ff837ac920af7844d6_f_1_18_0,FUNC,f,some function   f_1_18_0,['f'],"['differential-geometry', 'analytic-geometry', 'homology-cohomology', 'vector-analysis']"
