fid,mtype,exprstr,mention,tokens,tags
633004cd837ac920af737d75_f_0_0_0,FUNC,x,inverse trigonometric functions,['x'],"['calculus', 'derivatives', 'trigonometry']"
633004cd837ac920af737f40_f_2_23_0,FUNC,M,our function,['M'],"['algebra-precalculus', 'trigonometry', 'maxima-minima']"
633004cd837ac920af73801e_f_0_3_0,FUNC,"f: [-1,1] \to \mathbb{R}",the continuous function   f_0_3_0,"['f', ':', '[', '1', ',', '1', ']', '\\to', '\\mathbb{R}']","['trigonometry', 'continuity', 'functional-equations']"
633004cd837ac920af738102_f_0_7_0,SCAL,0.739085,the constant,"['0', '7']","['sequences-and-series', 'trigonometry', 'graphing-functions', 'trigonometric-series']"
632fcd10837ac920af6d8b40_f_5_1_0,FUNC,"
f(x) = a^x
",the exponential functions,"['f', '(', 'x', ')', '=', 'a', '^', 'x']","['calculus', 'derivatives', 'trigonometry']"
632fcd10837ac920af6d8b88_f_3_7_0,FUNC,f,a continuous function,['f'],"['trigonometry', 'optimization', 'lagrange-multiplier', 'maxima-minima', 'cauchy-schwarz-inequality']"
633004ce837ac920af73859a_f_0_12_0,FUNC,f,a function,['f'],"['calculus', 'trigonometry', 'solution-verification']"
633004ce837ac920af73859a_f_0_13_0,FUNC,g,a function   f_0_13_0,['g'],"['calculus', 'trigonometry', 'solution-verification']"
632fcd11837ac920af6d9003_f_0_0_0,FUNC,f,that two real functions,['f'],"['real-analysis', 'trigonometry']"
632fcd11837ac920af6d923a_f_3_8_0,SCAL,0,value,0,"['calculus', 'functions', 'trigonometry', 'absolute-value']"
633004cf837ac920af738bb5_f_0_0_0,FUNC,\sin,  The trigonometric functions,\sin,['trigonometry']
632f9085837ac920af683629_f_0_1_0,FUNC,f,function,['f'],"['geometry', 'trigonometry', 'analytic-geometry']"
632fcd12837ac920af6d975f_f_2_6_0,SCAL,7,the number   f_2_6_0,7,"['trigonometry', 'prime-numbers', 'modular-arithmetic', 'gauss-sums', 'algebraic-numbers']"
632fcd12837ac920af6d975f_f_2_11_0,SCAL,11,the number   f_2_11_0,1,"['trigonometry', 'prime-numbers', 'modular-arithmetic', 'gauss-sums', 'algebraic-numbers']"
632fcd12837ac920af6d975f_f_2_15_0,SCAL,15,the number   f_2_15_0,1,"['trigonometry', 'prime-numbers', 'modular-arithmetic', 'gauss-sums', 'algebraic-numbers']"
632fcd12837ac920af6d975f_f_2_20_0,SCAL,17,the number,1,"['trigonometry', 'prime-numbers', 'modular-arithmetic', 'gauss-sums', 'algebraic-numbers']"
632fcd12837ac920af6d9806_f_3_1_0,SCAL,-\frac{3}{5},whose sine value,"['-', '\\frac', '{', '3', '}', '{', '5', '}']",['trigonometry']
632fcd12837ac920af6d9806_f_3_2_0,SCAL,-\frac{3}{5},whose sine value,"['-', '\\frac', '{', '3', '}', '{', '5', '}']",['trigonometry']
632f9085837ac920af683925_f_2_4_0,FUNC,f,a certain function,['f'],"['trigonometry', 'problem-solving']"
632f9085837ac920af683925_f_2_16_0,FUNC,Z,the Ziomek function   f_2_16_0,['Z'],"['trigonometry', 'problem-solving']"
632f9085837ac920af68396c_f_0_4_0,SCAL,3 ,the number,3,"['algebra-precalculus', 'trigonometry', 'triangles']"
632fcd13837ac920af6d9b4c_f_2_4_0,FUNC,f,a sinusoidal function,['f'],['trigonometry']
633004cf837ac920af7391b4_f_0_8_0,SCAL,2\frac{1}{4},our value,"['2', '\\frac', '{', '1', '}', '{', '4', '}']","['trigonometry', 'physics', 'pi', 'angle', 'unit-of-measure']"
632fcd13837ac920af6d9d7d_f_2_1_0,FUNC,f,a bijection,['f'],"['algebra-precalculus', 'functions', 'trigonometry', 'inverse-function']"
632fcd13837ac920af6d9e06_f_1_24_0,FUNC,\arctan,an odd function,\arctan,['trigonometry']
632f9086837ac920af683c92_f_2_3_0,SCAL,\dfrac{3x^2}{1+e^x},the fraction,"['\\dfrac', '{', '3', 'x', '^', '2', '}', '{', '1', '+', 'e', '^', 'x', '}']","['calculus', 'integration', 'trigonometry']"
633004d1837ac920af739950_f_0_0_0,FUNC,f,this function,['f'],"['real-analysis', 'calculus', 'trigonometry', 'inequality']"
632f5f44837ac920af638458_f_5_2_0,SCAL,f(z),constant,"['f', '(', 'z', ')']","['algebra-precalculus', 'trigonometry']"
632f5f44837ac920af638625_f_1_0_0,FUNC,i : \mathbb{R} \to \mathbb{C},"Indeed , the inclusion map","['i', ':', '\\mathbb{R}', '\\to', '\\mathbb{C}']",['trigonometry']
632fcd14837ac920af6da114_f_2_31_0,FUNC,f,the function   f_2_31_0,['f'],"['real-analysis', 'calculus', 'derivatives', 'trigonometry', 'maxima-minima']"
632f5f44837ac920af638654_f_2_3_0,SCAL,\frac{1}{a},the value,"['\\frac', '{', '1', '}', '{', 'a', '}']",['trigonometry']
632fcd14837ac920af6da44e_f_0_0_0,FUNC,F,  Which functions,['F'],"['integration', 'trigonometry']"
632fcd14837ac920af6da44e_f_0_5_0,FUNC,F,the functions,['F'],"['integration', 'trigonometry']"
632fcd14837ac920af6da44e_f_0_17_0,FUNC,x,functions,['x'],"['integration', 'trigonometry']"
632fcd14837ac920af6da44e_f_0_33_0,FUNC,F,the functions,['F'],"['integration', 'trigonometry']"
633004d1837ac920af739d2a_f_1_6_0,FUNC,\arctan,an odd function,\arctan,"['functions', 'trigonometry', 'inverse-function']"
632f5f44837ac920af638780_f_0_0_0,SCAL,3 ,the vertex value,3,"['geometry', 'trigonometry', 'polynomials', 'systems-of-equations', 'conic-sections']"
632f5f44837ac920af638901_f_3_4_0,SCAL,2,f_3_3_0   values,2,"['trigonometry', 'inverse-problems']"
632fcd15837ac920af6da7b1_f_1_6_0,SCAL,0.363965532996313,( more ) exact value   f_1_6_0,"['0', '3']",['trigonometry']
632fcd15837ac920af6da7fc_f_0_1_0,SCAL,n-th,complex numbers,"['n', '-', 't', 'h']","['algebra-precalculus', 'trigonometry']"
633004d2837ac920af73a1c0_f_0_0_0,FUNC,f: X \to Y,a function,"['f', ':', 'X', '\\to', 'Y']","['calculus', 'functions', 'trigonometry', 'proof-explanation']"
632fcd15837ac920af6daa96_f_2_8_0,SCAL,f(x),then the maximum values,"['f', '(', 'x', ')']",['trigonometry']
632fcd16837ac920af6daf1b_f_0_0_0,FUNC,f: \mathbb{R}\rightarrow \mathbb{R},a continuous function,"['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['functions', 'proof-verification', 'trigonometry', 'functional-equations']"
633004d2837ac920af73a660_f_1_25_0,SCAL,1,absolute value   f_1_25_0,1,"['real-analysis', 'calculus', 'algebra-precalculus', 'trigonometry', 'real-numbers']"
632f9088837ac920af684c8f_f_1_4_0,FUNC,f,a convex function,['f'],"['calculus', 'trigonometry', 'numerical-methods']"
633004d3837ac920af73a890_f_1_35_0,SCAL,1 ,number   f_1_35_0,1,"['linear-algebra', 'trigonometry', 'galois-theory']"
632f5f46837ac920af6390ec_f_3_0_0,FUNC,g,the function,['g'],"['trigonometry', 'inequality']"
632f9088837ac920af684de3_f_1_17_0,FUNC,f,a concave function,['f'],"['trigonometry', 'inequality', 'contest-math', 'sum-of-squares-method', 'karamata-inequality']"
633004d3837ac920af73aa65_f_0_12_0,SCAL,-7/100,the value,"['-', '7', '/', '1']","['calculus', 'derivatives', 'trigonometry']"
633004d3837ac920af73aa65_f_0_15_0,SCAL,13/100,the value,"['1', '/', '1']","['calculus', 'derivatives', 'trigonometry']"
632f5f46837ac920af6391e5_f_3_0_0,FUNC,f(x)=3x-x^3,the function,"['f', '(', 'x', ')', '=', '3', 'x', '-', 'x', '^', '3']","['trigonometry', 'inequality']"
632f5f46837ac920af6391f4_f_0_3_0,SCAL,3.2^n,the minimum value,"['^', 'n']","['geometry', 'trigonometry', 'inequality']"
632f9089837ac920af685558_f_0_8_0,FUNC,x,this function,['x'],"['integration', 'trigonometry', 'substitution']"
632f9089837ac920af6855cf_f_1_2_0,SCAL,0,values,0,"['trigonometry', 'rational-numbers']"
632f9089837ac920af68564f_f_1_8_0,FUNC,f,the ( smooth ) function,['f'],['trigonometry']
632f5f47837ac920af6395aa_f_4_3_0,FUNC,F,a primitive function,['F'],"['calculus', 'integration', 'trigonometry', 'complex-integration']"
632f5f47837ac920af6395aa_f_4_4_0,FUNC,f,a primitive function,['f'],"['calculus', 'integration', 'trigonometry', 'complex-integration']"
632f908a837ac920af6856ad_f_1_19_0,FUNC,t,a function,['t'],"['ordinary-differential-equations', 'trigonometry', 'numerical-methods', 'physics', 'projectile-motion']"
633004d5837ac920af73b4db_f_0_6_0,FUNC,f(b)=x,the function   f_0_6_0,"['f', '(', 'b', ')', '=', 'x']","['algebra-precalculus', 'trigonometry']"
633004d5837ac920af73b758_f_1_3_0,SCAL,6,value,6,"['algebra-precalculus', 'trigonometry', 'inequality', 'contest-math', 'maxima-minima']"
633004d5837ac920af73b758_f_2_14_0,SCAL,x + y,the two possible values,"['x', '+', 'y']","['algebra-precalculus', 'trigonometry', 'inequality', 'contest-math', 'maxima-minima']"
633004d6837ac920af73bbdf_f_2_3_0,FUNC,f,the function,['f'],"['derivatives', 'trigonometry', 'polynomials']"
632f908a837ac920af685a1d_f_1_0_0,FUNC,\tan,a continuous function,\tan,"['calculus', 'sequences-and-series', 'trigonometry', 'convergence-divergence']"
632fcd19837ac920af6dc4ae_f_4_1_0,FUNC,f,two functions,['f'],['trigonometry']
632fcd19837ac920af6dc4ae_f_4_8_0,FUNC,f,the sine function,['f'],['trigonometry']
632fcd19837ac920af6dc4ae_f_4_9_0,FUNC,g,the sine function,['g'],['trigonometry']
632fcd19837ac920af6dc4ae_f_4_20_0,FUNC,f,the functions,['f'],['trigonometry']
632fcd19837ac920af6dc644_f_3_37_0,SCAL,f(x),the value,"['f', '(', 'x', ')']","['trigonometry', 'secant']"
632f5f48837ac920af639dd9_f_1_0_0,FUNC,g,an even function,['g'],"['integration', 'trigonometry', 'definite-integrals', 'fourier-analysis', 'fourier-series']"
632f971c837ac920af6861b4_f_3_2_0,SCAL,du,or a constant times,"['d', 'u']","['trigonometry', 'integration']"
632f971c837ac920af68629e_f_0_0_0,FUNC,f,an analytic function,['f'],"['complex-analysis', 'trigonometry']"
632fcd1a837ac920af6dcc28_f_2_3_0,SCAL,0,number,0,"['geometry', 'trigonometry', 'complex-numbers', 'vectors', 'euclidean-geometry']"
63300bb5837ac920af73cd10_f_2_3_0,FUNC,f,The function,['f'],"['integration', 'functions', 'trigonometry', 'definite-integrals', 'trigonometric-integrals']"
632fcd1a837ac920af6dccc2_f_5_7_0,FUNC,x,the Newton step maps,['x'],"['functions', 'trigonometry', 'numerical-methods', 'roots']"
632fcd1a837ac920af6dcd01_f_1_13_0,FUNC,d,the function,['d'],"['geometry', 'trigonometry', 'metric-spaces']"
632fcd1a837ac920af6dcdb6_f_1_5_0,SCAL,9,a minimal value,9,"['trigonometry', 'maxima-minima', 'a.m.-g.m.-inequality', 'cauchy-schwarz-inequality']"
632f5f4b837ac920af63abe9_f_0_3_0,FUNC,g,what,['g'],"['calculus', 'trigonometry', 'discrete-calculus']"
632f5f4b837ac920af63abe9_f_0_11_0,FUNC,f,any functions,['f'],"['calculus', 'trigonometry', 'discrete-calculus']"
63300bb6837ac920af73d2f2_f_0_0_0,FUNC,f,two functions,['f'],"['real-analysis', 'derivatives', 'trigonometry', 'continuity', 'proof-explanation']"
63300bb6837ac920af73d2f2_f_5_0_0,FUNC,f,Our functions,['f'],"['real-analysis', 'derivatives', 'trigonometry', 'continuity', 'proof-explanation']"
63300bb6837ac920af73d33f_f_1_25_0,FUNC,\cos,the trig function,\cos,"['algebra-precalculus', 'functions', 'trigonometry', 'change-of-variable']"
63300bb6837ac920af73d33f_f_2_5_0,FUNC,y,the function ’s output   f_2_5_0,['y'],"['algebra-precalculus', 'functions', 'trigonometry', 'change-of-variable']"
63300bb6837ac920af73d4d8_f_0_8_0,SCAL,3,f_0_7_0   values,3,['trigonometry']
63300bb6837ac920af73d4d8_f_2_2_0,SCAL,1,the value,1,['trigonometry']
63300bb6837ac920af73d4d8_f_2_4_0,SCAL,-1,the value,"['-', '1']",['trigonometry']
632fcd1b837ac920af6dd678_f_1_2_0,SCAL,48,minimal value,4,"['trigonometry', 'cauchy-schwarz-inequality']"
632fcd1b837ac920af6dd678_f_2_11_0,SCAL,50,the minimum value,5,"['trigonometry', 'cauchy-schwarz-inequality']"
63300bb6837ac920af73d577_f_1_10_0,FUNC,f,the function,['f'],"['real-analysis', 'trigonometry']"
63300bb6837ac920af73d614_f_0_20_0,FUNC,f,a function,['f'],"['trigonometry', 'complex-numbers']"
632f5f4c837ac920af63b3ba_f_0_0_0,FUNC,\cos,  Trigonometric functions,\cos,"['trigonometry', 'reference-request', 'hyperbolic-functions']"
63300bb6837ac920af73d736_f_2_1_0,SCAL, -0.004998176,The value,"['-', '0', '0']","['trigonometry', 'improper-integrals', 'closed-form']"
632fcd1c837ac920af6dda97_f_0_2_0,SCAL,7.4.6,Equation number   f_0_2_0,[],"['integration', 'trigonometry', 'exponential-function']"
632f5f4d837ac920af63b95a_f_0_0_0,FUNC,\sin(x)=1/2,the function,"['\\sin', '(', 'x', ')', '=', '1', '/', '2']",['trigonometry']
632f5f4e837ac920af63bc1e_f_9_0_0,FUNC,"f, g:\mathbb{R}\to\mathbb{R}",differentiable functions,"['f', ',', 'g', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['calculus', 'geometry', 'trigonometry', 'derivatives', 'big-list']"
632f971f837ac920af6873b8_f_1_19_0,FUNC,f,the specific function,['f'],"['trigonometry', 'integration']"
632f971f837ac920af6873b8_f_1_20_0,FUNC,f,an odd function,['f'],"['trigonometry', 'integration']"
632f971f837ac920af6873c1_f_1_3_0,SCAL,2q/p,the fraction   f_1_3_0,"['2', 'q', '/', 'p']","['trigonometry', 'functions', 'periodic-functions']"
632f971f837ac920af6875ec_f_3_16_0,SCAL,-1/3,the number   f_3_16_0,"['-', '1', '/', '3']","['algebra-precalculus', 'trigonometry']"
632f9720837ac920af6878fb_f_1_2_0,FUNC,f,any function,['f'],['trigonometry']
632f9720837ac920af687924_f_1_20_0,FUNC,f,the function,['f'],"['calculus', 'trigonometry', 'taylor-expansion']"
632f9720837ac920af687924_f_1_34_0,SCAL,f(x),a function 's value,"['f', '(', 'x', ')']","['calculus', 'trigonometry', 'taylor-expansion']"
63300bba837ac920af73efe7_f_0_0_0,FUNC,n,this function,['n'],"['trigonometry', 'optimization', 'induction']"
63300bbb837ac920af73f485_f_4_8_0,SCAL,0.0856,The true value,"['0', '0']","['algebra-precalculus', 'trigonometry', 'triangles', 'number-comparison']"
632fcd1f837ac920af6dec02_f_0_2_0,FUNC,f,the function   f_0_2_0,['f'],"['calculus', 'trigonometry', 'periodic-functions']"
632fcd1f837ac920af6df124_f_1_1_0,SCAL,p/q,a fraction   f_1_1_0,"['p', '/', 'q']","['sequences-and-series', 'number-theory', 'trigonometry', 'pi']"
632fcd20837ac920af6df1cd_f_1_11_0,FUNC,f,a convex function,['f'],"['calculus', 'algebra-precalculus', 'trigonometry']"
632fcd20837ac920af6df1f3_f_0_4_0,FUNC,u ,the function,['u'],['trigonometry']
63300bbb837ac920af73f9db_f_1_4_0,FUNC,f(s) = e^s+e^{-s},function   f_1_4_0,"['f', '(', 's', ')', '=', 'e', '^', 's', '+', 'e', '^', '{', '-', 's', '}']","['trigonometry', 'roots', 'quadratics']"
632fcd20837ac920af6df2b0_f_3_0_0,FUNC,\cot,a periodic function,\cot,['trigonometry']
632f9722837ac920af6884c8_f_1_7_0,SCAL,7.41721,the approximate value   f_1_7_0,"['7', '4']","['calculus', 'sequences-and-series', 'trigonometry', 'limits', 'circles']"
632f9722837ac920af688581_f_1_1_0,SCAL,a+bi,a complex number   f_1_1_0,"['a', '+', 'b', 'i']","['algebra-precalculus', 'trigonometry']"
632f9722837ac920af688581_f_1_7_0,SCAL,a+bi,the number   f_1_7_0,"['a', '+', 'b', 'i']","['algebra-precalculus', 'trigonometry']"
632fcd20837ac920af6df544_f_1_2_0,FUNC,\arctan,an odd function,\arctan,"['trigonometry', 'inverse-function']"
632fcd20837ac920af6df786_f_2_1_0,SCAL,4.483,the value   f_2_1_0,"['4', '4']","['algebra-precalculus', 'trigonometry', 'numerical-methods']"
632f9722837ac920af688aca_f_1_3_0,FUNC,\cos,the cosine function,\cos,"['geometry', 'trigonometry']"
632f9722837ac920af688aca_f_1_4_0,FUNC,\sin,the cosine function,\sin,"['geometry', 'trigonometry']"
63300bbc837ac920af740102_f_0_15_0,FUNC,c,the function,['c'],"['functions', 'trigonometry', 'transformation']"
63300bbc837ac920af740107_f_3_4_0,SCAL,0,this constant,0,"['algebra-precalculus', 'trigonometry', 'solution-verification']"
632f65f4837ac920af63ddd0_f_1_0_0,FUNC,f(x)=4tan^{-1}(x),The function,"['f', '(', 'x', ')', '=', '4', 't', 'a', 'n', '^', '{', '-', '1', '}', '(', 'x', ')']","['trigonometry', 'inverse']"
632f9723837ac920af688e07_f_0_5_0,FUNC,f,i.e. a function   f_0_5_0,['f'],"['trigonometry', 'roots']"
63300bbd837ac920af740300_f_0_4_0,FUNC,h,the composite function,['h'],"['trigonometry', 'expected-value', 'periodic-functions']"
63300bbd837ac920af740300_f_0_10_0,FUNC,g,the function,['g'],"['trigonometry', 'expected-value', 'periodic-functions']"
63300bbd837ac920af740300_f_0_17_0,FUNC,h,the function,['h'],"['trigonometry', 'expected-value', 'periodic-functions']"
632f9723837ac920af689063_f_1_14_0,FUNC,K,some function,['K'],"['geometry', 'trigonometry']"
63300bbd837ac920af740564_f_1_0_0,FUNC,f: \mathbb{R} \to \mathbb{R},  The tangent function,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['algebra-precalculus', 'trigonometry']"
632f9723837ac920af68915b_f_2_4_0,FUNC,\sin\circ\arcsin,the composite function,"['\\sin', '\\circ', '\\arcsin']","['algebra-precalculus', 'trigonometry', 'functions', 'graphing-functions']"
632f65f6837ac920af63e254_f_2_1_0,SCAL,\{nx\},the fractional parts   f_2_1_0,"['\\{', 'n', 'x', '\\}']","['real-analysis', 'trigonometry', 'irrational-numbers', 'rational-numbers']"
632f65f6837ac920af63e254_f_2_2_0,FUNC,x,The function sin,['x'],"['real-analysis', 'trigonometry', 'irrational-numbers', 'rational-numbers']"
632f9723837ac920af68915b_f_2_17_0,FUNC,\arcsin\circ\sin,the composite function,"['\\arcsin', '\\circ', '\\sin']","['algebra-precalculus', 'trigonometry', 'functions', 'graphing-functions']"
632f9723837ac920af6891ea_f_1_7_0,FUNC,\cos,functions,\cos,"['trigonometry', 'complex-numbers']"
632f9723837ac920af6891ea_f_2_0_0,FUNC,f,any function,['f'],"['trigonometry', 'complex-numbers']"
63300bbe837ac920af74095a_f_1_2_0,SCAL,dx,a real number,"['d', 'x']","['real-analysis', 'calculus', 'derivatives', 'trigonometry', 'infinitesimals']"
632f65f7837ac920af63e79e_f_2_2_0,SCAL,0.8746197038,a value,"['0', '8']","['calculus', 'trigonometry', 'approximation']"
632f65f7837ac920af63e79e_f_2_3_0,SCAL,0.8746197072,the exact value,"['0', '8']","['calculus', 'trigonometry', 'approximation']"
632f65f7837ac920af63e7ab_f_0_1_0,FUNC,"f: [0,1] \rightarrow \mathbb R ",a step function,"['f', ':', '[', '0', ',', '1', ']', '\\rightarrow', '\\mathbb', 'R']","['real-analysis', 'analysis', 'trigonometry']"
632f65f7837ac920af63e7ab_f_1_3_0,FUNC,f,the function   f_1_3_0,['f'],"['real-analysis', 'analysis', 'trigonometry']"
632fcd23837ac920af6e06ac_f_2_5_0,SCAL,2^m,the absolute value,"['2', '^', 'm']","['trigonometry', 'products']"
632fcd23837ac920af6e0823_f_4_12_0,SCAL,(6),partial fractions,"['(', '6', ')']","['calculus', 'integration', 'trigonometry']"
632f65f8837ac920af63ea6c_f_2_0_0,SCAL,\frac{a+bi}{c+di},the complex number,"['\\frac', '{', 'a', '+', 'b', 'i', '}', '{', 'c', '+', 'd', 'i', '}']","['trigonometry', 'complex-numbers']"
63300bbf837ac920af740fb7_f_2_0_0,FUNC,\sin,a function,\sin,['trigonometry']
632fcd23837ac920af6e0c4c_f_2_1_0,FUNC,f,no inverse function,['f'],['trigonometry']
632f9725837ac920af689d63_f_1_13_0,SCAL,12,absolute value   f_1_13_0,1,"['trigonometry', 'physics']"
632f9725837ac920af689d63_f_1_15_0,SCAL,1,absolute value   f_1_15_0,1,"['trigonometry', 'physics']"
632f9725837ac920af689d63_f_1_17_0,SCAL,12,absolute value   f_1_17_0,1,"['trigonometry', 'physics']"
632fcd24837ac920af6e0d77_f_0_5_0,FUNC,a,",     What functions ,   f_0_5_0",['a'],"['trigonometry', 'signal-processing']"
63300bc2837ac920af7415a6_f_1_3_0,FUNC, g ,the function   f_1_3_0,['g'],"['real-analysis', 'calculus', 'trigonometry', 'upper-lower-bounds']"
63300bc2837ac920af7415a6_f_1_8_0,FUNC, f ,the function,['f'],"['real-analysis', 'calculus', 'trigonometry', 'upper-lower-bounds']"
63300bc2837ac920af7416aa_f_0_0_0,FUNC,f:\mathbb{R}\to\mathbb{R},the function,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['real-analysis', 'calculus', 'trigonometry', 'upper-lower-bounds']"
632f9726837ac920af68a2b0_f_4_0_0,FUNC,f:\mathbb C\to\mathbb C,an analytic function,"['f', ':', '\\mathbb', 'C', '\\to', '\\mathbb', 'C']","['complex-analysis', 'trigonometry', 'inequality', 'complex-numbers']"
632f9726837ac920af68a2b0_f_4_7_0,FUNC,g,an analytic function,['g'],"['complex-analysis', 'trigonometry', 'inequality', 'complex-numbers']"
632fcd25837ac920af6e143e_f_3_0_0,SCAL,110011 ,a binary number,1,['trigonometry']
632fcd25837ac920af6e143e_f_3_1_0,SCAL,50 ,a decimal number   f_3_1_0,5,['trigonometry']
632f9726837ac920af68a2df_f_2_0_0,FUNC,f,a function,['f'],"['trigonometry', 'notation']"
632f9726837ac920af68a344_f_2_0_0,FUNC,f,:      Any trig function,['f'],"['calculus', 'trigonometry']"
632f9726837ac920af68a344_f_2_8_0,FUNC,p,a polynomial,['p'],"['calculus', 'trigonometry']"
63300bc2837ac920af74183e_f_2_0_0,SCAL,0,number,0,"['geometry', 'trigonometry', 'complex-numbers', 'circles']"
632f9726837ac920af68a577_f_0_0_0,SCAL,10 ,the value,1,"['trigonometry', 'soft-question', 'graphing-functions', 'math-software']"
632fcd25837ac920af6e1640_f_2_16_0,FUNC,g,the function   f_2_16_0,['g'],"['calculus', 'trigonometry']"
632fcd25837ac920af6e16ce_f_1_4_0,FUNC,f: A \to A,  f_1_3_0   and functions   f_1_4_0,"['f', ':', 'A', '\\to', 'A']","['trigonometry', 'recreational-mathematics']"
632f9727837ac920af68a9a4_f_0_19_0,SCAL,dx/dt,constant,"['d', 'x', '/', 'd', 't']","['geometry', 'trigonometry', 'triangles']"
632f65fc837ac920af64013f_f_2_13_0,SCAL,2,that number,2,['trigonometry']
632fcd26837ac920af6e1ede_f_1_1_0,FUNC,f,Two functions   f_1_1_0,['f'],"['sequences-and-series', 'trigonometry', 'square-numbers', 'sums-of-squares']"
632fcd26837ac920af6e1ede_f_2_25_0,FUNC,f,a smooth function,['f'],"['sequences-and-series', 'trigonometry', 'square-numbers', 'sums-of-squares']"
632fcd26837ac920af6e1ede_f_2_32_0,FUNC,p,a smooth function,['p'],"['sequences-and-series', 'trigonometry', 'square-numbers', 'sums-of-squares']"
632f9728837ac920af68aea9_f_1_0_0,FUNC,f,A function,['f'],"['algebra-precalculus', 'trigonometry', 'functions']"
632f9728837ac920af68aea9_f_1_29_0,FUNC,f,A function,['f'],"['algebra-precalculus', 'trigonometry', 'functions']"
632fcd26837ac920af6e210c_f_1_8_0,FUNC,\arctan,an holomorphic function,\arctan,"['linear-algebra', 'matrices', 'trigonometry', 'matrix-calculus']"
632f65fd837ac920af640bf5_f_6_3_0,FUNC,f,two differentiable functions,['f'],"['calculus', 'trigonometry', 'inequality']"
632fcd27837ac920af6e25a9_f_0_0_0,FUNC,f : \mathbb{R} \rightarrow \mathbb{R},a circular function,"['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['calculus', 'trigonometry', 'power-series', 'functional-equations']"
632fcd27837ac920af6e25a9_f_0_2_0,FUNC,f,the zero function,['f'],"['calculus', 'trigonometry', 'power-series', 'functional-equations']"
63300bc6837ac920af742ad7_f_0_0_0,FUNC, F: \mathbb{R}^2 \rightarrow \mathbb{R}^2 ,this function,"['F', ':', '\\mathbb{R}', '^', '2', '\\rightarrow', '\\mathbb{R}', '^', '2']","['multivariable-calculus', 'trigonometry', 'lipschitz-functions']"
632fcd27837ac920af6e261c_f_1_2_0,SCAL,4n+3,all odd numbers,"['4', 'n', '+', '3']",['trigonometry']
632f65fe837ac920af640d77_f_2_0_0,FUNC,\arcsin,a transcendental function,\arcsin,"['functions', 'trigonometry']"
632f65fe837ac920af640d77_f_2_1_0,FUNC,\cos,a transcendental function,\cos,"['functions', 'trigonometry']"
632f65fe837ac920af640e49_f_0_4_0,FUNC,\sin,a bounded function,\sin,"['real-analysis', 'limits', 'trigonometry']"
63300bc7837ac920af742f8f_f_0_0_0,FUNC,C,the functions,['C'],"['real-analysis', 'trigonometry']"
632f9728837ac920af68b1b9_f_2_9_0,SCAL,2k,the numbers,"['2', 'k']","['sequences-and-series', 'trigonometry', 'products']"
632f9728837ac920af68b1b9_f_2_15_0,SCAL,\frac{1}{2^{n-1}},absolute value   f_2_15_0,"['\\frac', '{', '1', '}', '{', '2', '^', '{', 'n', '-', '1', '}', '}']","['sequences-and-series', 'trigonometry', 'products']"
63300bc7837ac920af743238_f_2_4_0,FUNC,\sin,a   function,\sin,"['functions', 'trigonometry', 'notation']"
632f9728837ac920af68b347_f_2_6_0,FUNC,f:\mathbb{R}^6\rightarrow\mathbb{R},the function   f_2_6_0,"['f', ':', '\\mathbb{R}', '^', '6', '\\rightarrow', '\\mathbb{R}']","['geometry', 'trigonometry', 'inequality']"
632f9728837ac920af68b3fa_f_0_14_0,FUNC,\cos,  main   function,\cos,"['trigonometry', 'terminology']"
632f65ff837ac920af64162f_f_5_4_0,FUNC,\sin,a function,\sin,"['calculus', 'trigonometry']"
632fd3c1837ac920af6e3010_f_2_1_0,FUNC,\sin,Trigonometric functions,\sin,"['calculus', 'multivariable-calculus', 'trigonometry', 'circles', 'parametric']"
63300bc8837ac920af74398c_f_0_3_0,FUNC,g,function,['g'],"['complex-analysis', 'functions', 'trigonometry']"
632f9729837ac920af68b90c_f_0_0_0,FUNC,f,exponential functions,['f'],"['trigonometry', 'functional-equations']"
632f9729837ac920af68b90c_f_0_2_0,FUNC,f,a function,['f'],"['trigonometry', 'functional-equations']"
632fd3c3837ac920af6e3927_f_3_2_0,SCAL,+1,value,"['+', '1']","['trigonometry', 'random-variables', 'hyperbolic-functions', 'lambert-w']"
632f6601837ac920af641f3a_f_3_5_0,FUNC,f,"f_3_4_0 , thus a function   f_3_5_0",['f'],"['calculus', 'trigonometry']"
632f6601837ac920af64207c_f_1_36_0,FUNC,p(x)=x+1,the functions,"['p', '(', 'x', ')', '=', 'x', '+', '1']","['trigonometry', 'contest-math']"
632f6602837ac920af6424a4_f_1_1_0,FUNC,\sin,an odd function,\sin,"['trigonometry', 'arithmetic']"
632fd3c4837ac920af6e3f74_f_2_10_0,FUNC,f,nontrivial functions,['f'],"['geometry', 'trigonometry', 'definition', 'functional-equations']"
632f6602837ac920af6424b9_f_2_0_0,SCAL,30 ,a constant perimeter,3,"['trigonometry', 'triangles']"
632f6602837ac920af6427c7_f_1_2_0,FUNC,a,real,['a'],"['trigonometry', 'exponential-function', 'taylor-expansion', 'trigonometric-series']"
