fid,mtype,exprstr,mention,tokens,type_tokens,tags
63271c3906a69a3f488e56ac_f_1_4_0,FUNC,P,a continuous function,['P'],"['func_name', '__ANON_0']",['algebra-precalculus']
63271c3906a69a3f488e56e4_f_0_0_0,FUNC,f:\mathbb{R}\to\mathbb{R},a function,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","['algebra-precalculus', 'functional-equations']"
633004c6837ac920af734eb6_f_1_6_0,SCAL,\frac{16}{5},a maximal value,"['\\frac', '{', '1', '6', '}', '{', '5', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']","['algebra-precalculus', 'inequality', 'maxima-minima', 'symmetric-polynomials', 'functional-inequalities']"
633004c6837ac920af734eb6_f_1_7_0,SCAL,0,a minimal value,0,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'inequality', 'maxima-minima', 'symmetric-polynomials', 'functional-inequalities']"
633004c6837ac920af734fd6_f_1_9_0,SCAL,-81^{3/2},a negative number,"['-', '8', '1', '^', '{', '3', '/', '2', '}']","['unary', 'SUB', 'exp', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'CARET', 'L_BRACE', 'mp', 'expr_atom', '__ANON_3', 'DIV', 'expr_atom', '__ANON_3', 'R_BRACE']","['algebra-precalculus', 'notation', 'exponentiation', 'radicals', 'associativity']"
632f8a07837ac920af678ca8_f_1_3_0,SCAL,1,value,1,"['expr_atom', '__ANON_3']","['probability', 'algebra-precalculus', 'probability-theory']"
632f8a07837ac920af678ca8_f_1_4_0,SCAL,2,value   f_1_4_0,2,"['expr_atom', '__ANON_3']","['probability', 'algebra-precalculus', 'probability-theory']"
633004c6837ac920af73528a_f_0_2_0,SCAL,\frac{3}{4},a fraction,"['\\frac', '{', '3', '}', '{', '4', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']",['algebra-precalculus']
633004c6837ac920af7352f4_f_1_0_0,FUNC,f,the map,['f'],"['func_name', '__ANON_1']","['algebra-precalculus', 'functions']"
632fc624837ac920af6d1658_f_3_0_0,FUNC,y,a function,['y'],"['func_name', '__ANON_1']",['algebra-precalculus']
632fc624837ac920af6d1658_f_3_12_0,FUNC,y,a function,['y'],"['func_name', '__ANON_1']",['algebra-precalculus']
633004c6837ac920af735300_f_1_6_0,FUNC,k,the function,['k'],"['func_name', '__ANON_1']","['integration', 'algebra-precalculus']"
632f8a07837ac920af678dfc_f_2_0_0,FUNC,f(x) = x^p,the function,"['f', '(', 'x', ')', '=', 'x', '^', 'p']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'exp', '__ANON_1', 'CARET', '__ANON_1']",['algebra-precalculus']
632fc624837ac920af6d1726_f_0_0_0,SCAL,40 ,a constant speed   f_0_0_0 km / h,"['4', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",['algebra-precalculus']
632fc624837ac920af6d1726_f_0_1_0,SCAL,100 ,a constant speed,"['1', '0', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']",['algebra-precalculus']
63271c3a06a69a3f488e5a0b_f_1_8_0,SCAL,f(3^9-1),two minimal values,"['f', '(', '3', '^', '9', '-', '1', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', 'additive', 'exp', 'expr_atom', '__ANON_3', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN']","['algebra-precalculus', 'functions']"
63271c3a06a69a3f488e5c00_f_1_18_0,SET,"\{0,1\}",the underlying set,"['\\{', '0', ',', '1', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']","['algebra-precalculus', 'discrete-mathematics', 'elementary-set-theory', 'proof-writing']"
632fc624837ac920af6d17c8_f_0_2_0,FUNC,g,The function   f_0_2_0   maps,['g'],"['func_name', '__ANON_1']","['algebra-precalculus', 'graphing-functions']"
632fc624837ac920af6d17c8_f_0_3_0,FUNC,x,  f_0_2_0   maps,['x'],"['func_name', '__ANON_1']","['algebra-precalculus', 'graphing-functions']"
632fc624837ac920af6d17c8_f_0_9_0,FUNC,f,the   old   mapping,['f'],"['func_name', '__ANON_1']","['algebra-precalculus', 'graphing-functions']"
632fc624837ac920af6d17c8_f_0_12_0,FUNC,f(x)=x^2,the function,"['f', '(', 'x', ')', '=', 'x', '^', '2']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']","['algebra-precalculus', 'graphing-functions']"
632fc624837ac920af6d17c8_f_0_13_0,FUNC, g(x)=f(x-1),the function    f_0_13_0    results,"['g', '(', 'x', ')', '=', 'f', '(', 'x', '-', '1', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', '__ANON_1', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN']","['algebra-precalculus', 'graphing-functions']"
633004c7837ac920af7354ca_f_0_0_0,FUNC,"
f(x) =x^{3}-3x
",the function,"['f', '(', 'x', ')', '=', 'x', '^', '{', '3', '}', '-', '3', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1']","['calculus', 'algebra-precalculus', 'derivatives']"
632f8a07837ac920af678efe_f_1_6_0,SCAL,\frac{1}{2},fraction,"['\\frac', '{', '1', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']","['algebra-precalculus', 'number-theory', 'elementary-number-theory', 'inequality', 'modular-arithmetic']"
632f8a07837ac920af678efe_f_1_7_0,SCAL,4,integer,4,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'number-theory', 'elementary-number-theory', 'inequality', 'modular-arithmetic']"
632fc624837ac920af6d1899_f_2_0_0,FUNC,f,a continuous function,['f'],"['func_name', '__ANON_1']","['calculus', 'algebra-precalculus', 'limits']"
632fc624837ac920af6d191b_f_1_10_0,FUNC,f(x) = 2^x - x^3,the ( differentiable ) function,"['f', '(', 'x', ')', '=', '2', '^', 'x', '-', 'x', '^', '3']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'SUB', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']",['algebra-precalculus']
63271c3a06a69a3f488e5e64_f_0_10_0,SCAL,4 ,numbers,4,"['expr_atom', '__ANON_3']","['probability', 'combinatorics', 'algebra-precalculus']"
632f8a07837ac920af678fa5_f_1_16_0,FUNC,f(x) = x^3+243x,the function   f_1_16_0,"['f', '(', 'x', ')', '=', 'x', '^', '3', '+', '2', '4', '3', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_1']","['algebra-precalculus', 'elementary-number-theory', 'diophantine-equations']"
63271c3a06a69a3f488e5ecb_f_2_0_0,FUNC,g,", non - differentiable function",['g'],"['func_name', '__ANON_1']",['algebra-precalculus']
632f8a07837ac920af678ff1_f_0_0_0,SCAL,\frac{x-3}{x^2 +6x+5},the fraction,"['\\frac', '{', 'x', '-', '3', '}', '{', 'x', '^', '2', '+', '6', 'x', '+', '5', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE']",['algebra-precalculus']
632f8a07837ac920af678ff1_f_1_0_0,SCAL,\frac{p}{q},the fraction,"['\\frac', '{', 'p', '}', '{', 'q', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']",['algebra-precalculus']
632fc624837ac920af6d1984_f_0_4_0,SCAL,35,a number,"['3', '5']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['algebra-precalculus', 'trigonometry', 'contest-math']"
632f8a07837ac920af67901c_f_2_0_0,FUNC,f,The function,['f'],"['func_name', '__ANON_1']","['algebra-precalculus', 'functions']"
632f8a07837ac920af67901c_f_2_4_0,FUNC,g,The function,['g'],"['func_name', '__ANON_1']","['algebra-precalculus', 'functions']"
63271c3a06a69a3f488e5f2f_f_0_0_0,FUNC,\log,the inverse function,\log,FUNC_NORMAL,"['real-analysis', 'algebra-precalculus', 'complex-analysis', 'trigonometry']"
633004c7837ac920af73567f_f_1_0_0,SCAL,\frac{1}{2^k},the two fractions,"['\\frac', '{', '1', '}', '{', '2', '^', 'k', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'R_BRACE']","['algebra-precalculus', 'solution-verification', 'induction']"
632f8a07837ac920af67908b_f_2_16_0,SCAL,282,the value,"['2', '8', '2']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']",['algebra-precalculus']
63271c3a06a69a3f488e5fd7_f_0_0_0,FUNC,f(t) = -4.9t^2+25t+3,the function,"['f', '(', 't', ')', '=', '-', 't', '^', '2', '+', '2', '5', 't', '+', '3']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'additive', 'unary', 'SUB', 'unary', 'expr_atom', 'number', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']","['algebra-precalculus', 'functions', 'problem-solving']"
633004c7837ac920af735746_f_2_2_0,SCAL,\frac{1 - x}{1 + x},the number   f_2_2_0,"['\\frac', '{', '1', '-', 'x', '}', '{', '1', '+', 'x', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'expr_atom', '__ANON_3', 'SUB', '__ANON_1', 'R_BRACE', 'L_BRACE', 'additive', 'expr_atom', '__ANON_3', 'ADD', '__ANON_1', 'R_BRACE']","['algebra-precalculus', 'contest-math']"
632fc625837ac920af6d1b7a_f_0_27_0,SCAL,0 ,positive rational numbers,0,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'roots', 'quadratics']"
632fc625837ac920af6d1cbe_f_0_0_0,FUNC,f(x) = \frac{(x-2)^2}{(x^2-1)},the following function,"['f', '(', 'x', ')', '=', '\\frac', '{', '(', 'x', '-', '2', ')', '^', '2', '}', '{', '(', 'x', '^', '2', '-', '1', ')', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'exp', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', 'CARET', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'group', 'L_PAREN', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', 'R_BRACE']",['algebra-precalculus']
632fc625837ac920af6d1cd7_f_1_19_0,SCAL,f(1),that value,"['f', '(', '1', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', 'expr_atom', '__ANON_3', 'R_PAREN']","['algebra-precalculus', 'functions', 'functional-equations']"
633004c7837ac920af735819_f_1_0_0,SCAL,0,the value,0,"['expr_atom', '__ANON_3']","['calculus', 'geometry', 'algebra-precalculus', 'trigonometry']"
632f8a08837ac920af6791ab_f_3_0_0,FUNC,f,The function,['f'],"['func_name', '__ANON_1']","['algebra-precalculus', 'functions']"
632fc625837ac920af6d1d39_f_1_4_0,FUNC,f(x)=\frac{x^2}{x+1},a rational function,"['f', '(', 'x', ')', '=', '\\frac', '{', 'x', '^', '2', '}', '{', 'x', '+', '1', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE']",['algebra-precalculus']
632f8a08837ac920af6791da_f_0_0_0,FUNC,x(t) = 3cos(4t)+2sin(6t)+cos(10t),a periodic function,"['x', '(', 't', ')', '=', '3', 'c', 'o', 's', '(', '4', 't', ')', '+', '2', 's', 'i', 'n', '(', '6', 't', ')', '+', 'c', 'o', 's', '(', '1', '0', 't', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', '__ANON_1', '__ANON_1', 'group', 'L_PAREN', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'R_PAREN', 'ADD', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', '__ANON_1', '__ANON_1', 'group', 'L_PAREN', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'R_PAREN', 'ADD', 'unary', '__ANON_1', '__ANON_1', '__ANON_1', 'group', 'L_PAREN', 'unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_1', 'R_PAREN']","['algebra-precalculus', 'trigonometry', 'physics']"
632fc625837ac920af6d1d5e_f_0_2_0,FUNC,f:A\times A \to B,function,"['f', ':', 'A', '\\times', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0', 'TO', '__ANON_0']",['algebra-precalculus']
632f8a08837ac920af6791f8_f_0_0_0,SCAL,0 ,all real numbers,0,"['expr_atom', '__ANON_3']","['linear-algebra', 'algebra-precalculus', 'logarithms']"
632f8a08837ac920af679246_f_2_35_0,SCAL,ru,two numbers,"['r', 'u']","['unary', '__ANON_1', '__ANON_1']",['algebra-precalculus']
633004c7837ac920af7359ed_f_2_8_0,SCAL,1,only the numbers,1,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'proof-explanation', 'factoring']"
632fc625837ac920af6d1ed9_f_0_11_0,SCAL,a+ib,a complex number,"['a', '+', 'i', 'b']","['additive', '__ANON_1', 'ADD', 'unary', '__ANON_1', '__ANON_1']","['algebra-precalculus', 'functions', 'complex-numbers', 'exponential-function']"
632fc625837ac920af6d1f19_f_0_4_0,FUNC,f: \mathbb{R} \to \mathbb{R},a function,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","['calculus', 'algebra-precalculus', 'inequality', 'exponential-function']"
632f8a08837ac920af6793b1_f_0_2_0,SCAL,1 ,the maximum value,1,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'statistics']"
632f8a08837ac920af6793b1_f_1_2_0,SCAL,\frac{1}{n},the values,"['\\frac', '{', '1', '}', '{', 'n', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']","['algebra-precalculus', 'statistics']"
63271c3b06a69a3f488e6673_f_1_3_0,FUNC,f,the map,['f'],"['func_name', '__ANON_1']","['algebra-precalculus', 'continued-fractions', 'rational-functions']"
632f8a08837ac920af679409_f_2_16_0,FUNC,L,a   linear function    f_2_16_0,['L'],"['func_name', '__ANON_0']",['algebra-precalculus']
633004c8837ac920af735be9_f_2_11_0,SCAL,10 ,    The last digit,"['1', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['algebra-precalculus', 'arithmetic', 'natural-numbers']"
63271c3b06a69a3f488e69d6_f_1_4_0,SCAL,0,the value   f_1_4_0,0,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'functions', 'graphing-functions']"
63271c3b06a69a3f488e69d6_f_1_7_0,FUNC,g(x) = f(x) - f(x-1),The function    f_1_7_0,"['g', '(', 'x', ')', '=', 'f', '(', 'x', ')', '-', 'f', '(', 'x', '-', '1', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN', 'SUB', 'unary', '__ANON_1', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN']","['algebra-precalculus', 'functions', 'graphing-functions']"
633004c8837ac920af735d2f_f_2_2_0,FUNC,f(u)=6u-9u^2,The function,"['f', '(', 'u', ')', '=', '6', 'u', '-', '9', 'u', '^', '2']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']",['algebra-precalculus']
632f8a09837ac920af6797a6_f_1_53_0,SCAL,0,the only number,0,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'functions']"
633004c8837ac920af735d37_f_4_0_0,FUNC,f(x)=e^x-kx,function,"['f', '(', 'x', ')', '=', 'e', '^', 'x', '-', 'k', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', '__ANON_1', 'SUB', 'unary', '__ANON_1', '__ANON_1']","['algebra-precalculus', 'logarithms', 'closed-form', 'elementary-functions']"
633004c8837ac920af735d58_f_2_1_0,SCAL,a+bi,a complex number   f_2_1_0,"['a', '+', 'b', 'i']","['additive', '__ANON_1', 'ADD', 'unary', '__ANON_1', '__ANON_1']","['algebra-precalculus', 'complex-numbers']"
632fc626837ac920af6d2405_f_2_2_0,SCAL,2,a value,2,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'trigonometry', 'optimization', 'maxima-minima']"
63271c3b06a69a3f488e6d13_f_0_0_0,SCAL,2 ,the number,2,"['expr_atom', '__ANON_3']",['algebra-precalculus']
63271c3b06a69a3f488e6d7c_f_1_6_0,FUNC,f(x)=x^3+2x,odd function,"['f', '(', 'x', ')', '=', 'x', '^', '3', '+', '2', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', 'expr_atom', '__ANON_3', '__ANON_1']",['algebra-precalculus']
632f8a09837ac920af679a62_f_0_15_0,SCAL,63,that number,"['6', '3']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['algebra-precalculus', 'pattern-recognition']"
632fc626837ac920af6d256e_f_0_0_0,FUNC,f,  A certain function   f_0_0_0,['f'],"['func_name', '__ANON_1']",['algebra-precalculus']
63271c3c06a69a3f488e6e1d_f_0_8_0,SCAL,1/3^2,fraction,"['1', '/', '3', '^', '2']","['mp', 'expr_atom', '__ANON_3', 'DIV', 'exp', 'expr_atom', '__ANON_3', 'CARET', 'expr_atom', '__ANON_3']","['algebra-precalculus', 'arithmetic']"
633004c8837ac920af7360c5_f_2_3_0,SCAL,2,a constant value,2,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'kinematics']"
63271c3c06a69a3f488e6e7f_f_2_3_0,SCAL,-1,value,"['-', '1']","['unary', 'SUB', 'expr_atom', '__ANON_3']","['algebra-precalculus', 'trigonometry']"
63271c3c06a69a3f488e6e92_f_0_6_0,FUNC,t,exponential function,['t'],"['func_name', '__ANON_1']","['algebra-precalculus', 'inequality', 'exponential-function']"
633004c8837ac920af736110_f_1_10_0,SCAL,a^{2n}-a,even number   f_1_10_0,"['a', '^', '{', '2', 'n', '}', '-', 'a']","['additive', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'R_BRACE', 'SUB', '__ANON_1']","['algebra-precalculus', 'integers']"
63271c3c06a69a3f488e6ec8_f_0_2_0,FUNC,"
P(t) = 6t^4 - 5t^3 + 200t + 12000.
",the following function,"['P', '(', 't', ')', '=', '6', 't', '^', '4', '-', '5', 't', '^', '3', '+', '2', '0', '0', 't', '+']","['func_expr', 'func_name_arg', 'func_name', '__ANON_0', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'additive', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', 'number']","['algebra-precalculus', 'functions']"
63271c3c06a69a3f488e6eeb_f_1_3_0,SCAL,f(x),this fractional expression,"['f', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['algebra-precalculus', 'inequality']"
632f8a09837ac920af679bb3_f_1_0_0,FUNC,f(x) = 5,the following functions,"['f', '(', 'x', ')', '=', '5']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', '__ANON_3']","['algebra-precalculus', 'functions', 'continuity']"
632f8a09837ac920af679bb3_f_1_2_0,FUNC,g,The function   f_1_2_0,['g'],"['func_name', '__ANON_1']","['algebra-precalculus', 'functions', 'continuity']"
632f8a09837ac920af679bb3_f_2_8_0,FUNC,f(x)=p(x),the function,"['f', '(', 'x', ')', '=', 'p', '(', 'x', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['algebra-precalculus', 'functions', 'continuity']"
632f8a09837ac920af679bb3_f_3_0_0,FUNC,f,a special asymmetric,['f'],"['func_name', '__ANON_1']","['algebra-precalculus', 'functions', 'continuity']"
632f8a09837ac920af679bf4_f_0_3_0,FUNC,h,a function,['h'],"['func_name', '__ANON_1']","['algebra-precalculus', 'functions']"
63271c3c06a69a3f488e707c_f_1_9_0,SCAL,n(n+1)(n+2)(n+3)(n+4),numbers,"['n', '(', 'n', '+', '1', ')', '(', 'n', '+', '2', ')', '(', 'n', '+', '3', ')', '(', 'n', '+', '4', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN']","['algebra-precalculus', 'elementary-number-theory']"
632f8a09837ac920af679c79_f_0_5_0,SCAL,3 ,a number,3,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'elementary-number-theory', 'decimal-expansion']"
633004c9837ac920af7363a5_f_1_4_0,SCAL,2,this constant factor,2,"['expr_atom', '__ANON_3']","['real-analysis', 'algebra-precalculus', 'derivatives', 'polynomials']"
633004c9837ac920af736467_f_2_15_0,FUNC,k,the tangent function,['k'],"['func_name', '__ANON_1']","['algebra-precalculus', 'trigonometry', 'triangles', 'pythagorean-triples']"
632f8a09837ac920af679dae_f_6_0_0,FUNC,"f:(0,1)\to\mathbb R",the continuous function,"['f', ':', '(', '0', ',', '1', ')', '\\to', '\\mathbb', 'R']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'interval', 'L_PAREN', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_PAREN', 'TO', 'SET_FAT', '__ANON_0']","['calculus', 'algebra-precalculus']"
633004c9837ac920af73653d_f_0_0_0,FUNC,f(x) = x^2,a function,"['f', '(', 'x', ')', '=', 'x', '^', '2']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']","['algebra-precalculus', 'functions', 'coordinate-systems', 'transformation']"
633004c9837ac920af73653d_f_1_0_0,FUNC,g(x)=(x-3)^2,the function,"['g', '(', 'x', ')', '=', '(', 'x', '-', '3', ')', '^', '2']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'exp', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', 'CARET', 'expr_atom', '__ANON_3']","['algebra-precalculus', 'functions', 'coordinate-systems', 'transformation']"
63271c3c06a69a3f488e7259_f_1_17_0,SCAL,0,this nice number   f_1_17_0,0,"['expr_atom', '__ANON_3']","['sequences-and-series', 'algebra-precalculus', 'polynomials', 'products']"
63271c3c06a69a3f488e7259_f_3_27_0,SCAL,0,this value,0,"['expr_atom', '__ANON_3']","['sequences-and-series', 'algebra-precalculus', 'polynomials', 'products']"
632fc627837ac920af6d2b2e_f_2_3_0,FUNC,f,functions,['f'],"['func_name', '__ANON_1']","['algebra-precalculus', 'functions']"
633004c9837ac920af7366a1_f_0_3_0,FUNC,f,differentiable function,['f'],"['func_name', '__ANON_1']","['calculus', 'algebra-precalculus', 'optimization']"
632fc627837ac920af6d2b2e_f_2_7_0,FUNC,f,functions,['f'],"['func_name', '__ANON_1']","['algebra-precalculus', 'functions']"
