fid,mtype,exprstr,mention,tokens,type_tokens,tags
633004cf837ac920af738bb5_f_0_0_0,FUNC,\sin,  The trigonometric functions,\sin,FUNC_NORMAL,['trigonometry']
632f9085837ac920af683629_f_0_1_0,FUNC,f,function,['f'],"['func_name', '__ANON_1']","['geometry', 'trigonometry', 'analytic-geometry']"
632fcd12837ac920af6d975f_f_2_6_0,SCAL,7,the number   f_2_6_0,7,"['expr_atom', '__ANON_3']","['trigonometry', 'prime-numbers', 'modular-arithmetic', 'gauss-sums', 'algebraic-numbers']"
632fcd12837ac920af6d975f_f_2_11_0,SCAL,11,the number   f_2_11_0,"['1', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['trigonometry', 'prime-numbers', 'modular-arithmetic', 'gauss-sums', 'algebraic-numbers']"
632fcd12837ac920af6d975f_f_2_15_0,SCAL,15,the number   f_2_15_0,"['1', '5']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['trigonometry', 'prime-numbers', 'modular-arithmetic', 'gauss-sums', 'algebraic-numbers']"
632fcd12837ac920af6d975f_f_2_20_0,SCAL,17,the number,"['1', '7']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['trigonometry', 'prime-numbers', 'modular-arithmetic', 'gauss-sums', 'algebraic-numbers']"
632fcd12837ac920af6d9806_f_3_1_0,SCAL,-\frac{3}{5},whose sine value,"['-', '\\frac', '{', '3', '}', '{', '5', '}']","['unary', 'SUB', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']",['trigonometry']
632fcd12837ac920af6d9806_f_3_2_0,SCAL,-\frac{3}{5},whose sine value,"['-', '\\frac', '{', '3', '}', '{', '5', '}']","['unary', 'SUB', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']",['trigonometry']
632f9085837ac920af683925_f_2_4_0,FUNC,f,a certain function,['f'],"['func_name', '__ANON_1']","['trigonometry', 'problem-solving']"
632f9085837ac920af683925_f_2_16_0,FUNC,Z,the Ziomek function   f_2_16_0,['Z'],"['func_name', '__ANON_0']","['trigonometry', 'problem-solving']"
632f9085837ac920af68396c_f_0_4_0,SCAL,3 ,the number,3,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'trigonometry', 'triangles']"
632fcd13837ac920af6d9b4c_f_2_4_0,FUNC,f,a sinusoidal function,['f'],"['func_name', '__ANON_1']",['trigonometry']
633004cf837ac920af7391b4_f_0_8_0,SCAL,2\frac{1}{4},our value,"['2', '\\frac', '{', '1', '}', '{', '4', '}']","['unary', 'expr_atom', '__ANON_3', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']","['trigonometry', 'physics', 'pi', 'angle', 'unit-of-measure']"
632fcd13837ac920af6d9d7d_f_2_1_0,FUNC,f,a bijection,['f'],"['func_name', '__ANON_1']","['algebra-precalculus', 'functions', 'trigonometry', 'inverse-function']"
632fcd13837ac920af6d9e06_f_1_24_0,FUNC,\arctan,an odd function,\arctan,FUNC_NORMAL,['trigonometry']
632f9086837ac920af683c92_f_2_3_0,SCAL,\dfrac{3x^2}{1+e^x},the fraction,"['\\dfrac', '{', '3', 'x', '^', '2', '}', '{', '1', '+', 'e', '^', 'x', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', 'expr_atom', '__ANON_3', 'ADD', 'exp', '__ANON_1', 'CARET', '__ANON_1', 'R_BRACE']","['calculus', 'integration', 'trigonometry']"
633004d1837ac920af739950_f_0_0_0,FUNC,f,this function,['f'],"['func_name', '__ANON_1']","['real-analysis', 'calculus', 'trigonometry', 'inequality']"
632f5f44837ac920af638458_f_5_2_0,SCAL,f(z),constant,"['f', '(', 'z', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['algebra-precalculus', 'trigonometry']"
632f5f44837ac920af638625_f_1_0_0,FUNC,i : \mathbb{R} \to \mathbb{C},"Indeed , the inclusion map","['i', ':', '\\mathbb{R}', '\\to', '\\mathbb{C}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",['trigonometry']
632fcd14837ac920af6da114_f_2_31_0,FUNC,f,the function   f_2_31_0,['f'],"['func_name', '__ANON_1']","['real-analysis', 'calculus', 'derivatives', 'trigonometry', 'maxima-minima']"
632f5f44837ac920af638654_f_2_3_0,SCAL,\frac{1}{a},the value,"['\\frac', '{', '1', '}', '{', 'a', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']",['trigonometry']
632fcd14837ac920af6da44e_f_0_0_0,FUNC,F,  Which functions,['F'],"['func_name', '__ANON_0']","['integration', 'trigonometry']"
632fcd14837ac920af6da44e_f_0_5_0,FUNC,F,the functions,['F'],"['func_name', '__ANON_0']","['integration', 'trigonometry']"
632fcd14837ac920af6da44e_f_0_17_0,FUNC,x,functions,['x'],"['func_name', '__ANON_1']","['integration', 'trigonometry']"
632fcd14837ac920af6da44e_f_0_33_0,FUNC,F,the functions,['F'],"['func_name', '__ANON_0']","['integration', 'trigonometry']"
633004d1837ac920af739d2a_f_1_6_0,FUNC,\arctan,an odd function,\arctan,FUNC_NORMAL,"['functions', 'trigonometry', 'inverse-function']"
632f5f44837ac920af638780_f_0_0_0,SCAL,3 ,the vertex value,3,"['expr_atom', '__ANON_3']","['geometry', 'trigonometry', 'polynomials', 'systems-of-equations', 'conic-sections']"
632f5f44837ac920af638901_f_3_4_0,SCAL,2,f_3_3_0   values,2,"['expr_atom', '__ANON_3']","['trigonometry', 'inverse-problems']"
632fcd15837ac920af6da7b1_f_1_6_0,SCAL,0.363965532996313,( more ) exact value   f_1_6_0,[],"['expr_atom', 'number']",['trigonometry']
632fcd15837ac920af6da7fc_f_0_1_0,SCAL,n-th,complex numbers,"['n', '-', 't', 'h']","['additive', '__ANON_1', 'SUB', 'unary', '__ANON_1', '__ANON_1']","['algebra-precalculus', 'trigonometry']"
633004d2837ac920af73a1c0_f_0_0_0,FUNC,f: X \to Y,a function,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","['calculus', 'functions', 'trigonometry', 'proof-explanation']"
632fcd15837ac920af6daa96_f_2_8_0,SCAL,f(x),then the maximum values,"['f', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']",['trigonometry']
632fcd16837ac920af6daf1b_f_0_0_0,FUNC,f: \mathbb{R}\rightarrow \mathbb{R},a continuous function,"['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","['functions', 'proof-verification', 'trigonometry', 'functional-equations']"
633004d2837ac920af73a660_f_1_25_0,SCAL,1,absolute value   f_1_25_0,1,"['expr_atom', '__ANON_3']","['real-analysis', 'calculus', 'algebra-precalculus', 'trigonometry', 'real-numbers']"
632f9088837ac920af684c8f_f_1_4_0,FUNC,f,a convex function,['f'],"['func_name', '__ANON_1']","['calculus', 'trigonometry', 'numerical-methods']"
633004d3837ac920af73a890_f_1_35_0,SCAL,1 ,number   f_1_35_0,1,"['expr_atom', '__ANON_3']","['linear-algebra', 'trigonometry', 'galois-theory']"
632f5f46837ac920af6390ec_f_3_0_0,FUNC,g,the function,['g'],"['func_name', '__ANON_1']","['trigonometry', 'inequality']"
632f9088837ac920af684de3_f_1_17_0,FUNC,f,a concave function,['f'],"['func_name', '__ANON_1']","['trigonometry', 'inequality', 'contest-math', 'sum-of-squares-method', 'karamata-inequality']"
633004d3837ac920af73aa65_f_0_12_0,SCAL,-7/100,the value,"['-', '7', '/', '1', '0', '0']","['mp', 'unary', 'SUB', 'expr_atom', '__ANON_3', 'DIV', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']","['calculus', 'derivatives', 'trigonometry']"
633004d3837ac920af73aa65_f_0_15_0,SCAL,13/100,the value,"['1', '3', '/', '1', '0', '0']","['mp', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'DIV', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']","['calculus', 'derivatives', 'trigonometry']"
632f5f46837ac920af6391e5_f_3_0_0,FUNC,f(x)=3x-x^3,the function,"['f', '(', 'x', ')', '=', '3', 'x', '-', 'x', '^', '3']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']","['trigonometry', 'inequality']"
632f5f46837ac920af6391f4_f_0_3_0,SCAL,3.2^n,the minimum value,"['^', 'n']","['exp', 'expr_atom', 'number', 'CARET', '__ANON_1']","['geometry', 'trigonometry', 'inequality']"
632f9089837ac920af685558_f_0_8_0,FUNC,x,this function,['x'],"['func_name', '__ANON_1']","['integration', 'trigonometry', 'substitution']"
632f9089837ac920af6855cf_f_1_2_0,SCAL,0,values,0,"['expr_atom', '__ANON_3']","['trigonometry', 'rational-numbers']"
632f9089837ac920af68564f_f_1_8_0,FUNC,f,the ( smooth ) function,['f'],"['func_name', '__ANON_1']",['trigonometry']
632f5f47837ac920af6395aa_f_4_3_0,FUNC,F,a primitive function,['F'],"['func_name', '__ANON_0']","['calculus', 'integration', 'trigonometry', 'complex-integration']"
632f5f47837ac920af6395aa_f_4_4_0,FUNC,f,a primitive function,['f'],"['func_name', '__ANON_1']","['calculus', 'integration', 'trigonometry', 'complex-integration']"
632f908a837ac920af6856ad_f_1_19_0,FUNC,t,a function,['t'],"['func_name', '__ANON_1']","['ordinary-differential-equations', 'trigonometry', 'numerical-methods', 'physics', 'projectile-motion']"
633004d5837ac920af73b4db_f_0_6_0,FUNC,f(b)=x,the function   f_0_6_0,"['f', '(', 'b', ')', '=', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', '__ANON_1']","['algebra-precalculus', 'trigonometry']"
633004d5837ac920af73b758_f_1_3_0,SCAL,6,value,6,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'trigonometry', 'inequality', 'contest-math', 'maxima-minima']"
633004d5837ac920af73b758_f_2_14_0,SCAL,x + y,the two possible values,"['x', '+', 'y']","['additive', '__ANON_1', 'ADD', '__ANON_1']","['algebra-precalculus', 'trigonometry', 'inequality', 'contest-math', 'maxima-minima']"
633004d6837ac920af73bbdf_f_2_3_0,FUNC,f,the function,['f'],"['func_name', '__ANON_1']","['derivatives', 'trigonometry', 'polynomials']"
632f908a837ac920af685a1d_f_1_0_0,FUNC,\tan,a continuous function,\tan,FUNC_NORMAL,"['calculus', 'sequences-and-series', 'trigonometry', 'convergence-divergence']"
632fcd19837ac920af6dc4ae_f_4_1_0,FUNC,f,two functions,['f'],"['func_name', '__ANON_1']",['trigonometry']
632fcd19837ac920af6dc4ae_f_4_8_0,FUNC,f,the sine function,['f'],"['func_name', '__ANON_1']",['trigonometry']
632fcd19837ac920af6dc4ae_f_4_9_0,FUNC,g,the sine function,['g'],"['func_name', '__ANON_1']",['trigonometry']
632fcd19837ac920af6dc4ae_f_4_20_0,FUNC,f,the functions,['f'],"['func_name', '__ANON_1']",['trigonometry']
632fcd19837ac920af6dc644_f_3_37_0,SCAL,f(x),the value,"['f', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['trigonometry', 'secant']"
632f5f48837ac920af639dd9_f_1_0_0,FUNC,g,an even function,['g'],"['func_name', '__ANON_1']","['integration', 'trigonometry', 'definite-integrals', 'fourier-analysis', 'fourier-series']"
632f971c837ac920af6861b4_f_3_2_0,SCAL,du,or a constant times,"['d', 'u']","['unary', '__ANON_1', '__ANON_1']","['trigonometry', 'integration']"
632f971c837ac920af68629e_f_0_0_0,FUNC,f,an analytic function,['f'],"['func_name', '__ANON_1']","['complex-analysis', 'trigonometry']"
632fcd1a837ac920af6dcc28_f_2_3_0,SCAL,0,number,0,"['expr_atom', '__ANON_3']","['geometry', 'trigonometry', 'complex-numbers', 'vectors', 'euclidean-geometry']"
63300bb5837ac920af73cd10_f_2_3_0,FUNC,f,The function,['f'],"['func_name', '__ANON_1']","['integration', 'functions', 'trigonometry', 'definite-integrals', 'trigonometric-integrals']"
632fcd1a837ac920af6dccc2_f_5_7_0,FUNC,x,the Newton step maps,['x'],"['func_name', '__ANON_1']","['functions', 'trigonometry', 'numerical-methods', 'roots']"
632fcd1a837ac920af6dcd01_f_1_13_0,FUNC,d,the function,['d'],"['func_name', '__ANON_1']","['geometry', 'trigonometry', 'metric-spaces']"
632fcd1a837ac920af6dcdb6_f_1_5_0,SCAL,9,a minimal value,9,"['expr_atom', '__ANON_3']","['trigonometry', 'maxima-minima', 'a.m.-g.m.-inequality', 'cauchy-schwarz-inequality']"
632f5f4b837ac920af63abe9_f_0_3_0,FUNC,g,what,['g'],"['func_name', '__ANON_1']","['calculus', 'trigonometry', 'discrete-calculus']"
632f5f4b837ac920af63abe9_f_0_11_0,FUNC,f,any functions,['f'],"['func_name', '__ANON_1']","['calculus', 'trigonometry', 'discrete-calculus']"
63300bb6837ac920af73d2f2_f_0_0_0,FUNC,f,two functions,['f'],"['func_name', '__ANON_1']","['real-analysis', 'derivatives', 'trigonometry', 'continuity', 'proof-explanation']"
63300bb6837ac920af73d2f2_f_5_0_0,FUNC,f,Our functions,['f'],"['func_name', '__ANON_1']","['real-analysis', 'derivatives', 'trigonometry', 'continuity', 'proof-explanation']"
63300bb6837ac920af73d33f_f_1_25_0,FUNC,\cos,the trig function,\cos,FUNC_NORMAL,"['algebra-precalculus', 'functions', 'trigonometry', 'change-of-variable']"
63300bb6837ac920af73d33f_f_2_5_0,FUNC,y,the function ’s output   f_2_5_0,['y'],"['func_name', '__ANON_1']","['algebra-precalculus', 'functions', 'trigonometry', 'change-of-variable']"
63300bb6837ac920af73d4d8_f_0_8_0,SCAL,3,f_0_7_0   values,3,"['expr_atom', '__ANON_3']",['trigonometry']
63300bb6837ac920af73d4d8_f_2_2_0,SCAL,1,the value,1,"['expr_atom', '__ANON_3']",['trigonometry']
63300bb6837ac920af73d4d8_f_2_4_0,SCAL,-1,the value,"['-', '1']","['unary', 'SUB', 'expr_atom', '__ANON_3']",['trigonometry']
632fcd1b837ac920af6dd678_f_1_2_0,SCAL,48,minimal value,"['4', '8']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['trigonometry', 'cauchy-schwarz-inequality']"
632fcd1b837ac920af6dd678_f_2_11_0,SCAL,50,the minimum value,"['5', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['trigonometry', 'cauchy-schwarz-inequality']"
63300bb6837ac920af73d577_f_1_10_0,FUNC,f,the function,['f'],"['func_name', '__ANON_1']","['real-analysis', 'trigonometry']"
63300bb6837ac920af73d614_f_0_20_0,FUNC,f,a function,['f'],"['func_name', '__ANON_1']","['trigonometry', 'complex-numbers']"
632f5f4c837ac920af63b3ba_f_0_0_0,FUNC,\cos,  Trigonometric functions,\cos,FUNC_NORMAL,"['trigonometry', 'reference-request', 'hyperbolic-functions']"
63300bb6837ac920af73d736_f_2_1_0,SCAL, -0.004998176,The value,-,"['unary', 'SUB', 'expr_atom', 'number']","['trigonometry', 'improper-integrals', 'closed-form']"
632fcd1c837ac920af6dda97_f_0_2_0,SCAL,7.4.6,Equation number   f_0_2_0,6,"['unary', 'expr_atom', 'number', 'expr_atom', 'number', 'expr_atom', '__ANON_3']","['integration', 'trigonometry', 'exponential-function']"
632f5f4d837ac920af63b95a_f_0_0_0,FUNC,\sin(x)=1/2,the function,"['\\sin', '(', 'x', ')', '=', '1', '/', '2']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'mp', 'expr_atom', '__ANON_3', 'DIV', 'expr_atom', '__ANON_3']",['trigonometry']
632f5f4e837ac920af63bc1e_f_9_0_0,FUNC,"f, g:\mathbb{R}\to\mathbb{R}",differentiable functions,"['f', ',', 'g', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['func_def', 'func_enumeration', 'func_name', '__ANON_1', 'COMMA', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","['calculus', 'geometry', 'trigonometry', 'derivatives', 'big-list']"
632f971f837ac920af6873b8_f_1_19_0,FUNC,f,the specific function,['f'],"['func_name', '__ANON_1']","['trigonometry', 'integration']"
632f971f837ac920af6873b8_f_1_20_0,FUNC,f,an odd function,['f'],"['func_name', '__ANON_1']","['trigonometry', 'integration']"
632f971f837ac920af6873c1_f_1_3_0,SCAL,2q/p,the fraction   f_1_3_0,"['2', 'q', '/', 'p']","['mp', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'DIV', '__ANON_1']","['trigonometry', 'functions', 'periodic-functions']"
632f971f837ac920af6875ec_f_3_16_0,SCAL,-1/3,the number   f_3_16_0,"['-', '1', '/', '3']","['mp', 'unary', 'SUB', 'expr_atom', '__ANON_3', 'DIV', 'expr_atom', '__ANON_3']","['algebra-precalculus', 'trigonometry']"
632f9720837ac920af6878fb_f_1_2_0,FUNC,f,any function,['f'],"['func_name', '__ANON_1']",['trigonometry']
632f9720837ac920af687924_f_1_20_0,FUNC,f,the function,['f'],"['func_name', '__ANON_1']","['calculus', 'trigonometry', 'taylor-expansion']"
632f9720837ac920af687924_f_1_34_0,SCAL,f(x),a function 's value,"['f', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['calculus', 'trigonometry', 'taylor-expansion']"
63300bba837ac920af73efe7_f_0_0_0,FUNC,n,this function,['n'],"['func_name', '__ANON_1']","['trigonometry', 'optimization', 'induction']"
63300bbb837ac920af73f485_f_4_8_0,SCAL,0.0856,The true value,[],"['expr_atom', 'number']","['algebra-precalculus', 'trigonometry', 'triangles', 'number-comparison']"
632fcd1f837ac920af6dec02_f_0_2_0,FUNC,f,the function   f_0_2_0,['f'],"['func_name', '__ANON_1']","['calculus', 'trigonometry', 'periodic-functions']"
632fcd1f837ac920af6df124_f_1_1_0,SCAL,p/q,a fraction   f_1_1_0,"['p', '/', 'q']","['mp', '__ANON_1', 'DIV', '__ANON_1']","['sequences-and-series', 'number-theory', 'trigonometry', 'pi']"
632fcd20837ac920af6df1cd_f_1_11_0,FUNC,f,a convex function,['f'],"['func_name', '__ANON_1']","['calculus', 'algebra-precalculus', 'trigonometry']"
632fcd20837ac920af6df1f3_f_0_4_0,FUNC,u ,the function,['u'],"['func_name', '__ANON_1']",['trigonometry']
63300bbb837ac920af73f9db_f_1_4_0,FUNC,f(s) = e^s+e^{-s},function   f_1_4_0,"['f', '(', 's', ')', '=', 'e', '^', 's', '+', 'e', '^', '{', '-', 's', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', '__ANON_1', 'ADD', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', 'SUB', '__ANON_1', 'R_BRACE']","['trigonometry', 'roots', 'quadratics']"
632fcd20837ac920af6df2b0_f_3_0_0,FUNC,\cot,a periodic function,\cot,FUNC_NORMAL,['trigonometry']
632f9722837ac920af6884c8_f_1_7_0,SCAL,7.41721,the approximate value   f_1_7_0,[],"['expr_atom', 'number']","['calculus', 'sequences-and-series', 'trigonometry', 'limits', 'circles']"
632f9722837ac920af688581_f_1_1_0,SCAL,a+bi,a complex number   f_1_1_0,"['a', '+', 'b', 'i']","['additive', '__ANON_1', 'ADD', 'unary', '__ANON_1', '__ANON_1']","['algebra-precalculus', 'trigonometry']"
632f9722837ac920af688581_f_1_7_0,SCAL,a+bi,the number   f_1_7_0,"['a', '+', 'b', 'i']","['additive', '__ANON_1', 'ADD', 'unary', '__ANON_1', '__ANON_1']","['algebra-precalculus', 'trigonometry']"
632fcd20837ac920af6df544_f_1_2_0,FUNC,\arctan,an odd function,\arctan,FUNC_NORMAL,"['trigonometry', 'inverse-function']"
632fcd20837ac920af6df786_f_2_1_0,SCAL,4.483,the value   f_2_1_0,[],"['expr_atom', 'number']","['algebra-precalculus', 'trigonometry', 'numerical-methods']"
632f9722837ac920af688aca_f_1_3_0,FUNC,\cos,the cosine function,\cos,FUNC_NORMAL,"['geometry', 'trigonometry']"
632f9722837ac920af688aca_f_1_4_0,FUNC,\sin,the cosine function,\sin,FUNC_NORMAL,"['geometry', 'trigonometry']"
63300bbc837ac920af740102_f_0_15_0,FUNC,c,the function,['c'],"['func_name', '__ANON_1']","['functions', 'trigonometry', 'transformation']"
63300bbc837ac920af740107_f_3_4_0,SCAL,0,this constant,0,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'trigonometry', 'solution-verification']"
632f65f4837ac920af63ddd0_f_1_0_0,FUNC,f(x)=4tan^{-1}(x),The function,"['f', '(', 'x', ')', '=', '4', 't', 'a', 'n', '^', '{', '-', '1', '}', '(', 'x', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['trigonometry', 'inverse']"
632f9723837ac920af688e07_f_0_5_0,FUNC,f,i.e. a function   f_0_5_0,['f'],"['func_name', '__ANON_1']","['trigonometry', 'roots']"
63300bbd837ac920af740300_f_0_4_0,FUNC,h,the composite function,['h'],"['func_name', '__ANON_1']","['trigonometry', 'expected-value', 'periodic-functions']"
63300bbd837ac920af740300_f_0_10_0,FUNC,g,the function,['g'],"['func_name', '__ANON_1']","['trigonometry', 'expected-value', 'periodic-functions']"
63300bbd837ac920af740300_f_0_17_0,FUNC,h,the function,['h'],"['func_name', '__ANON_1']","['trigonometry', 'expected-value', 'periodic-functions']"
632f9723837ac920af689063_f_1_14_0,FUNC,K,some function,['K'],"['func_name', '__ANON_0']","['geometry', 'trigonometry']"
63300bbd837ac920af740564_f_1_0_0,FUNC,f: \mathbb{R} \to \mathbb{R},  The tangent function,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","['algebra-precalculus', 'trigonometry']"
632f9723837ac920af68915b_f_2_4_0,FUNC,\sin\circ\arcsin,the composite function,"['\\sin', '\\circ', '\\arcsin']","['func_composed', 'FUNC_NORMAL', 'OP_FUNC_COMP', 'FUNC_NORMAL']","['algebra-precalculus', 'trigonometry', 'functions', 'graphing-functions']"
632f65f6837ac920af63e254_f_2_1_0,SCAL,\{nx\},the fractional parts   f_2_1_0,"['\\{', 'n', 'x', '\\}']","['group', 'L_BRACE_LITERAL', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE_LITERAL']","['real-analysis', 'trigonometry', 'irrational-numbers', 'rational-numbers']"
632f65f6837ac920af63e254_f_2_2_0,FUNC,x,The function sin,['x'],"['func_name', '__ANON_1']","['real-analysis', 'trigonometry', 'irrational-numbers', 'rational-numbers']"
632f9723837ac920af68915b_f_2_17_0,FUNC,\arcsin\circ\sin,the composite function,"['\\arcsin', '\\circ', '\\sin']","['func_composed', 'FUNC_NORMAL', 'OP_FUNC_COMP', 'FUNC_NORMAL']","['algebra-precalculus', 'trigonometry', 'functions', 'graphing-functions']"
632f9723837ac920af6891ea_f_1_7_0,FUNC,\cos,functions,\cos,FUNC_NORMAL,"['trigonometry', 'complex-numbers']"
632f9723837ac920af6891ea_f_2_0_0,FUNC,f,any function,['f'],"['func_name', '__ANON_1']","['trigonometry', 'complex-numbers']"
63300bbe837ac920af74095a_f_1_2_0,SCAL,dx,a real number,"['d', 'x']","['unary', '__ANON_1', '__ANON_1']","['real-analysis', 'calculus', 'derivatives', 'trigonometry', 'infinitesimals']"
632f65f7837ac920af63e79e_f_2_2_0,SCAL,0.8746197038,a value,[],"['expr_atom', 'number']","['calculus', 'trigonometry', 'approximation']"
632f65f7837ac920af63e79e_f_2_3_0,SCAL,0.8746197072,the exact value,[],"['expr_atom', 'number']","['calculus', 'trigonometry', 'approximation']"
632f65f7837ac920af63e7ab_f_0_1_0,FUNC,"f: [0,1] \rightarrow \mathbb R ",a step function,"['f', ':', '[', '0', ',', '1', ']', '\\rightarrow', '\\mathbb', 'R']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'interval', 'L_BRACKET', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_BRACKET', 'TO', 'SET_FAT', '__ANON_0']","['real-analysis', 'analysis', 'trigonometry']"
632f65f7837ac920af63e7ab_f_1_3_0,FUNC,f,the function   f_1_3_0,['f'],"['func_name', '__ANON_1']","['real-analysis', 'analysis', 'trigonometry']"
632fcd23837ac920af6e06ac_f_2_5_0,SCAL,2^m,the absolute value,"['2', '^', 'm']","['exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1']","['trigonometry', 'products']"
632fcd23837ac920af6e0823_f_4_12_0,SCAL,(6),partial fractions,"['(', '6', ')']","['group', 'L_PAREN', 'expr_atom', '__ANON_3', 'R_PAREN']","['calculus', 'integration', 'trigonometry']"
632f65f8837ac920af63ea6c_f_2_0_0,SCAL,\frac{a+bi}{c+di},the complex number,"['\\frac', '{', 'a', '+', 'b', 'i', '}', '{', 'c', '+', 'd', 'i', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', '__ANON_1', 'ADD', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE', 'L_BRACE', 'additive', '__ANON_1', 'ADD', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE']","['trigonometry', 'complex-numbers']"
63300bbf837ac920af740fb7_f_2_0_0,FUNC,\sin,a function,\sin,FUNC_NORMAL,['trigonometry']
632fcd23837ac920af6e0c4c_f_2_1_0,FUNC,f,no inverse function,['f'],"['func_name', '__ANON_1']",['trigonometry']
632f9725837ac920af689d63_f_1_13_0,SCAL,12,absolute value   f_1_13_0,"['1', '2']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['trigonometry', 'physics']"
632f9725837ac920af689d63_f_1_15_0,SCAL,1,absolute value   f_1_15_0,1,"['expr_atom', '__ANON_3']","['trigonometry', 'physics']"
632f9725837ac920af689d63_f_1_17_0,SCAL,12,absolute value   f_1_17_0,"['1', '2']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['trigonometry', 'physics']"
632fcd24837ac920af6e0d77_f_0_5_0,FUNC,a,",     What functions ,   f_0_5_0",['a'],"['func_name', '__ANON_1']","['trigonometry', 'signal-processing']"
