fid,mtype,exprstr,mention,tokens,type_tokens,tags
63300bbf837ac920af74105c_f_0_0_0,SCAL,ab,the two numbers,"['a', 'b']","['unary', '__ANON_1', '__ANON_1']","['limits', 'number-theory', 'elementary-number-theory', 'prime-numbers', 'divisibility']"
63300bbf837ac920af74105c_f_0_9_0,SCAL,f(x),the average number,"['f', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['limits', 'number-theory', 'elementary-number-theory', 'prime-numbers', 'divisibility']"
632f5f38837ac920af63456e_f_2_24_0,SCAL,2,your number,2,"['expr_atom', '__ANON_3']","['abstract-algebra', 'number-theory', 'elementary-number-theory', 'algebraic-number-theory', 'p-adic-number-theory']"
632f9087837ac920af6846ad_f_0_65_0,SCAL,l^h,our fraction,"['l', '^', 'h']","['exp', '__ANON_1', 'CARET', '__ANON_1']","['elementary-number-theory', 'modular-arithmetic']"
63300bbf837ac920af7410b1_f_0_3_0,SCAL,90,the Godel number,"['9', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",['elementary-number-theory']
63300bbf837ac920af7410b1_f_1_1_0,SCAL,0,only digits,0,"['expr_atom', '__ANON_3']",['elementary-number-theory']
632f9087837ac920af6847d8_f_0_14_0,FUNC,"f(a,b)=(a-1)x+b",the following function,"['f', '(', 'a', ',', 'b', ')', '=', '(', 'a', '-', '1', ')', 'x', '+', 'b']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', 'func_arg', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', '__ANON_1', 'ADD', '__ANON_1']","['elementary-number-theory', 'functions', 'algorithms', 'recreational-mathematics']"
632f9087837ac920af6847d8_f_0_26_0,SCAL,(2),too much extra digits,"['(', '2', ')']","['group', 'L_PAREN', 'expr_atom', '__ANON_3', 'R_PAREN']","['elementary-number-theory', 'functions', 'algorithms', 'recreational-mathematics']"
632fcd1c837ac920af6ddba0_f_1_32_0,FUNC,f,a function,['f'],"['func_name', '__ANON_1']","['elementary-number-theory', 'modular-arithmetic', 'ceiling-and-floor-functions']"
632f5f38837ac920af6345c8_f_1_2_0,SCAL,0,their values,0,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'convergence-divergence', 'absolute-convergence', 'mobius-function']"
632f9087837ac920af6847d8_f_3_19_0,SCAL,42000021347,-digit,"['4', '2', '0', '0', '0', '0', '2', '1', '3', '4', '7']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'functions', 'algorithms', 'recreational-mathematics']"
632f5f38837ac920af6345da_f_4_0_0,SCAL,345217469,the number   f_4_0_0,"['3', '4', '5', '2', '1', '7', '4', '6', '9']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'probability-distributions']"
632f5f38837ac920af6345da_f_4_1_0,SCAL,345,nine - digit numbers,"['3', '4', '5']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'probability-distributions']"
63300bc0837ac920af741167_f_1_105_0,SCAL,(m-f(m))^k,the fixed number   f_1_105_0,"['(', 'm', '-', 'f', '(', 'm', ')', ')', '^', 'k']","['exp', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN', 'R_PAREN', 'CARET', '__ANON_1']","['elementary-number-theory', 'functions']"
632fcd1c837ac920af6ddc1e_f_2_47_0,SCAL,1000000000000000,f_2_46_0   function value,"['1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'totient-function']"
63300bc0837ac920af741267_f_0_8_0,SCAL,m+2,the next odd number,"['m', '+', '2']","['additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']","['elementary-number-theory', 'solution-verification', 'induction']"
632fcd1d837ac920af6dddce_f_1_0_0,SCAL,1,just the number,1,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'notation', 'real-numbers']"
632fcd1d837ac920af6dde11_f_0_2_0,SCAL,5,  f_0_1_0 digit number,5,"['expr_atom', '__ANON_3']","['number-theory', 'elementary-number-theory', 'exponentiation', 'square-numbers']"
632fcd1d837ac920af6dde11_f_0_5_0,SCAL,25,the last two digits,"['2', '5']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['number-theory', 'elementary-number-theory', 'exponentiation', 'square-numbers']"
632f9088837ac920af684ce5_f_2_6_0,SCAL,1 ,",      pre   code   f_2_6_0 digits",1,"['expr_atom', '__ANON_3']",['elementary-number-theory']
632f9088837ac920af684ce5_f_2_8_0,SCAL,45 ,reducible   f_2_9_0 digits,"['4', '5']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",['elementary-number-theory']
632f9088837ac920af684ce5_f_2_11_0,SCAL,4950 ,reducible   f_2_12_0 digits,"['4', '9', '5', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']",['elementary-number-theory']
632f9088837ac920af684ce5_f_2_14_0,SCAL,499500 ,reducible   f_2_15_0 digits,"['4', '9', '9', '5', '0', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']",['elementary-number-theory']
632f9088837ac920af684ce5_f_2_17_0,SCAL,49995000 ,reducible   f_2_18_0 digits,"['4', '9', '9', '9', '5', '0', '0', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']",['elementary-number-theory']
632f9088837ac920af684d82_f_0_0_0,SET,\mathbb{N},the set,\mathbb{N},"['set_constant', 'SET_BASIC']","['elementary-number-theory', 'relations']"
632fcd1d837ac920af6ddf41_f_0_9_0,SCAL,166,fractions,"['1', '6', '6']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']","['combinatorics', 'elementary-number-theory', 'combinatorial-number-theory']"
632fcd1d837ac920af6ddf70_f_0_0_0,SCAL,d(m),the number,"['d', '(', 'm', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['number-theory', 'elementary-number-theory', 'divisor-counting-function']"
632fcd1d837ac920af6ddf78_f_1_3_0,SCAL,35a,three non - zero digits   f_1_3_0,"['3', '5', 'a']","['unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_1']","['elementary-number-theory', 'factorial']"
63300bc2837ac920af741609_f_1_0_0,SCAL,0,The numerical value,0,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'elementary-number-theory', 'solution-verification', 'real-numbers']"
63300bc2837ac920af741609_f_1_15_0,SCAL,a^{2021}+b^{2021}+c^{2021},values,"['a', '^', '{', '2', '0', '2', '1', '}', '+', 'b', '^', '{', '2', '0', '2', '1', '}', '+', 'c', '^', '{', '2', '0', '2', '1', '}']","['additive', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', 'R_BRACE', 'ADD', 'additive', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', 'R_BRACE', 'ADD', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', 'R_BRACE']","['algebra-precalculus', 'elementary-number-theory', 'solution-verification', 'real-numbers']"
632f9088837ac920af684efa_f_0_2_0,SCAL,n-2,numbers,"['n', '-', '2']","['additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']","['number-theory', 'elementary-number-theory', 'prime-numbers', 'diophantine-equations']"
632f5f39837ac920af634a2f_f_3_9_0,SCAL,7744.,the number,[],"['expr_atom', 'number']","['number-theory', 'elementary-number-theory']"
632f9088837ac920af684efa_f_2_22_0,SCAL,1,numbers,1,"['expr_atom', '__ANON_3']","['number-theory', 'elementary-number-theory', 'prime-numbers', 'diophantine-equations']"
63300bc2837ac920af74168e_f_2_98_0,SCAL,5,the smallest possible value,5,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'reference-request', 'upper-lower-bounds', 'collatz-conjecture', 'open-problem']"
63300bc2837ac920af7416d4_f_0_0_0,SCAL,f(x),the number,"['f', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['number-theory', 'elementary-number-theory', 'prime-numbers', 'divisibility', 'recreational-mathematics']"
632f5f39837ac920af634ae0_f_3_0_0,FUNC,f,this map   f_3_0_0,['f'],"['func_name', '__ANON_1']","['number-theory', 'elementary-number-theory', 'finite-fields']"
632fcd1d837ac920af6de075_f_3_49_0,SCAL,9z,The number,"['9', 'z']","['unary', 'expr_atom', '__ANON_3', '__ANON_1']",['elementary-number-theory']
632f5f39837ac920af634bee_f_2_0_0,SET,D(n),the set,"['D', '(', 'n', ')']","['__ANON_0', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['elementary-number-theory', 'multiplicative-function', 'divisor-counting-function']"
632f5f39837ac920af634bee_f_2_5_0,FUNC,f,a function,['f'],"['func_name', '__ANON_1']","['elementary-number-theory', 'multiplicative-function', 'divisor-counting-function']"
63300bc2837ac920af74178b_f_1_8_0,SCAL,8,the value,8,"['expr_atom', '__ANON_3']",['elementary-number-theory']
63300bc2837ac920af74178b_f_1_10_0,SCAL,1000,the value,"['1', '0', '0', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']",['elementary-number-theory']
632f5f39837ac920af634c0e_f_1_11_0,SCAL,0,so last digit,0,"['expr_atom', '__ANON_3']",['elementary-number-theory']
632f5f39837ac920af634c0e_f_1_13_0,SCAL,1,so last digit,1,"['expr_atom', '__ANON_3']",['elementary-number-theory']
632f5f39837ac920af634c0e_f_1_15_0,SCAL,6,so last digit,6,"['expr_atom', '__ANON_3']",['elementary-number-theory']
632f5f39837ac920af634c0e_f_1_17_0,SCAL,1,so last digit,1,"['expr_atom', '__ANON_3']",['elementary-number-theory']
632f5f39837ac920af634c0e_f_1_19_0,SCAL,6,so last digit,6,"['expr_atom', '__ANON_3']",['elementary-number-theory']
632f5f39837ac920af634c0e_f_1_21_0,SCAL,5,so last digit,5,"['expr_atom', '__ANON_3']",['elementary-number-theory']
632f5f39837ac920af634c0e_f_1_23_0,SCAL,6,so last digit,6,"['expr_atom', '__ANON_3']",['elementary-number-theory']
632f5f39837ac920af634c0e_f_1_25_0,SCAL,1,so last digit,1,"['expr_atom', '__ANON_3']",['elementary-number-theory']
632f5f39837ac920af634c0e_f_1_27_0,SCAL,6,so last digit,6,"['expr_atom', '__ANON_3']",['elementary-number-theory']
632f5f39837ac920af634c0e_f_1_29_0,SCAL,1,so last digit,1,"['expr_atom', '__ANON_3']",['elementary-number-theory']
632f5f39837ac920af634c24_f_0_22_0,SCAL,(1),a number,"['(', '1', ')']","['group', 'L_PAREN', 'expr_atom', '__ANON_3', 'R_PAREN']","['elementary-number-theory', 'modular-arithmetic', 'chinese-remainder-theorem']"
63300bc2837ac920af7418e9_f_0_11_0,SCAL,"
333333331",this number,"['3', '3', '3', '3', '3', '3', '3', '3', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'modular-arithmetic']"
632fcd1d837ac920af6de2c9_f_0_2_0,SCAL,1989,both numbers,"['1', '9', '8', '9']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']",['elementary-number-theory']
632fcd1d837ac920af6de34a_f_0_4_0,SCAL,111,the numbers,"['1', '1', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']",['elementary-number-theory']
63300bc3837ac920af741ad8_f_0_63_0,SCAL,8750,three consecutive numbers,"['8', '7', '5', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'solution-verification', 'contest-math']"
632fcd1d837ac920af6de407_f_1_1_0,SCAL,f(n),the number,"['f', '(', 'n', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['combinatorics', 'elementary-number-theory']"
632fcd1d837ac920af6de407_f_1_2_0,SCAL,4,the number,4,"['expr_atom', '__ANON_3']","['combinatorics', 'elementary-number-theory']"
632f5f39837ac920af634e0b_f_1_8_0,SET,"(x,y)",the desired set,"['(', 'x', ',', 'y', ')']","['interval', 'L_PAREN', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN']","['elementary-number-theory', 'diophantine-equations']"
632f5f39837ac920af634e0d_f_1_4_0,SCAL,qx,a natural number,"['q', 'x']","['unary', '__ANON_1', '__ANON_1']",['elementary-number-theory']
63300bc4837ac920af741d8e_f_0_22_0,SCAL,2269429312765395470820,a peak value,"['2', '2', '6', '9', '4', '2', '9', '3', '1', '2', '7', '6', '5', '3', '9', '5', '4', '7', '0', '8', '2', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']","['sequences-and-series', 'number-theory', 'elementary-number-theory', 'recurrence-relations', 'gcd-and-lcm']"
632f9089837ac920af685396_f_1_9_0,SCAL,40,The number   f_1_9_0   factors,"['4', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'computational-mathematics']"
63300bc4837ac920af741ed9_f_1_3_0,SCAL,1,most frequently obtained values,1,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'prime-numbers', 'quadratics', 'conjectures']"
63300bc4837ac920af741ed9_f_1_9_0,SCAL,155,the highest value,"['1', '5', '5']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'prime-numbers', 'quadratics', 'conjectures']"
63300bc4837ac920af741ed9_f_1_12_0,SCAL,-5,numbers,"['-', '5']","['unary', 'SUB', 'expr_atom', '__ANON_3']","['elementary-number-theory', 'prime-numbers', 'quadratics', 'conjectures']"
63300bc4837ac920af741f3d_f_0_12_0,FUNC,f,only one function,['f'],"['func_name', '__ANON_1']","['elementary-number-theory', 'solution-verification', 'conjectures', 'collatz-conjecture', 'iterated-function-system']"
632f5f3a837ac920af634f6e_f_0_0_0,FUNC,"C(m,n)=\frac{(m+n)(m+n+1)}{2}+m",a bijection,"['C', '(', 'm', ',', 'n', ')', '=', '\\frac', '{', '(', 'm', '+', 'n', ')', '(', 'm', '+', 'n', '+', '1', ')', '}', '{', '2', '}', '+', 'm']","['func_expr', 'func_name_arg', 'func_name', '__ANON_0', 'L_PAREN', 'func_arg', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'unary', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', '__ANON_1', 'R_PAREN', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'ADD', '__ANON_1']","['real-analysis', 'elementary-number-theory', 'functions']"
632f5f3a837ac920af634f92_f_0_0_0,FUNC,f:\mathbb N \rightarrow \mathbb N,a function,"['f', ':', '\\mathbb', 'N', '\\rightarrow', '\\mathbb', 'N']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'SET_FAT', '__ANON_0', 'TO', 'SET_FAT', '__ANON_0']","['number-theory', 'elementary-number-theory', 'decimal-expansion']"
632f5f3a837ac920af634fc0_f_1_10_0,SCAL,7,the number modulo,7,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'recreational-mathematics']"
632fcd1e837ac920af6de4c2_f_3_13_0,SCAL,2^2,the same last digit,"['2', '^', '2']","['exp', 'expr_atom', '__ANON_3', 'CARET', 'expr_atom', '__ANON_3']","['number-theory', 'elementary-number-theory', 'modular-arithmetic', 'pattern-recognition']"
632fcd1e837ac920af6de4c2_f_3_24_0,SCAL,j^2,the the last digit,"['j', '^', '2']","['exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']","['number-theory', 'elementary-number-theory', 'modular-arithmetic', 'pattern-recognition']"
632fcd1e837ac920af6de4e1_f_0_7_0,SCAL,9,the number,9,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'modular-arithmetic']"
632f9089837ac920af685556_f_0_2_0,SCAL,7 ,the holy number,7,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'recreational-mathematics']"
632f5f3a837ac920af635010_f_3_0_0,SCAL,1 ,two numbers,1,"['expr_atom', '__ANON_3']",['elementary-number-theory']
632f908a837ac920af685693_f_1_11_0,SCAL,420,the first such number,"['4', '2', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']","['number-theory', 'elementary-number-theory']"
632f5f3a837ac920af6350cb_f_0_0_0,SCAL,18,the number,"['1', '8']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'invariance']"
632f5f3a837ac920af6350d6_f_0_2_0,SCAL,2011,a prime number,"['2', '0', '1', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']",['elementary-number-theory']
63300bc5837ac920af7423ba_f_0_32_0,FUNC,f,the function,['f'],"['func_name', '__ANON_1']","['elementary-number-theory', 'solution-verification']"
63300bc5837ac920af7423ba_f_1_1_0,FUNC,f:\mathbb{N}^2\rightarrow\mathbb{N},exactly one function   f_1_1_0,"['f', ':', '\\mathbb{N}', '^', '2', '\\rightarrow', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3', 'TO', 'set_constant', 'SET_BASIC']","['elementary-number-theory', 'solution-verification']"
63300bc5837ac920af742462_f_0_2_0,FUNC,f:H \times K \to G,when the multiplicative map,"['f', ':', 'H', '\\times', 'K', '\\to', 'G']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0', 'TO', '__ANON_0']","['group-theory', 'elementary-number-theory']"
632fcd1e837ac920af6de841_f_1_3_0,SCAL,10546629279551,ten such numbers,"['1', '0', '5', '4', '6', '6', '2', '9', '2', '7', '9', '5', '5', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'prime-numbers', 'modular-arithmetic', 'carmichael-numbers']"
632f5f3a837ac920af635267_f_1_18_0,SCAL,1 ,the numbers,1,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'quadratic-residues']"
632f5f3a837ac920af635267_f_1_25_0,SCAL,1 ,values,1,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'quadratic-residues']"
632f5f3a837ac920af6352a2_f_1_14_0,FUNC,f,the function,['f'],"['func_name', '__ANON_1']","['number-theory', 'elementary-number-theory', 'modular-arithmetic', 'recursion', 'random']"
632f5f3a837ac920af6352b4_f_1_2_0,SCAL,9,whose digits,9,"['expr_atom', '__ANON_3']","['number-theory', 'elementary-number-theory', 'prime-numbers']"
632f5f3a837ac920af6352b4_f_1_3_0,SCAL,9,whose digits,9,"['expr_atom', '__ANON_3']","['number-theory', 'elementary-number-theory', 'prime-numbers']"
63300bc5837ac920af7426c6_f_0_5_0,SCAL,(n - 1)!,a factorial number,"['(', 'n', '-', '1', ')', '!']","['postfix', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', 'BANG']","['sequences-and-series', 'number-theory', 'elementary-number-theory', 'factorial', 'gamma-function']"
632fcd1e837ac920af6de9b0_f_0_4_0,FUNC,g,some positive function,['g'],"['func_name', '__ANON_1']","['number-theory', 'elementary-number-theory', 'summation', 'asymptotics', 'totient-function']"
632f5f3a837ac920af6352b4_f_4_2_0,SCAL,8,the digit sum,8,"['expr_atom', '__ANON_3']","['number-theory', 'elementary-number-theory', 'prime-numbers']"
632f908a837ac920af685b30_f_1_6_0,SCAL,n!,a single number,"['n', '!']","['postfix', '__ANON_1', 'BANG']","['elementary-number-theory', 'arithmetic', 'factorial']"
632f5f3a837ac920af63533e_f_1_0_0,SCAL,2,the number,2,"['expr_atom', '__ANON_3']","['probability', 'combinatorics', 'algebra-precalculus', 'elementary-number-theory', 'contest-math']"
632fcd1f837ac920af6deab0_f_2_12_0,SCAL,d(n),the number,"['d', '(', 'n', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']",['elementary-number-theory']
632fcd1f837ac920af6deade_f_0_8_0,SCAL,f(15),  f_0_7_0 -digit composite number   f_0_8_0,"['f', '(', '1', '5', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_PAREN']","['number-theory', 'elementary-number-theory', 'summation', 'prime-numbers', 'perfect-powers']"
632fcd1f837ac920af6deb14_f_0_7_0,SCAL,2^n+1,an odd number,"['2', '^', 'n', '+', '1']","['additive', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']","['elementary-number-theory', 'divisibility']"
632f5f3a837ac920af63535d_f_2_1_0,SCAL,3 ,the ordered digits,3,"['expr_atom', '__ANON_3']","['probability', 'combinatorics', 'algebra-precalculus', 'elementary-number-theory', 'contest-math']"
632f5f3a837ac920af6353e6_f_0_3_0,SCAL,1,the random value,1,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'chaos-theory', 'mobius-function']"
63300bc6837ac920af742b12_f_0_0_0,SCAL,2^{126}(2^{127}-1),the perfect number,"['2', '^', '{', '1', '2', '6', '}', '(', '2', '^', '{', '1', '2', '7', '}', '-', '1', ')']","['unary', 'exp', 'expr_atom', '__ANON_3', 'CARET', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', 'R_BRACE', 'group', 'L_PAREN', 'additive', 'exp', 'expr_atom', '__ANON_3', 'CARET', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', 'R_BRACE', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN']","['number-theory', 'elementary-number-theory', 'prime-numbers', 'algebraic-number-theory']"
632f5f3a837ac920af635476_f_0_0_0,SCAL,3,the value,3,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'gcd-and-lcm']"
632f908b837ac920af685f01_f_3_4_0,SCAL,1,the    number,1,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'binomial-coefficients']"
63300bc6837ac920af742c32_f_0_0_0,SCAL,36 ,the number,"['3', '6']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'arithmetic', 'ratio']"
63300bc6837ac920af742c32_f_0_1_0,SCAL,72 ,the number   f_0_1_0,"['7', '2']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'arithmetic', 'ratio']"
632f971c837ac920af68600e_f_0_16_0,SCAL,0 ,_ f_0_3 _ f_0_16_0 digits,0,"['expr_atom', '__ANON_3']","['number-theory', 'elementary-number-theory']"
632f971c837ac920af68600e_f_0_1_0,SCAL,10 ,all natural base- f_0_1_0 numbers,"['1', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['number-theory', 'elementary-number-theory']"
632f971c837ac920af68600e_f_0_5_0,SCAL,2 ,value,2,"['expr_atom', '__ANON_3']","['number-theory', 'elementary-number-theory']"
632f971c837ac920af68600e_f_0_9_0,SCAL,3 ,  f_0_8_0 //maximum value,3,"['expr_atom', '__ANON_3']","['number-theory', 'elementary-number-theory']"
63300bc6837ac920af742c32_f_1_14_0,SCAL,9 ,the closest number,9,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'arithmetic', 'ratio']"
63300bc6837ac920af742cfa_f_0_1_0,SCAL,1,its digital root,1,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'contest-math', 'square-numbers']"
63300bc6837ac920af742d1b_f_0_1_0,SCAL,61,the number   f_0_1_0,"['6', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'decimal-expansion']"
632f971c837ac920af686065_f_1_8_0,SCAL,373,last   f_1_7_0 digits,"['3', '7', '3']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']","['combinatorics', 'elementary-number-theory', 'binomial-coefficients']"
632f5f3b837ac920af635694_f_1_8_0,SCAL,(2^n)!,the number,"['(', '2', '^', 'n', ')', '!']","['postfix', 'group', 'L_PAREN', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'R_PAREN', 'BANG']",['elementary-number-theory']
632f5f3b837ac920af6356bb_f_0_1_0,SCAL,2 ,an irrational number,2,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'decimal-expansion', 'diophantine-approximation']"
63300bc7837ac920af742ef9_f_0_16_0,SCAL,10,"example , the norm value   f_0_16_0","['1', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['abstract-algebra', 'elementary-number-theory', 'prime-factorization', 'gaussian-integers']"
632fcd1f837ac920af6df15e_f_0_15_0,SCAL,5,digit,5,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'logic', 'contest-math', 'problem-solving']"
63300bc7837ac920af7432ff_f_0_1_0,SCAL,f(x),the number,"['f', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['number-theory', 'elementary-number-theory', 'prime-numbers', 'asymptotics', 'analytic-number-theory']"
632fcd20837ac920af6df1b8_f_4_6_0,SCAL,14 ,1x3x5 - 1= f_4_6_0 numbers,"['1', '4']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",['elementary-number-theory']
632f971d837ac920af686390_f_0_3_0,SCAL,33 ,a very large number,"['3', '3']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",['elementary-number-theory']
632f971d837ac920af6863d6_f_7_17_0,SCAL,f(m),the values,"['f', '(', 'm', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']",['elementary-number-theory']
63300bc8837ac920af7438b0_f_0_7_0,SCAL,0.330229887335653,the value,[],"['expr_atom', 'number']","['limits', 'number-theory', 'elementary-number-theory', 'prime-numbers', 'analytic-number-theory']"
